scope,window,industry,members,median_pct,mean_pct
all,1w,Semiconductors,88,6.11,5.74
all,1w,Department Stores,4,5.96,6.53
all,1w,Airlines,19,5.36,6.68
all,1w,Electronic Components,24,5.05,5.67
all,1w,Home Furnishings,18,4.69,10.98
all,1w,Computer Communications,11,4.39,6.15
all,1w,Industrial Conglomerates,3,3.85,4.36
all,1w,Electronic Production Equipment,29,3.38,2.97
all,1w,Computer Processing Hardware,18,2.27,1.47
all,1w,Electronics Distributors,10,2.06,4.08
all,1w,Computer Peripherals,21,1.5,2.52
all,1w,Apparel/Footwear,34,1.46,0.85
all,1w,Homebuilding,24,1.46,2.33
all,1w,Industrial Specialties,18,1.16,0.62
all,1w,Recreational Products,24,1.11,3.39
all,1w,Office Equipment/Supplies,4,1.08,0.26
all,1w,Apparel/Footwear Retail,30,1.01,-0.23
all,1w,Industrial Machinery,98,0.97,1.63
all,1w,Building Products,24,0.74,0.45
all,1w,Textiles,5,0.68,3.28
all,1w,Trucks/Construction/Farm Machinery,31,0.68,1.48
all,1w,Household/Personal Care,23,0.66,-0.47
all,1w,Tools & Hardware,5,0.66,0.64
all,1w,Movies/Entertainment,43,0.54,0.71
all,1w,Construction Materials,16,0.33,1.38
all,1w,Electronics/Appliances,20,0.32,2.33
all,1w,Life/Health Insurance,27,0.17,0.81
all,1w,Containers/Packaging,20,0.16,0.28
all,1w,Financial Conglomerates,364,0.0,1.55
all,1w,Telecommunications Equipment,32,-0.06,0.4
all,1w,Hotels/Resorts/Cruise lines,19,-0.09,0.78
all,1w,Aerospace & Defense,78,-0.1,0.95
all,1w,Metal Fabrication,17,-0.14,-0.22
all,1w,Forest Products,5,-0.18,0.25
all,1w,Automotive Aftermarket,5,-0.19,-0.06
all,1w,Chemicals: Major Diversified,12,-0.22,-0.03
all,1w,Engineering & Construction,65,-0.37,4.3
all,1w,Medical Distributors,8,-0.43,-2.74
all,1w,Wholesale Distributors,72,-0.45,-0.32
all,1w,Electrical Products,73,-0.47,-1.4
all,1w,Publishing: Books/Magazines,5,-0.47,-1.57
all,1w,Electronic Equipment/Instruments,42,-0.52,2.49
all,1w,Regional Banks,256,-0.53,-0.78
all,1w,Investment Managers,85,-0.68,1.35
all,1w,Food Distributors,11,-0.69,-4.72
all,1w,Discount Stores,3,-0.72,-1.98
all,1w,Tobacco,3,-0.75,-2.74
all,1w,Data Processing Services,54,-0.77,1.35
all,1w,Auto Parts: OEM,33,-0.87,-4.89
all,1w,Savings Banks,39,-0.9,-0.87
all,1w,Personnel Services,23,-0.94,-1.53
all,1w,Medical Specialties,206,-0.95,-0.05
all,1w,Hospital/Nursing Management,12,-0.96,-0.52
all,1w,Miscellaneous Manufacturing,12,-0.98,-0.63
all,1w,Wireless Telecommunications,16,-0.98,-1.95
all,1w,Home Improvement Chains,5,-1.03,-0.42
all,1w,Major Banks,134,-1.11,-1.26
all,1w,Advertising/Marketing Services,34,-1.12,-0.5
all,1w,Chemicals: Specialty,56,-1.13,-1.84
all,1w,Specialty Stores,67,-1.15,-0.88
all,1w,Pharmaceuticals: Other,25,-1.18,-0.77
all,1w,Investment Banks/Brokers,55,-1.25,-2.99
all,1w,Finance/Rental/Leasing,126,-1.45,-1.61
all,1w,Food: Specialty/Candy,39,-1.45,-1.9
all,1w,Miscellaneous Commercial Services,153,-1.47,2.28
all,1w,Restaurants,49,-1.51,0.21
all,1w,Information Technology Services,88,-1.53,-1.26
all,1w,Pulp & Paper,5,-1.53,-4.31
all,1w,Real Estate Investment Trusts,340,-1.53,-2.02
all,1w,Consumer Sundries,4,-1.58,-0.12
all,1w,Railroads,6,-1.59,-0.62
all,1w,Internet Retail,28,-1.77,-0.74
all,1w,Alternative Power Generation,12,-1.79,-3.09
all,1w,Other Transportation,13,-1.8,-2.46
all,1w,Specialty Telecommunications,8,-1.92,8.18
all,1w,Medical/Nursing Services,56,-1.95,-3.21
all,1w,Packaged Software,357,-1.95,-1.35
all,1w,Investment Trusts/Mutual Funds,103,-1.97,-0.86
all,1w,Multi-Line Insurance,52,-2.2,-2.7
all,1w,Commercial Printing/Forms,11,-2.3,-0.97
all,1w,Financial Publishing/Services,8,-2.35,-3.15
all,1w,Internet Software/Services,84,-2.42,-3.37
all,1w,Real Estate Development,52,-2.58,-1.95
all,1w,Other Consumer Services,35,-2.65,-2.57
all,1w,Precious Metals,70,-2.69,-2.28
all,1w,Oilfield Services/Equipment,33,-2.71,-2.97
all,1w,Steel,15,-2.76,-2.72
all,1w,Miscellaneous,4,-2.79,-6.14
all,1w,Major Telecommunications,15,-2.88,-4.23
all,1w,Property/Casualty Insurance,48,-2.89,-2.19
all,1w,Food Retail,15,-2.94,-6.08
all,1w,Pharmaceuticals: Major,310,-2.95,-3.16
all,1w,Food: Meat/Fish/Dairy,8,-3.07,-4.12
all,1w,Oil & Gas Pipelines,32,-3.07,-2.91
all,1w,Gas Distributors,21,-3.1,-4.93
all,1w,Electric Utilities,73,-3.12,-1.85
all,1w,Air Freight/Couriers,28,-3.55,2.15
all,1w,Environmental Services,16,-3.57,-6.96
all,1w,Beverages: Non-Alcoholic,14,-3.66,-5.03
all,1w,Other Metals/Minerals,68,-3.86,-3.16
all,1w,Electronics/Appliance Stores,4,-3.87,-4.36
all,1w,Coal,10,-4.03,-3.67
all,1w,Services to the Health Industry,3,-4.14,-1.0
all,1w,Specialty Insurance,12,-4.17,-4.34
all,1w,Beverages: Alcoholic,10,-4.19,0.15
all,1w,Water Utilities,11,-4.34,-3.63
all,1w,Casinos/Gaming,14,-4.46,-4.16
all,1w,Trucking,21,-4.47,-4.06
all,1w,Food: Major Diversified,8,-4.52,-6.52
all,1w,Broadcasting,15,-4.6,-3.14
all,1w,Cable/Satellite TV,8,-4.62,-5.04
all,1w,Aluminum,5,-4.93,-3.85
all,1w,Managed Health Care,8,-4.95,-3.76
all,1w,Agricultural Commodities/Milling,31,-5.15,-3.68
all,1w,Motor Vehicles,31,-5.28,-8.43
all,1w,Integrated Oil,42,-5.32,-4.87
all,1w,Insurance Brokers/Services,18,-5.5,-5.82
all,1w,Contract Drilling,11,-5.55,-2.71
all,1w,Oil & Gas Production,39,-5.63,-4.99
all,1w,Publishing: Newspapers,7,-5.63,-4.86
all,1w,Biotechnology,282,-5.9,-4.36
all,1w,Oil Refining/Marketing,12,-6.21,-7.43
all,1w,Marine Shipping,68,-6.28,-6.55
all,1w,Chemicals: Agricultural,17,-7.05,-7.97
all,3m,Oil Refining/Marketing,12,51.16,41.87
all,3m,Miscellaneous,4,16.07,19.32
all,3m,Precious Metals,70,15.88,16.7
all,3m,Marine Shipping,68,11.93,9.8
all,3m,Integrated Oil,42,9.92,6.39
all,3m,Oil & Gas Production,39,8.8,11.43
all,3m,Hospital/Nursing Management,12,7.61,0.9
all,3m,Medical/Nursing Services,56,7.04,2.44
all,3m,Contract Drilling,11,5.99,7.53
all,3m,Office Equipment/Supplies,4,5.84,7.77
all,3m,Medical Distributors,8,5.78,4.9
all,3m,Discount Stores,3,5.48,6.14
all,3m,Information Technology Services,88,5.34,8.51
all,3m,Department Stores,4,5.03,4.28
all,3m,Financial Publishing/Services,8,4.69,7.2
all,3m,Electronics/Appliances,20,4.53,10.0
all,3m,Insurance Brokers/Services,18,4.02,-2.82
all,3m,Personnel Services,23,3.95,2.62
all,3m,Coal,10,3.8,-5.97
all,3m,Computer Communications,11,3.48,4.67
all,3m,Commercial Printing/Forms,11,3.23,-16.45
all,3m,Property/Casualty Insurance,48,3.17,5.89
all,3m,Broadcasting,15,2.63,1.08
all,3m,Savings Banks,39,2.63,3.81
all,3m,Publishing: Books/Magazines,5,1.55,-4.51
all,3m,Industrial Conglomerates,3,1.43,-0.06
all,3m,Financial Conglomerates,364,0.8,4.49
all,3m,Medical Specialties,206,0.75,4.94
all,3m,Packaged Software,357,0.66,3.0
all,3m,Tools & Hardware,5,0.26,-1.47
all,3m,Railroads,6,0.21,0.14
all,3m,Investment Managers,85,0.2,1.39
all,3m,Water Utilities,11,0.03,1.09
all,3m,Internet Software/Services,84,-0.09,-1.47
all,3m,Oil & Gas Pipelines,32,-0.14,1.24
all,3m,Cable/Satellite TV,8,-0.15,-4.54
all,3m,Computer Peripherals,21,-0.24,4.64
all,3m,Regional Banks,256,-0.31,0.22
all,3m,Wholesale Distributors,72,-0.71,-2.48
all,3m,Computer Processing Hardware,18,-0.79,1.16
all,3m,Life/Health Insurance,27,-0.92,-0.81
all,3m,Investment Trusts/Mutual Funds,103,-0.93,-0.26
all,3m,Miscellaneous Commercial Services,153,-1.32,5.65
all,3m,Oilfield Services/Equipment,33,-1.84,-2.76
all,3m,Food: Specialty/Candy,39,-2.16,-4.56
all,3m,Textiles,5,-2.26,3.79
all,3m,Finance/Rental/Leasing,126,-2.35,-4.81
all,3m,Metal Fabrication,17,-2.38,21.17
all,3m,Investment Banks/Brokers,55,-2.47,0.46
all,3m,Multi-Line Insurance,52,-2.92,-5.4
all,3m,Major Banks,134,-3.05,-2.46
all,3m,Wireless Telecommunications,16,-3.38,-4.22
all,3m,Agricultural Commodities/Milling,31,-3.68,-7.92
all,3m,Environmental Services,16,-3.82,-1.94
all,3m,Recreational Products,24,-3.84,2.03
all,3m,Services to the Health Industry,3,-3.93,-1.84
all,3m,Managed Health Care,8,-4.68,-10.15
all,3m,Specialty Telecommunications,8,-4.74,-6.93
all,3m,Containers/Packaging,20,-5.07,-8.09
all,3m,Real Estate Development,52,-5.71,-9.27
all,3m,Steel,15,-5.99,-4.81
all,3m,Food Retail,15,-6.14,-10.81
all,3m,Tobacco,3,-6.35,-8.82
all,3m,Chemicals: Agricultural,17,-6.41,-9.68
all,3m,Household/Personal Care,23,-6.41,-10.46
all,3m,Specialty Stores,67,-6.57,-8.33
all,3m,Real Estate Investment Trusts,340,-6.6,-7.98
all,3m,Telecommunications Equipment,32,-6.62,-4.01
all,3m,Food Distributors,11,-6.75,-18.33
all,3m,Other Transportation,13,-7.01,2.25
all,3m,Movies/Entertainment,43,-7.09,-5.5
all,3m,Publishing: Newspapers,7,-7.26,-6.65
all,3m,Internet Retail,28,-7.34,-10.17
all,3m,Data Processing Services,54,-7.35,-4.37
all,3m,Specialty Insurance,12,-7.52,-4.56
all,3m,Pharmaceuticals: Major,310,-7.99,-6.2
all,3m,Biotechnology,282,-8.01,-5.62
all,3m,Trucks/Construction/Farm Machinery,31,-8.03,-1.54
all,3m,Industrial Specialties,18,-8.14,-1.61
all,3m,Other Metals/Minerals,68,-8.26,-8.03
all,3m,Pulp & Paper,5,-8.38,-9.72
all,3m,Restaurants,49,-8.38,-8.21
all,3m,Aerospace & Defense,78,-8.46,-8.76
all,3m,Electronics/Appliance Stores,4,-8.62,-8.92
all,3m,Automotive Aftermarket,5,-8.92,-10.65
all,3m,Forest Products,5,-9.02,-5.03
all,3m,Food: Major Diversified,8,-9.35,-14.46
all,3m,Gas Distributors,21,-9.46,-11.65
all,3m,Electronics Distributors,10,-9.67,-15.38
all,3m,Home Furnishings,18,-9.69,-12.62
all,3m,Major Telecommunications,15,-9.77,-6.44
all,3m,Chemicals: Major Diversified,12,-9.84,-9.04
all,3m,Air Freight/Couriers,28,-9.94,-4.86
all,3m,Chemicals: Specialty,56,-10.0,-10.42
all,3m,Auto Parts: OEM,33,-10.21,-13.94
all,3m,Hotels/Resorts/Cruise lines,19,-10.24,-10.39
all,3m,Other Consumer Services,35,-10.34,-10.48
all,3m,Motor Vehicles,31,-10.45,-19.21
all,3m,Electronic Equipment/Instruments,42,-10.59,3.03
all,3m,Beverages: Non-Alcoholic,14,-10.71,-18.19
all,3m,Beverages: Alcoholic,10,-11.0,-1.27
all,3m,Miscellaneous Manufacturing,12,-11.36,-9.03
all,3m,Apparel/Footwear,34,-11.56,-9.63
all,3m,Apparel/Footwear Retail,30,-11.63,-6.04
all,3m,Electric Utilities,73,-11.91,-13.0
all,3m,Electronic Production Equipment,29,-12.2,-17.26
all,3m,Homebuilding,24,-12.23,-9.63
all,3m,Semiconductors,88,-13.15,-10.2
all,3m,Alternative Power Generation,12,-14.31,-19.55
all,3m,Building Products,24,-14.55,-4.6
all,3m,Aluminum,5,-14.69,-16.78
all,3m,Casinos/Gaming,14,-15.21,-16.07
all,3m,Consumer Sundries,4,-15.21,-17.41
all,3m,Home Improvement Chains,5,-15.72,-18.3
all,3m,Pharmaceuticals: Other,25,-16.18,-6.52
all,3m,Industrial Machinery,98,-17.13,-15.16
all,3m,Electronic Components,24,-17.64,-17.94
all,3m,Airlines,19,-17.92,-17.85
all,3m,Advertising/Marketing Services,34,-19.14,-16.08
all,3m,Electrical Products,73,-19.41,-17.81
all,3m,Trucking,21,-21.67,-22.23
all,3m,Construction Materials,16,-22.45,-17.79
all,3m,Engineering & Construction,65,-22.8,-21.92
all,3m,Food: Meat/Fish/Dairy,8,-23.56,-24.76
all,6m,Oil Refining/Marketing,12,45.83,36.66
all,6m,Computer Peripherals,21,45.16,80.67
all,6m,Managed Health Care,8,39.76,53.88
all,6m,Textiles,5,34.93,38.46
all,6m,Office Equipment/Supplies,4,34.49,30.44
all,6m,Semiconductors,88,25.7,43.68
all,6m,Medical/Nursing Services,56,23.24,34.98
all,6m,Department Stores,4,22.21,19.56
all,6m,Steel,15,21.69,21.55
all,6m,Tools & Hardware,5,21.47,18.29
all,6m,Services to the Health Industry,3,19.4,27.49
all,6m,Electronic Production Equipment,29,18.61,18.69
all,6m,Computer Processing Hardware,18,18.45,38.68
all,6m,Electronics Distributors,10,18.1,6.36
all,6m,Savings Banks,39,16.86,19.24
all,6m,Electronic Components,24,16.06,14.54
all,6m,Marine Shipping,68,15.5,12.38
all,6m,Publishing: Books/Magazines,5,14.81,9.66
all,6m,Personnel Services,23,13.88,25.32
all,6m,Forest Products,5,13.67,14.83
all,6m,Railroads,6,13.04,14.14
all,6m,Electronics/Appliances,20,12.91,18.27
all,6m,Regional Banks,256,12.79,12.49
all,6m,Hospital/Nursing Management,12,11.22,11.75
all,6m,Property/Casualty Insurance,48,9.86,12.27
all,6m,Electronic Equipment/Instruments,42,9.36,41.11
all,6m,Insurance Brokers/Services,18,9.24,2.0
all,6m,Trucks/Construction/Farm Machinery,31,8.56,14.13
all,6m,Metal Fabrication,17,8.25,26.6
all,6m,Movies/Entertainment,43,8.09,9.48
all,6m,Precious Metals,70,7.59,9.63
all,6m,Data Processing Services,54,6.61,31.93
all,6m,Containers/Packaging,20,6.44,3.81
all,6m,Tobacco,3,5.88,-1.4
all,6m,Packaged Software,357,4.95,10.41
all,6m,Chemicals: Major Diversified,12,4.69,5.53
all,6m,Homebuilding,24,4.69,7.04
all,6m,Hotels/Resorts/Cruise lines,19,4.56,8.66
all,6m,Discount Stores,3,4.38,3.77
all,6m,Financial Publishing/Services,8,4.14,6.72
all,6m,Automotive Aftermarket,5,4.03,-2.55
all,6m,Apparel/Footwear,34,3.73,18.68
all,6m,Medical Specialties,206,3.58,12.22
all,6m,Miscellaneous,4,3.46,-1.15
all,6m,Industrial Machinery,98,3.37,-1.39
all,6m,Medical Distributors,8,3.21,3.3
all,6m,Water Utilities,11,3.1,2.65
all,6m,Industrial Specialties,18,3.07,9.7
all,6m,Financial Conglomerates,364,1.72,3.85
all,6m,Airlines,19,1.52,-2.88
all,6m,Major Banks,134,1.47,5.34
all,6m,Investment Banks/Brokers,55,1.17,8.68
all,6m,Trucking,21,0.7,-3.06
all,6m,Investment Managers,85,0.44,6.33
all,6m,Specialty Insurance,12,0.43,4.88
all,6m,Building Products,24,0.33,-0.0
all,6m,Information Technology Services,88,0.28,30.98
all,6m,Broadcasting,15,0.22,32.08
all,6m,Household/Personal Care,23,0.0,-7.03
all,6m,Real Estate Investment Trusts,340,-0.27,-1.3
all,6m,Auto Parts: OEM,33,-0.39,-2.43
all,6m,Finance/Rental/Leasing,126,-0.41,2.6
all,6m,Life/Health Insurance,27,-0.56,10.42
all,6m,Miscellaneous Manufacturing,12,-0.68,0.1
all,6m,Multi-Line Insurance,52,-0.85,-0.29
all,6m,Internet Software/Services,84,-1.04,-2.19
all,6m,Food: Specialty/Candy,39,-1.36,0.23
all,6m,Oil & Gas Pipelines,32,-1.54,1.0
all,6m,Real Estate Development,52,-1.72,-9.28
all,6m,Environmental Services,16,-1.85,-12.93
all,6m,Other Transportation,13,-2.08,3.0
all,6m,Pulp & Paper,5,-2.23,-8.72
all,6m,Beverages: Non-Alcoholic,14,-2.27,-18.67
all,6m,Investment Trusts/Mutual Funds,103,-2.9,-3.74
all,6m,Publishing: Newspapers,7,-3.02,-3.17
all,6m,Wholesale Distributors,72,-3.06,-2.16
all,6m,Alternative Power Generation,12,-3.14,-8.91
all,6m,Restaurants,49,-3.41,3.0
all,6m,Internet Retail,28,-4.21,-5.3
all,6m,Aerospace & Defense,78,-4.39,-4.02
all,6m,Miscellaneous Commercial Services,153,-4.46,6.27
all,6m,Telecommunications Equipment,32,-4.54,-1.03
all,6m,Aluminum,5,-4.99,-2.43
all,6m,Biotechnology,282,-5.02,8.8
all,6m,Pharmaceuticals: Major,310,-5.17,2.26
all,6m,Home Furnishings,18,-5.33,5.63
all,6m,Recreational Products,24,-5.65,-2.31
all,6m,Specialty Stores,67,-6.03,-2.31
all,6m,Motor Vehicles,31,-6.21,-14.8
all,6m,Electrical Products,73,-6.24,-6.7
all,6m,Computer Communications,11,-6.55,5.0
all,6m,Other Consumer Services,35,-6.87,-3.79
all,6m,Integrated Oil,42,-6.99,-13.9
all,6m,Cable/Satellite TV,8,-7.1,-7.78
all,6m,Major Telecommunications,15,-8.07,7.57
all,6m,Construction Materials,16,-8.09,-5.0
all,6m,Contract Drilling,11,-8.81,-9.53
all,6m,Commercial Printing/Forms,11,-8.82,-16.5
all,6m,Gas Distributors,21,-8.96,-12.71
all,6m,Food Distributors,11,-9.14,-14.52
all,6m,Oilfield Services/Equipment,33,-9.66,-3.13
all,6m,Specialty Telecommunications,8,-10.05,-4.77
all,6m,Apparel/Footwear Retail,30,-10.36,-2.05
all,6m,Home Improvement Chains,5,-10.47,-8.96
all,6m,Electric Utilities,73,-10.64,-12.35
all,6m,Food Retail,15,-10.64,-5.88
all,6m,Wireless Telecommunications,16,-10.73,-2.93
all,6m,Other Metals/Minerals,68,-10.89,-8.23
all,6m,Air Freight/Couriers,28,-11.64,-6.83
all,6m,Electronics/Appliance Stores,4,-12.86,-5.32
all,6m,Casinos/Gaming,14,-13.1,-1.55
all,6m,Chemicals: Agricultural,17,-13.83,-21.98
all,6m,Engineering & Construction,65,-14.99,-13.16
all,6m,Chemicals: Specialty,56,-15.06,-12.27
all,6m,Oil & Gas Production,39,-15.09,-12.17
all,6m,Food: Meat/Fish/Dairy,8,-16.4,-17.59
all,6m,Agricultural Commodities/Milling,31,-16.74,-16.29
all,6m,Consumer Sundries,4,-16.75,-19.24
all,6m,Beverages: Alcoholic,10,-17.0,-14.8
all,6m,Food: Major Diversified,8,-18.1,-21.2
all,6m,Pharmaceuticals: Other,25,-18.92,-10.97
all,6m,Coal,10,-20.17,-24.13
all,6m,Advertising/Marketing Services,34,-25.98,-21.58
all,6m,Industrial Conglomerates,3,-27.42,-17.48
liquid,1m,Financial Conglomerates,6,27.89,80.32
liquid,1m,Computer Peripherals,6,16.59,14.23
liquid,1m,Oil Refining/Marketing,7,13.98,14.74
liquid,1m,Electronic Components,5,11.84,10.93
liquid,1m,Semiconductors,28,9.97,14.01
liquid,1m,Electronic Production Equipment,8,7.3,9.66
liquid,1m,Information Technology Services,17,6.29,3.74
liquid,1m,Data Processing Services,16,5.63,2.29
liquid,1m,Medical Specialties,17,5.51,6.86
liquid,1m,Oilfield Services/Equipment,5,4.12,5.05
liquid,1m,Computer Processing Hardware,10,2.45,-7.4
liquid,1m,Packaged Software,75,-0.17,5.53
liquid,1m,Investment Banks/Brokers,6,-1.61,-3.98
liquid,1m,Oil & Gas Production,3,-2.68,-1.47
liquid,1m,Electronics/Appliances,3,-3.66,28.44
liquid,1m,Aerospace & Defense,17,-5.13,-5.96
liquid,1m,Medical/Nursing Services,7,-5.22,-3.27
liquid,1m,Telecommunications Equipment,3,-5.68,-4.17
liquid,1m,Miscellaneous Commercial Services,10,-5.78,10.01
liquid,1m,Industrial Machinery,8,-6.56,-5.46
liquid,1m,Apparel/Footwear Retail,3,-7.04,-5.9
liquid,1m,Electrical Products,16,-8.62,-6.82
liquid,1m,Chemicals: Agricultural,3,-9.03,-10.24
liquid,1m,Pharmaceuticals: Major,36,-9.04,-11.82
liquid,1m,Electronic Equipment/Instruments,4,-9.09,-9.34
liquid,1m,Integrated Oil,3,-9.39,-9.0
liquid,1m,Precious Metals,8,-9.86,-9.8
liquid,1m,Specialty Stores,9,-9.91,-3.63
liquid,1m,Apparel/Footwear,3,-14.31,-16.46
liquid,1m,Engineering & Construction,10,-14.91,-15.53
liquid,1m,Air Freight/Couriers,3,-16.17,-17.22
liquid,1m,Finance/Rental/Leasing,8,-17.66,-8.37
liquid,1m,Other Consumer Services,3,-17.83,-19.06
liquid,1m,Restaurants,8,-17.83,-14.76
liquid,1m,Internet Software/Services,13,-18.27,-10.92
liquid,1m,Investment Managers,5,-18.91,-17.11
liquid,1m,Other Metals/Minerals,12,-21.57,-24.66
liquid,1m,Real Estate Development,3,-24.03,-23.95
