scope,window,industry,members,median_pct,mean_pct
all,1m,Apparel/Footwear,32,-9.1,-4.93
all,1m,Discount Stores,3,-9.12,-8.52
all,1m,Cable/Satellite TV,8,-9.27,-10.11
all,1m,Recreational Products,20,-9.48,-7.55
all,1m,Advertising/Marketing Services,20,-9.49,-7.17
all,1m,Building Products,20,-9.8,-9.48
all,1m,Other Consumer Services,32,-9.8,-11.11
all,1m,Beverages: Alcoholic,6,-10.04,-9.89
all,1m,Computer Communications,7,-10.18,-2.7
all,1m,Auto Parts: OEM,31,-10.47,-9.44
all,1m,Hotels/Resorts/Cruise lines,18,-10.55,-8.68
all,1m,Commercial Printing/Forms,8,-10.63,-15.89
all,1m,Biotechnology,231,-10.87,-10.02
all,1m,Trucking,18,-11.05,-10.92
all,1m,Other Transportation,10,-11.24,5.85
all,1m,Food: Major Diversified,8,-11.46,-15.45
all,1m,Construction Materials,15,-11.62,-12.97
all,1m,Aluminum,5,-12.05,-9.33
all,1m,Other Metals/Minerals,63,-12.08,-12.16
all,1m,Home Improvement Chains,4,-12.27,-13.15
all,1m,Coal,10,-12.73,-13.05
all,1m,Restaurants,43,-12.92,-14.38
all,1m,Casinos/Gaming,14,-14.69,-11.06
all,1m,Food: Meat/Fish/Dairy,7,-15.04,-14.62
all,1m,Insurance Brokers/Services,17,-15.32,-16.14
all,1w,Electronic Components,21,8.64,8.59
all,1w,Data Processing Services,51,7.17,6.18
all,1w,Semiconductors,82,7.01,7.61
all,1w,Computer Peripherals,19,5.38,6.72
all,1w,Computer Processing Hardware,16,5.01,3.97
all,1w,Electronics Distributors,7,4.55,4.16
all,1w,Electronic Equipment/Instruments,34,4.19,6.19
all,1w,Electronics/Appliance Stores,4,3.95,3.94
all,1w,Electronic Production Equipment,27,3.73,4.89
all,1w,Electrical Products,62,3.0,3.32
all,1w,Industrial Conglomerates,3,2.86,-0.15
all,1w,Airlines,17,2.62,6.99
all,1w,Industrial Machinery,91,2.26,2.8
all,1w,Department Stores,4,2.17,3.82
all,1w,Computer Communications,7,1.75,3.08
all,1w,Specialty Telecommunications,6,1.57,0.51
all,1w,Aerospace & Defense,74,1.32,1.57
all,1w,Office Equipment/Supplies,4,1.27,1.03
all,1w,Textiles,5,1.2,1.32
all,1w,Wholesale Distributors,52,0.82,1.28
all,1w,Industrial Specialties,17,0.54,0.41
all,1w,Pulp & Paper,5,0.52,-1.48
all,1w,Electronics/Appliances,15,0.5,2.94
all,1w,Medical Specialties,173,0.46,1.38
all,1w,Containers/Packaging,17,0.45,0.83
all,1w,Household/Personal Care,19,0.42,0.19
all,1w,Telecommunications Equipment,30,0.37,0.92
all,1w,Pharmaceuticals: Other,15,0.35,0.93
all,1w,Forest Products,5,0.3,-1.37
all,1w,Apparel/Footwear,32,0.23,1.06
all,1w,Chemicals: Specialty,50,0.12,2.07
all,1w,Other Metals/Minerals,63,0.12,1.02
all,1w,Apparel/Footwear Retail,30,0.1,0.7
all,1w,Tools & Hardware,4,0.09,0.41
all,1w,Chemicals: Major Diversified,12,0.08,-0.46
all,1w,Trucks/Construction/Farm Machinery,29,0.06,1.5
all,1w,Financial Conglomerates,344,0.0,1.89
all,1w,Alternative Power Generation,11,-0.06,0.65
all,1w,Home Furnishings,16,-0.16,7.21
all,1w,Building Products,20,-0.2,4.48
all,1w,Packaged Software,286,-0.29,1.7
all,1w,Information Technology Services,74,-0.38,3.36
all,1w,Homebuilding,24,-0.39,-1.28
all,1w,Recreational Products,20,-0.41,0.51
all,1w,Personnel Services,19,-0.47,-0.12
all,1w,Pharmaceuticals: Major,245,-0.54,-0.62
all,1w,Hospital/Nursing Management,12,-0.55,-0.79
all,1w,Investment Managers,77,-0.6,-0.82
all,1w,Financial Publishing/Services,8,-0.63,-2.59
all,1w,Miscellaneous,3,-0.81,-3.27
all,1w,Life/Health Insurance,22,-0.88,-0.56
all,1w,Tobacco,3,-0.92,-5.08
all,1w,Engineering & Construction,51,-0.94,0.14
all,1w,Metal Fabrication,15,-0.95,0.81
all,1w,Movies/Entertainment,38,-0.97,-0.49
all,1w,Precious Metals,68,-0.99,0.15
all,1w,Investment Trusts/Mutual Funds,60,-1.01,-1.62
all,1w,Miscellaneous Manufacturing,10,-1.18,-0.02
all,1w,Real Estate Investment Trusts,316,-1.23,-1.74
all,1w,Automotive Aftermarket,5,-1.24,-1.55
all,1w,Internet Retail,23,-1.25,-1.11
all,1w,Railroads,6,-1.29,-0.8
all,1w,Motor Vehicles,24,-1.46,-5.11
all,1w,Publishing: Books/Magazines,4,-1.55,-1.14
all,1w,Medical/Nursing Services,48,-1.64,-2.04
all,1w,Food: Specialty/Candy,35,-1.7,-2.52
all,1w,Hotels/Resorts/Cruise lines,18,-1.82,-1.02
all,1w,Auto Parts: OEM,31,-1.85,-4.42
all,1w,Beverages: Non-Alcoholic,12,-1.86,-2.84
all,1w,Miscellaneous Commercial Services,124,-1.97,0.79
all,1w,Advertising/Marketing Services,20,-1.98,-1.08
all,1w,Finance/Rental/Leasing,100,-2.01,-2.59
all,1w,Major Banks,132,-2.06,-2.29
all,1w,Food Distributors,8,-2.08,-1.33
all,1w,Specialty Stores,61,-2.13,-1.45
all,1w,Restaurants,43,-2.19,-1.18
all,1w,Food: Major Diversified,8,-2.22,-3.35
all,1w,Beverages: Alcoholic,6,-2.27,-2.68
all,1w,Agricultural Commodities/Milling,26,-2.28,-1.84
all,1w,Other Consumer Services,32,-2.29,-4.17
all,1w,Multi-Line Insurance,48,-2.37,-3.47
all,1w,Steel,14,-2.4,-0.23
all,1w,Biotechnology,231,-2.43,-2.13
all,1w,Home Improvement Chains,4,-2.46,-1.73
all,1w,Internet Software/Services,71,-2.5,-0.97
all,1w,Savings Banks,39,-2.57,-2.33
all,1w,Investment Banks/Brokers,55,-2.61,-0.75
all,1w,Real Estate Development,39,-2.68,-4.36
all,1w,Oil & Gas Pipelines,27,-2.7,-1.96
all,1w,Electric Utilities,71,-2.75,-0.59
all,1w,Property/Casualty Insurance,48,-2.75,-2.94
all,1w,Medical Distributors,5,-2.82,3.94
all,1w,Air Freight/Couriers,19,-2.88,7.84
all,1w,Construction Materials,15,-2.9,-1.43
all,1w,Discount Stores,3,-3.07,-2.79
all,1w,Gas Distributors,21,-3.11,-4.79
all,1w,Regional Banks,255,-3.17,-2.82
all,1w,Wireless Telecommunications,16,-3.43,-3.64
all,1w,Aluminum,5,-3.55,-2.08
all,1w,Other Transportation,10,-3.56,-4.77
all,1w,Specialty Insurance,11,-3.59,-4.76
all,1w,Oil Refining/Marketing,12,-3.65,-2.47
all,1w,Water Utilities,11,-3.96,-3.61
all,1w,Marine Shipping,60,-4.1,-3.42
all,1w,Environmental Services,14,-4.13,-3.79
all,1w,Trucking,18,-4.18,-4.72
all,1w,Major Telecommunications,15,-4.2,-4.31
all,1w,Food: Meat/Fish/Dairy,7,-4.28,-4.04
all,1w,Casinos/Gaming,14,-4.38,-4.37
all,1w,Coal,10,-4.43,-5.55
all,1w,Oilfield Services/Equipment,32,-4.56,-3.45
all,1w,Commercial Printing/Forms,8,-4.59,-7.5
all,1w,Broadcasting,15,-4.94,-4.59
all,1w,Food Retail,13,-4.94,-7.19
all,1w,Chemicals: Agricultural,12,-5.02,-4.69
all,1w,Services to the Health Industry,3,-5.08,-5.65
all,1w,Contract Drilling,10,-5.72,-4.65
all,1w,Insurance Brokers/Services,17,-6.46,-6.07
all,1w,Publishing: Newspapers,6,-7.17,-6.81
all,1w,Integrated Oil,40,-7.4,-7.86
all,1w,Oil & Gas Production,39,-7.46,-7.94
all,1w,Managed Health Care,8,-7.74,-8.55
all,1w,Cable/Satellite TV,8,-8.07,-6.33
all,3m,Oil Refining/Marketing,12,57.31,48.41
all,3m,Precious Metals,68,20.75,18.7
all,3m,Integrated Oil,40,13.52,9.66
all,3m,Marine Shipping,60,13.43,15.92
all,3m,Medical/Nursing Services,48,12.86,10.45
all,3m,Personnel Services,19,11.74,15.61
all,3m,Packaged Software,286,10.23,12.04
all,3m,Information Technology Services,74,9.86,13.55
all,3m,Oil & Gas Production,39,9.72,13.16
all,3m,Medical Distributors,5,9.25,11.89
all,3m,Contract Drilling,10,8.85,10.36
all,3m,Office Equipment/Supplies,4,8.46,9.98
all,3m,Hospital/Nursing Management,12,7.59,1.64
all,3m,Medical Specialties,173,6.71,11.16
all,3m,Publishing: Books/Magazines,4,6.7,1.09
all,3m,Coal,10,6.62,-5.01
all,3m,Tools & Hardware,4,4.84,4.3
all,3m,Electronics/Appliances,15,4.76,11.83
all,3m,Financial Publishing/Services,8,4.65,6.29
all,3m,Services to the Health Industry,3,4.2,-0.21
all,3m,Insurance Brokers/Services,17,3.11,-2.99
all,3m,Property/Casualty Insurance,48,3.04,6.15
all,3m,Railroads,6,2.89,2.94
all,3m,Computer Communications,7,2.65,2.13
all,3m,Savings Banks,39,2.28,3.97
all,3m,Water Utilities,11,1.96,2.14
all,3m,Industrial Conglomerates,3,1.87,-7.35
all,3m,Electronics Distributors,7,1.66,5.76
all,3m,Oil & Gas Pipelines,27,1.53,4.56
all,3m,Cable/Satellite TV,8,1.1,-5.41
all,3m,Investment Trusts/Mutual Funds,60,0.89,1.65
all,3m,Miscellaneous Commercial Services,124,0.82,11.27
all,3m,Financial Conglomerates,345,0.79,3.27
all,3m,Chemicals: Agricultural,12,0.69,1.09
all,3m,Oilfield Services/Equipment,32,0.54,1.63
all,3m,Discount Stores,3,0.5,6.11
all,3m,Agricultural Commodities/Milling,26,0.45,2.56
all,3m,Investment Managers,77,0.4,2.47
all,3m,Internet Software/Services,71,0.33,1.76
all,3m,Department Stores,4,-0.1,-0.07
all,3m,Wholesale Distributors,52,-0.78,0.89
all,3m,Broadcasting,15,-0.89,0.74
all,3m,Regional Banks,255,-0.99,-0.37
all,3m,Food: Specialty/Candy,35,-1.09,-1.25
all,3m,Metal Fabrication,15,-1.57,24.31
all,3m,Containers/Packaging,17,-1.77,-1.84
all,3m,Publishing: Newspapers,6,-1.78,-2.14
all,3m,Miscellaneous,3,-1.92,-3.79
all,3m,Pharmaceuticals: Major,245,-2.0,0.08
all,3m,Multi-Line Insurance,48,-2.16,-5.47
all,3m,Managed Health Care,8,-2.46,-9.0
all,3m,Investment Banks/Brokers,55,-2.63,-0.39
all,3m,Major Banks,132,-2.77,-2.88
all,3m,Other Transportation,10,-2.88,13.17
all,3m,Wireless Telecommunications,16,-3.27,-4.03
all,3m,Life/Health Insurance,22,-3.28,-1.42
all,3m,Finance/Rental/Leasing,100,-3.29,-5.76
all,3m,Tobacco,3,-3.4,-7.52
all,3m,Computer Processing Hardware,16,-3.72,-2.91
all,3m,Movies/Entertainment,38,-4.56,-3.7
all,3m,Chemicals: Specialty,50,-4.85,-5.12
all,3m,Environmental Services,14,-4.95,-1.3
all,3m,Biotechnology,231,-4.97,2.8
all,3m,Recreational Products,20,-5.07,-2.53
all,3m,Computer Peripherals,19,-5.08,-2.76
all,3m,Real Estate Investment Trusts,316,-5.72,-6.62
all,3m,Household/Personal Care,19,-5.74,-3.33
all,3m,Textiles,5,-5.74,2.25
all,3m,Specialty Insurance,11,-5.76,-7.67
all,3m,Electronics/Appliance Stores,4,-5.78,-4.95
all,3m,Beverages: Alcoholic,6,-6.13,-7.47
all,3m,Specialty Stores,61,-6.2,-5.98
all,3m,Specialty Telecommunications,6,-6.41,-3.34
all,3m,Internet Retail,23,-6.45,-6.3
all,3m,Steel,14,-6.46,-3.84
all,3m,Food: Major Diversified,8,-6.47,-12.39
all,3m,Commercial Printing/Forms,8,-6.55,-19.1
all,3m,Other Consumer Services,32,-6.67,-10.59
all,3m,Pharmaceuticals: Other,15,-6.77,-5.04
all,3m,Major Telecommunications,15,-6.97,-4.17
all,3m,Other Metals/Minerals,63,-7.02,-3.86
all,3m,Food Retail,13,-7.23,-9.37
all,3m,Telecommunications Equipment,30,-7.26,-6.4
all,3m,Motor Vehicles,24,-7.38,-11.2
all,3m,Aerospace & Defense,74,-7.44,-9.84
all,3m,Gas Distributors,21,-7.5,-10.73
all,3m,Beverages: Non-Alcoholic,12,-7.66,-13.08
all,3m,Restaurants,43,-7.7,-7.75
all,3m,Industrial Specialties,17,-7.71,-1.77
all,3m,Electronic Equipment/Instruments,34,-7.73,3.74
all,3m,Food Distributors,8,-7.84,-6.76
all,3m,Home Furnishings,16,-7.94,-5.61
all,3m,Pulp & Paper,5,-7.99,-8.08
all,3m,Trucks/Construction/Farm Machinery,29,-8.23,-0.12
all,3m,Air Freight/Couriers,19,-8.63,3.96
all,3m,Automotive Aftermarket,5,-8.71,-8.67
all,3m,Forest Products,5,-9.13,-5.17
all,3m,Advertising/Marketing Services,20,-9.35,-4.73
all,3m,Real Estate Development,39,-9.43,-10.41
all,3m,Miscellaneous Manufacturing,10,-9.83,-8.22
all,3m,Auto Parts: OEM,31,-11.23,-12.3
all,3m,Data Processing Services,51,-11.54,-7.47
all,3m,Electric Utilities,71,-11.56,-12.56
all,3m,Apparel/Footwear,32,-12.67,-7.83
all,3m,Homebuilding,24,-13.22,-11.71
all,3m,Chemicals: Major Diversified,12,-13.95,-11.38
all,3m,Hotels/Resorts/Cruise lines,18,-14.16,-13.47
all,3m,Aluminum,5,-14.51,-16.57
all,3m,Building Products,20,-14.56,-16.01
all,3m,Apparel/Footwear Retail,30,-14.94,-7.98
all,3m,Home Improvement Chains,4,-15.21,-18.75
all,3m,Electronic Components,21,-15.93,-15.95
all,3m,Electronic Production Equipment,27,-16.3,-21.06
all,3m,Casinos/Gaming,14,-16.71,-16.23
all,3m,Industrial Machinery,91,-16.81,-13.26
all,3m,Trucking,18,-18.19,-16.13
all,3m,Electrical Products,62,-18.25,-14.91
all,3m,Semiconductors,82,-19.13,-14.92
all,3m,Engineering & Construction,51,-19.16,-21.58
all,3m,Alternative Power Generation,11,-19.51,-20.73
all,3m,Airlines,17,-20.39,-19.4
all,3m,Construction Materials,15,-21.47,-18.62
all,3m,Food: Meat/Fish/Dairy,7,-22.47,-14.95
all,6m,Computer Peripherals,19,67.69,89.63
all,6m,Electronics Distributors,7,59.42,38.97
all,6m,Personnel Services,19,50.71,46.39
all,6m,Oil Refining/Marketing,12,44.85,37.62
all,6m,Miscellaneous,3,44.24,10.25
all,6m,Managed Health Care,8,38.23,52.59
all,6m,Office Equipment/Supplies,4,34.35,30.13
all,6m,Medical/Nursing Services,48,28.69,51.27
all,6m,Textiles,5,28.31,34.64
all,6m,Computer Processing Hardware,16,24.42,45.17
all,6m,Services to the Health Industry,3,24.32,27.98
all,6m,Semiconductors,82,24.29,46.17
all,6m,Electronics/Appliances,15,21.75,29.37
all,6m,Department Stores,4,19.45,16.04
all,6m,Electronic Production Equipment,27,19.25,21.66
all,6m,Steel,14,19.0,25.47
all,6m,Marine Shipping,60,18.64,23.92
all,6m,Tools & Hardware,4,17.41,16.91
all,6m,Savings Banks,39,16.53,18.5
all,6m,Publishing: Books/Magazines,4,16.5,12.12
all,6m,Forest Products,5,15.87,14.83
all,6m,Computer Communications,7,14.22,16.07
all,6m,Electronic Components,21,14.05,22.88
all,6m,Railroads,6,13.91,14.8
all,6m,Packaged Software,286,13.4,27.12
all,6m,Hospital/Nursing Management,12,13.1,12.07
all,6m,Medical Specialties,173,12.53,23.01
all,6m,Regional Banks,255,12.1,11.49
all,6m,Information Technology Services,74,12.08,43.4
all,6m,Electronic Equipment/Instruments,34,11.46,53.64
all,6m,Pharmaceuticals: Other,15,11.31,6.68
all,6m,Trucking,18,10.88,8.15
all,6m,Metal Fabrication,15,10.76,31.11
all,6m,Property/Casualty Insurance,48,10.67,12.95
all,6m,Data Processing Services,51,9.5,38.5
all,6m,Insurance Brokers/Services,17,9.32,5.93
all,6m,Movies/Entertainment,38,8.88,17.25
all,6m,Precious Metals,68,8.09,12.21
all,6m,Containers/Packaging,17,8.0,11.73
all,6m,Hotels/Resorts/Cruise lines,18,7.24,10.98
all,6m,Biotechnology,231,6.52,24.57
all,6m,Medical Distributors,5,6.45,32.98
all,6m,Pharmaceuticals: Major,245,6.21,13.91
all,6m,Tobacco,3,6.09,-1.87
all,6m,Beverages: Non-Alcoholic,12,5.97,-9.58
all,6m,Trucks/Construction/Farm Machinery,29,5.88,14.15
all,6m,Financial Publishing/Services,8,5.35,8.89
all,6m,Publishing: Newspapers,6,5.32,2.4
all,6m,Investment Managers,77,4.91,9.55
all,6m,Airlines,17,4.36,0.73
all,6m,Miscellaneous Commercial Services,124,4.19,18.25
all,6m,Industrial Machinery,91,4.11,3.33
all,6m,Air Freight/Couriers,19,3.84,16.12
all,6m,Specialty Insurance,11,3.84,1.43
all,6m,Water Utilities,11,3.51,3.27
all,6m,Chemicals: Major Diversified,12,3.45,4.63
all,6m,Apparel/Footwear,32,3.33,23.23
all,6m,Homebuilding,24,3.17,5.2
all,6m,Other Transportation,10,3.0,16.51
all,6m,Automotive Aftermarket,5,2.98,-1.99
all,6m,Investment Banks/Brokers,55,2.75,10.4
all,6m,Industrial Specialties,17,2.52,11.69
all,6m,Household/Personal Care,19,1.97,3.18
all,6m,Financial Conglomerates,345,1.71,3.91
all,6m,Internet Software/Services,71,1.58,7.19
all,6m,Finance/Rental/Leasing,100,1.55,4.47
all,6m,Broadcasting,15,1.39,36.76
all,6m,Motor Vehicles,24,1.33,-5.05
all,6m,Specialty Telecommunications,6,1.17,8.17
all,6m,Food: Specialty/Candy,35,1.12,7.28
all,6m,Discount Stores,3,0.81,3.0
all,6m,Real Estate Investment Trusts,316,0.49,0.66
all,6m,Major Banks,132,0.42,4.8
all,6m,Multi-Line Insurance,48,0.42,0.89
all,6m,Home Furnishings,16,0.31,15.03
all,6m,Investment Trusts/Mutual Funds,60,-0.22,-3.25
all,6m,Wholesale Distributors,52,-0.24,3.32
all,6m,Restaurants,43,-0.33,8.98
all,6m,Life/Health Insurance,22,-0.34,13.32
all,6m,Pulp & Paper,5,-0.34,-6.23
all,6m,Auto Parts: OEM,31,-0.47,-0.32
all,6m,Building Products,20,-0.49,0.31
all,6m,Oil & Gas Pipelines,27,-1.52,3.49
all,6m,Miscellaneous Manufacturing,10,-1.59,1.0
all,6m,Environmental Services,14,-1.67,-9.9
all,6m,Alternative Power Generation,11,-2.34,-8.38
all,6m,Commercial Printing/Forms,8,-2.51,-10.86
all,6m,Aerospace & Defense,74,-3.45,-6.08
all,6m,Specialty Stores,61,-3.67,1.39
all,6m,Electrical Products,62,-3.86,-0.26
all,6m,Telecommunications Equipment,30,-3.91,-3.77
all,6m,Real Estate Development,39,-3.96,-5.62
all,6m,Integrated Oil,40,-4.27,-11.68
all,6m,Advertising/Marketing Services,20,-4.46,-7.23
all,6m,Other Consumer Services,32,-4.69,-1.47
all,6m,Internet Retail,23,-4.92,0.42
all,6m,Recreational Products,20,-5.29,5.28
all,6m,Aluminum,5,-5.53,-1.22
all,6m,Cable/Satellite TV,8,-6.02,-7.21
all,6m,Chemicals: Specialty,50,-6.37,-5.47
all,6m,Chemicals: Agricultural,12,-7.28,-8.36
all,6m,Food Distributors,8,-7.51,3.99
all,6m,Other Metals/Minerals,63,-7.67,-1.69
all,6m,Major Telecommunications,15,-8.07,9.19
all,6m,Casinos/Gaming,14,-8.12,-0.65
all,6m,Contract Drilling,10,-8.54,-9.85
all,6m,Oilfield Services/Equipment,32,-8.6,-3.3
all,6m,Construction Materials,15,-8.85,-3.87
all,6m,Electronics/Appliance Stores,4,-9.03,-1.21
all,6m,Gas Distributors,21,-9.12,-12.42
all,6m,Electric Utilities,71,-9.94,-12.05
all,6m,Wireless Telecommunications,16,-10.23,-2.15
all,6m,Agricultural Commodities/Milling,26,-10.72,-6.83
all,6m,Food Retail,13,-11.05,0.96
all,6m,Engineering & Construction,51,-11.74,-6.68
all,6m,Apparel/Footwear Retail,30,-12.11,-1.25
all,6m,Food: Meat/Fish/Dairy,7,-12.71,-6.98
all,6m,Home Improvement Chains,4,-14.01,-16.17
all,6m,Oil & Gas Production,39,-14.12,-11.52
all,6m,Beverages: Alcoholic,6,-14.48,-12.76
all,6m,Food: Major Diversified,8,-15.89,-18.65
all,6m,Coal,10,-19.07,-23.12
all,6m,Industrial Conglomerates,3,-28.76,-18.07
liquid,1m,Financial Conglomerates,4,21.71,22.03
liquid,1m,Electronic Components,5,17.75,12.15
liquid,1m,Information Technology Services,15,8.87,6.42
liquid,1m,Oil Refining/Marketing,8,8.25,8.99
liquid,1m,Semiconductors,31,7.98,10.35
liquid,1m,Data Processing Services,15,7.67,10.05
liquid,1m,Computer Peripherals,7,6.13,7.98
liquid,1m,Electronic Production Equipment,8,4.52,8.95
liquid,1m,Medical/Nursing Services,5,2.19,3.69
liquid,1m,Packaged Software,72,1.29,1.78
liquid,1m,Computer Processing Hardware,10,-0.14,-1.33
liquid,1m,Investment Banks/Brokers,6,-0.87,-1.62
liquid,1m,Industrial Machinery,8,-1.83,-1.94
liquid,1m,Medical Specialties,15,-2.44,-3.02
liquid,1m,Department Stores,3,-3.3,0.45
liquid,1m,Apparel/Footwear Retail,5,-3.35,-2.65
liquid,1m,Miscellaneous Commercial Services,11,-5.09,0.08
liquid,1m,Electrical Products,16,-6.37,-5.02
liquid,1m,Oilfield Services/Equipment,5,-7.32,-1.89
liquid,1m,Telecommunications Equipment,3,-7.86,-7.24
liquid,1m,Electronic Equipment/Instruments,5,-8.08,-9.35
liquid,1m,Aerospace & Defense,16,-8.51,-10.32
liquid,1m,Integrated Oil,3,-8.62,-9.69
liquid,1m,Specialty Stores,10,-9.02,-6.12
liquid,1m,Precious Metals,8,-11.72,-9.13
liquid,1m,Pharmaceuticals: Major,34,-12.48,-11.26
liquid,1m,Finance/Rental/Leasing,7,-12.72,-4.99
liquid,1m,Investment Managers,4,-13.35,-11.1
liquid,1m,Air Freight/Couriers,3,-13.8,-14.83
liquid,1m,Engineering & Construction,8,-14.27,-6.57
liquid,1m,Internet Software/Services,13,-15.73,-10.08
liquid,1m,Restaurants,9,-17.36,-17.02
liquid,1m,Other Metals/Minerals,11,-17.55,-15.5
liquid,1m,Real Estate Development,3,-21.24,-21.56
liquid,1m,Other Consumer Services,4,-22.12,-22.53
liquid,1w,Data Processing Services,15,12.83,12.4
liquid,1w,Computer Peripherals,7,11.97,11.77
liquid,1w,Financial Conglomerates,4,10.65,12.37
liquid,1w,Electronic Components,5,9.48,16.54
liquid,1w,Semiconductors,31,7.64,9.69
liquid,1w,Industrial Machinery,8,7.32,8.94
liquid,1w,Computer Processing Hardware,10,7.18,4.21
liquid,1w,Information Technology Services,15,5.29,7.63
liquid,1w,Electrical Products,16,4.54,1.22
liquid,1w,Department Stores,3,3.84,5.34
