scope,window,industry,members,median_pct,mean_pct,slug
finviz,1w,Banks - Regional,,-2.23,-2.23,banksregional
finviz,1m,Banks - Regional,,-3.97,-3.97,banksregional
finviz,3m,Banks - Regional,,-0.66,-0.66,banksregional
finviz,6m,Banks - Regional,,10.58,10.58,banksregional
finviz,1w,Waste Management,,-2.24,-2.24,wastemanagement
finviz,1m,Waste Management,,-6.01,-6.01,wastemanagement
finviz,3m,Waste Management,,-3.15,-3.15,wastemanagement
finviz,6m,Waste Management,,-3.66,-3.66,wastemanagement
finviz,1w,Leisure,,-2.24,-2.24,leisure
finviz,1m,Leisure,,-12.9,-12.9,leisure
finviz,3m,Leisure,,-14.6,-14.6,leisure
finviz,6m,Leisure,,-7.66,-7.66,leisure
finviz,1w,REIT - Diversified,,-2.27,-2.27,reitdiversified
finviz,1m,REIT - Diversified,,-9.9,-9.9,reitdiversified
finviz,3m,REIT - Diversified,,-10.36,-10.36,reitdiversified
finviz,6m,REIT - Diversified,,-7.5,-7.5,reitdiversified
finviz,1w,Insurance - Diversified,,-2.3,-2.3,insurancediversified
finviz,1m,Insurance - Diversified,,0.21,0.21,insurancediversified
finviz,3m,Insurance - Diversified,,2.35,2.35,insurancediversified
finviz,6m,Insurance - Diversified,,6.12,6.12,insurancediversified
finviz,1w,Banks - Diversified,,-2.32,-2.32,banksdiversified
finviz,1m,Banks - Diversified,,-3.44,-3.44,banksdiversified
finviz,3m,Banks - Diversified,,2.05,2.05,banksdiversified
finviz,6m,Banks - Diversified,,21.74,21.74,banksdiversified
finviz,1w,Oil & Gas Drilling,,-2.32,-2.32,oilgasdrilling
finviz,1m,Oil & Gas Drilling,,-4.66,-4.66,oilgasdrilling
finviz,3m,Oil & Gas Drilling,,9.57,9.57,oilgasdrilling
finviz,6m,Oil & Gas Drilling,,-14.38,-14.38,oilgasdrilling
finviz,1w,Staffing & Employment Services,,-2.44,-2.44,staffingemploymentservices
finviz,1m,Staffing & Employment Services,,-10.06,-10.06,staffingemploymentservices
finviz,3m,Staffing & Employment Services,,25.08,25.08,staffingemploymentservices
finviz,6m,Staffing & Employment Services,,54.18,54.18,staffingemploymentservices
finviz,1w,Real Estate Services,,-2.47,-2.47,realestateservices
finviz,1m,Real Estate Services,,-12.02,-12.02,realestateservices
finviz,3m,Real Estate Services,,-0.73,-0.73,realestateservices
finviz,6m,Real Estate Services,,-3.97,-3.97,realestateservices
finviz,1w,Credit Services,,-2.47,-2.47,creditservices
finviz,1m,Credit Services,,-7.56,-7.56,creditservices
finviz,3m,Credit Services,,4.45,4.45,creditservices
finviz,6m,Credit Services,,12.41,12.41,creditservices
finviz,1w,Restaurants,,-2.51,-2.51,restaurants
finviz,1m,Restaurants,,-13.09,-13.09,restaurants
finviz,3m,Restaurants,,-8.86,-8.86,restaurants
finviz,6m,Restaurants,,-11.18,-11.18,restaurants
finviz,1w,Utilities - Diversified,,-2.54,-2.54,utilitiesdiversified
finviz,1m,Utilities - Diversified,,-5.09,-5.09,utilitiesdiversified
finviz,3m,Utilities - Diversified,,-9.68,-9.68,utilitiesdiversified
finviz,6m,Utilities - Diversified,,-10.33,-10.33,utilitiesdiversified
finviz,1w,Chemicals,,-2.55,-2.55,chemicals
finviz,1m,Chemicals,,-4.8,-4.8,chemicals
finviz,3m,Chemicals,,-2.58,-2.58,chemicals
finviz,6m,Chemicals,,-22.45,-22.45,chemicals
finviz,1w,Integrated Freight & Logistics,,-2.56,-2.56,integratedfreightlogistics
finviz,1m,Integrated Freight & Logistics,,-7.64,-7.64,integratedfreightlogistics
finviz,3m,Integrated Freight & Logistics,,-9.74,-9.74,integratedfreightlogistics
finviz,6m,Integrated Freight & Logistics,,-0.4,-0.4,integratedfreightlogistics
finviz,1w,Steel,,-2.64,-2.64,steel
finviz,1m,Steel,,1.09,1.09,steel
finviz,3m,Steel,,6.51,6.51,steel
finviz,6m,Steel,,35.49,35.49,steel
finviz,1w,Coking Coal,,-2.89,-2.89,cokingcoal
finviz,1m,Coking Coal,,-14.08,-14.08,cokingcoal
finviz,3m,Coking Coal,,6.61,6.61,cokingcoal
finviz,6m,Coking Coal,,-8.01,-8.01,cokingcoal
finviz,1w,Insurance - Specialty,,-2.92,-2.92,insurancespecialty
finviz,1m,Insurance - Specialty,,-6.62,-6.62,insurancespecialty
finviz,3m,Insurance - Specialty,,-2.45,-2.45,insurancespecialty
finviz,6m,Insurance - Specialty,,4.28,4.28,insurancespecialty
finviz,1w,Utilities - Regulated Gas,,-2.96,-2.96,utilitiesregulatedgas
finviz,1m,Utilities - Regulated Gas,,-5.77,-5.77,utilitiesregulatedgas
finviz,3m,Utilities - Regulated Gas,,-9.79,-9.79,utilitiesregulatedgas
finviz,6m,Utilities - Regulated Gas,,-10.67,-10.67,utilitiesregulatedgas
finviz,1w,Specialty Business Services,,-3.01,-3.01,specialtybusinessservices
finviz,1m,Specialty Business Services,,-7.79,-7.79,specialtybusinessservices
finviz,3m,Specialty Business Services,,2.99,2.99,specialtybusinessservices
finviz,6m,Specialty Business Services,,2.42,2.42,specialtybusinessservices
finviz,1w,Utilities - Regulated Water,,-3.01,-3.01,utilitiesregulatedwater
finviz,1m,Utilities - Regulated Water,,-1.11,-1.11,utilitiesregulatedwater
finviz,3m,Utilities - Regulated Water,,0.42,0.42,utilitiesregulatedwater
finviz,6m,Utilities - Regulated Water,,-2.06,-2.06,utilitiesregulatedwater
finviz,1w,Agricultural Inputs,,-3.02,-3.02,agriculturalinputs
finviz,1m,Agricultural Inputs,,-2.71,-2.71,agriculturalinputs
finviz,3m,Agricultural Inputs,,8.88,8.88,agriculturalinputs
finviz,6m,Agricultural Inputs,,-2.67,-2.67,agriculturalinputs
finviz,1w,Healthcare Plans,,-3.02,-3.02,healthcareplans
finviz,1m,Healthcare Plans,,-5.94,-5.94,healthcareplans
finviz,3m,Healthcare Plans,,-7.12,-7.12,healthcareplans
finviz,6m,Healthcare Plans,,33.59,33.59,healthcareplans
finviz,1w,Resorts & Casinos,,-3.15,-3.15,resortscasinos
finviz,1m,Resorts & Casinos,,-13.56,-13.56,resortscasinos
finviz,3m,Resorts & Casinos,,-16.43,-16.43,resortscasinos
finviz,6m,Resorts & Casinos,,-13.49,-13.49,resortscasinos
finviz,1w,Beverages - Brewers,,-3.22,-3.22,beveragesbrewers
finviz,1m,Beverages - Brewers,,-3.87,-3.87,beveragesbrewers
finviz,3m,Beverages - Brewers,,-8.53,-8.53,beveragesbrewers
finviz,6m,Beverages - Brewers,,6.29,6.29,beveragesbrewers
finviz,1w,Utilities - Regulated Electric,,-3.23,-3.23,utilitiesregulatedelectric
finviz,1m,Utilities - Regulated Electric,,-8.0,-8.0,utilitiesregulatedelectric
finviz,3m,Utilities - Regulated Electric,,-12.66,-12.66,utilitiesregulatedelectric
finviz,6m,Utilities - Regulated Electric,,-11.18,-11.18,utilitiesregulatedelectric
finviz,1w,Packaged Foods,,-3.3,-3.3,packagedfoods
finviz,1m,Packaged Foods,,-10.92,-10.92,packagedfoods
finviz,3m,Packaged Foods,,-1.87,-1.87,packagedfoods
finviz,6m,Packaged Foods,,-3.15,-3.15,packagedfoods
finviz,1w,Farm Products,,-3.34,-3.34,farmproducts
finviz,1m,Farm Products,,-0.6,-0.6,farmproducts
finviz,3m,Farm Products,,2.47,2.47,farmproducts
finviz,6m,Farm Products,,-1.84,-1.84,farmproducts
finviz,1w,Entertainment,,-3.37,-3.37,entertainment
finviz,1m,Entertainment,,-7.2,-7.2,entertainment
finviz,3m,Entertainment,,2.69,2.69,entertainment
finviz,6m,Entertainment,,-4.11,-4.11,entertainment
finviz,1w,Oil & Gas E&P,,-3.39,-3.39,oilgasep
finviz,1m,Oil & Gas E&P,,-5.46,-5.46,oilgasep
finviz,3m,Oil & Gas E&P,,11.25,11.25,oilgasep
finviz,6m,Oil & Gas E&P,,-7.01,-7.01,oilgasep
finviz,1w,Aluminum,,-3.41,-3.41,aluminum
finviz,1m,Aluminum,,-8.79,-8.79,aluminum
finviz,3m,Aluminum,,-16.06,-16.06,aluminum
finviz,6m,Aluminum,,-14.87,-14.87,aluminum
finviz,1w,Auto & Truck Dealerships,,-3.55,-3.55,autotruckdealerships
finviz,1m,Auto & Truck Dealerships,,-9.75,-9.75,autotruckdealerships
finviz,3m,Auto & Truck Dealerships,,-4.62,-4.62,autotruckdealerships
finviz,6m,Auto & Truck Dealerships,,7.34,7.34,autotruckdealerships
finviz,1w,Advertising Agencies,,-3.85,-3.85,advertisingagencies
finviz,1m,Advertising Agencies,,-0.39,-0.39,advertisingagencies
finviz,3m,Advertising Agencies,,-23.69,-23.69,advertisingagencies
finviz,6m,Advertising Agencies,,-19.64,-19.64,advertisingagencies
finviz,1w,Marine Shipping,,-4.01,-4.01,marineshipping
finviz,1m,Marine Shipping,,0.65,0.65,marineshipping
finviz,3m,Marine Shipping,,13.53,13.53,marineshipping
finviz,6m,Marine Shipping,,16.62,16.62,marineshipping
finviz,1w,Personal Services,,-4.14,-4.14,personalservices
finviz,1m,Personal Services,,-11.77,-11.77,personalservices
finviz,3m,Personal Services,,-9.53,-9.53,personalservices
finviz,6m,Personal Services,,-16.02,-16.02,personalservices
finviz,1w,Telecom Services,,-4.45,-4.45,telecomservices
finviz,1m,Telecom Services,,-6.31,-6.31,telecomservices
finviz,3m,Telecom Services,,-1.19,-1.19,telecomservices
finviz,6m,Telecom Services,,-13.73,-13.73,telecomservices
finviz,1w,Consulting Services,,-4.64,-4.64,consultingservices
finviz,1m,Consulting Services,,-11.36,-11.36,consultingservices
finviz,3m,Consulting Services,,2.83,2.83,consultingservices
finviz,6m,Consulting Services,,-7.9,-7.9,consultingservices
finviz,1w,Luxury Goods,,-4.74,-4.74,luxurygoods
finviz,1m,Luxury Goods,,-10.52,-10.52,luxurygoods
finviz,3m,Luxury Goods,,-21.38,-21.38,luxurygoods
finviz,6m,Luxury Goods,,-17.15,-17.15,luxurygoods
finviz,1w,Insurance - Property & Casualty,,-5.0,-5.0,insurancepropertycasualty
finviz,1m,Insurance - Property & Casualty,,-6.44,-6.44,insurancepropertycasualty
finviz,3m,Insurance - Property & Casualty,,-1.57,-1.57,insurancepropertycasualty
finviz,6m,Insurance - Property & Casualty,,5.32,5.32,insurancepropertycasualty
finviz,1w,Oil & Gas Refining & Marketing,,-5.27,-5.27,oilgasrefiningmarketing
finviz,1m,Oil & Gas Refining & Marketing,,7.31,7.31,oilgasrefiningmarketing
finviz,3m,Oil & Gas Refining & Marketing,,52.69,52.69,oilgasrefiningmarketing
finviz,6m,Oil & Gas Refining & Marketing,,48.1,48.1,oilgasrefiningmarketing
finviz,1w,Insurance Brokers,,-5.28,-5.28,insurancebrokers
finviz,1m,Insurance Brokers,,-15.85,-15.85,insurancebrokers
finviz,3m,Insurance Brokers,,0.25,0.25,insurancebrokers
finviz,6m,Insurance Brokers,,-1.75,-1.75,insurancebrokers
finviz,1w,Grocery Stores,,-5.46,-5.46,grocerystores
finviz,1m,Grocery Stores,,-6.23,-6.23,grocerystores
finviz,3m,Grocery Stores,,-6.73,-6.73,grocerystores
finviz,6m,Grocery Stores,,-17.64,-17.64,grocerystores
finviz,1w,Mortgage Finance,,-5.6,-5.6,mortgagefinance
finviz,1m,Mortgage Finance,,-13.4,-13.4,mortgagefinance
finviz,3m,Mortgage Finance,,-18.67,-18.67,mortgagefinance
finviz,6m,Mortgage Finance,,-16.53,-16.53,mortgagefinance
finviz,1w,Publishing,,-7.18,-7.18,publishing
finviz,1m,Publishing,,-6.83,-6.83,publishing
finviz,3m,Publishing,,-5.21,-5.21,publishing
finviz,6m,Publishing,,-5.61,-5.61,publishing
finviz,1w,Travel Services,,-7.63,-7.63,travelservices
finviz,1m,Travel Services,,-21.14,-21.14,travelservices
finviz,3m,Travel Services,,-15.33,-15.33,travelservices
finviz,6m,Travel Services,,-5.15,-5.15,travelservices
finviz,1w,Gambling,,-10.57,-10.57,gambling
finviz,1m,Gambling,,-15.7,-15.7,gambling
finviz,3m,Gambling,,-12.61,-12.61,gambling
finviz,6m,Gambling,,-11.13,-11.13,gambling
