name,description,exchange,industry,close,SMA10,SMA20,SMA30,SMA50,SMA100,SMA150,SMA200,EMA10,EMA21,high,low,ADRP,ATRP,atr_abs,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,rvol,gap_pct,market_cap_basic,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,sma20_distance_pct,ema21_atr_dist,day_range_atr,lod_atr_pct,bb_width,ma_spread_pct,above_all_mas,ma_aligned,ema_aligned,above_sma200,near_sma20,near_ema,range_tight,adr_tight,bb_tight,plan_tight,wide_day,lod_ok,rvol_ok,rvol_pass,rvol_expand,ma_coiled,earnings_date,earnings_soon,large_gap,hard_rule_passes,hard_rule_fails,tightness_flags,focus_score,tradingview_url,is_top_1m,is_top_3m,is_top_6m
RNG,"RingCentral, Inc.",NYSE,Packaged Software,71.86,71.61,70.46,68.52,60.56,50.77,46.3,41.81,71.88,69.6,75.05,71.65,4.28,4.43,3.18,1459325.4,1497256.6666666667,107592864.0,102592027.0,2.09,0.36,6000752823.075956,11.72,59,103.8,8,93.33,54,69.62,4.21,1.99,0.73,1.07,6.6,0.162,41.47,True,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,2026-11-09,False,False,5,>4x 50-MA,"near21, RVOL",7,https://www.tradingview.com/chart/?symbol=NYSE:RNG&interval=D,False,True,False
CVI,CVR Energy Inc.,NYSE,Oil Refining/Marketing,53.69,49.83,45.32,41.85,38.64,35.12,33.08,31.35,50.04,46.03,54.64,53.04,4.82,4.59,2.46,1321792.1,1058967.3,56855954.0,44322370.0,1.53,-0.07,5397487933.833764,46.33,12,95.81,10,65.97,87,69.37,8.49,18.46,3.63,0.65,26.4,0.46,34.42,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,2026-11-02,False,False,5,>4x 50-MA,"EMA, ADR, RVOL",8,https://www.tradingview.com/chart/?symbol=NYSE:CVI&interval=D,True,True,False
HPE,Hewlett Packard Enterprise Company,NYSE,Computer Processing Hardware,60.76,57.4,55.23,55.45,52.47,46.6,38.88,34.92,57.63,55.96,61.78,59.64,5.82,5.97,3.63,27692542.5,22948578.00000002,1394355599.0,1272559846.0,0.8,1.08,80656757699.35321,9.1,66,23.56,97,170.89,14,67.85,2.65,10.01,1.44,0.59,30.7,0.23,37.0,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,False,2026-12-03,False,False,6,,"EMA, near21, ADR",9,https://www.tradingview.com/chart/?symbol=NYSE:HPE&interval=D,False,False,True
NTSK,"Netskope, Inc.",NASDAQ,Packaged Software,17.49,15.9,15.13,15.18,14.24,12.45,11.61,12.93,16.3,15.5,17.62,16.88,6.18,5.91,1.03,8338319.2,6224399.733333333,108864751.0,94457341.0,2.11,1.51,7146198905.520625,14.16,50,98.98,9,87.26,64,66.8,3.87,15.58,2.17,0.72,59.1,0.353,24.54,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,2026-12-11,False,False,6,,"EMA, ADR, RVOL",8,https://www.tradingview.com/chart/?symbol=NASDAQ:NTSK&interval=D,False,True,False
SMTC,Semtech Corporation,NASDAQ,Semiconductors,185.0,162.95,147.55,143.55,136.84,140.56,122.92,111.77,162.98,152.57,185.46,179.1,5.25,6.31,11.68,3663820.4,3311611.2333333334,612648078.0,475371306.0,1.87,2.32,17265240410.348507,36.55,16,18.52,114,136.57,28,63.88,5.58,25.38,3.37,0.54,50.5,0.491,27.66,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,2026-12-02,False,True,4,">4x 50-MA, large gap","EMA, ADR, RVOL",8,https://www.tradingview.com/chart/?symbol=NASDAQ:SMTC&interval=D,True,False,False
DK,"Delek US Holdings, Inc.",NYSE,Oil Refining/Marketing,78.12,76.52,73.86,70.91,67.81,57.22,51.78,46.69,76.79,73.83,82.27,77.32,5.41,5.36,4.19,3074321.3,2098678.3333333335,163948751.0,148814482.0,5.48,0.33,4783457605.596568,15.44,44,87.34,14,75.71,75,59.5,2.84,5.76,1.08,1.18,19.1,0.192,38.19,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,False,2026-11-11,False,False,6,,"EMA, near21, RVOL",7,https://www.tradingview.com/chart/?symbol=NYSE:DK&interval=D,False,True,False
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,53.3,50.21,50.12,52.75,55.37,55.61,44.03,38.02,50.42,51.22,53.5,51.69,4.24,6.47,3.45,1311632.0,1495641.6666666667,79717701.0,78888617.0,1.86,1.27,2731235799.4443393,-8.4,232,-15.98,274,201.81,11,59.14,-0.58,6.34,0.63,0.53,46.7,0.158,33.01,False,False,False,True,False,True,True,False,False,True,False,True,True,True,True,False,2026-10-06,False,False,6,,"near21, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:PENG&interval=D,False,False,True
FIVN,"Five9, Inc.",NASDAQ,Packaged Software,32.47,32.16,32.82,32.82,30.15,26.01,22.73,21.85,32.75,32.36,34.75,32.14,5.22,5.56,1.8,2204666.6,2120097.3,68839559.0,69591841.0,2.37,-0.17,2426273136.7449274,0.43,146,68.94,22,108.01,43,59.13,1.38,-1.05,0.06,1.45,18.3,0.168,33.78,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,2026-11-09,False,False,6,,"near21, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:FIVN&interval=D,False,True,False
AMC,"AMC Entertainment Holdings, Inc.",NYSE,Movies/Entertainment,2.7,2.56,2.59,2.56,2.48,2.15,1.85,1.81,2.6,2.57,2.77,2.65,5.27,5.89,0.16,29642716.900000036,21481323.933333334,57999575.0,54891943.0,2.65,1.48,2410032492.7306275,12.97,53,1.89,178,162.14,17,59.0,1.47,4.29,0.86,0.74,31.4,0.14,28.93,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,2026-11-11,False,False,6,,"EMA, near21, RVOL",8,https://www.tradingview.com/chart/?symbol=NYSE:AMC&interval=D,False,False,True
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,77.19,75.84,73.82,72.8,68.89,55.75,51.11,46.11,75.57,73.83,78.48,75.81,5.32,5.54,4.28,4519545.5,3318191.7666666666,256131222.0,241562148.0,2.35,-0.75,9149859555.540436,3.1,113,108.45,7,63.92,90,58.49,2.17,4.57,0.82,0.62,32.2,0.178,38.52,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,2026-10-29,False,False,6,,"EMA, near21, ADR, RVOL",9,https://www.tradingview.com/chart/?symbol=NYSE:PBF&interval=D,False,True,False
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,Packaged Software,237.65,224.91,215.86,215.39,207.08,184.42,157.18,146.97,229.27,220.47,247.5,234.9,5.1,5.41,12.85,12242408.3,10896108.2,2589460114.0,2346890953.0,1.68,0.52,243338105632.04276,11.37,60,38.42,63,124.37,33,58.05,2.73,10.1,1.44,0.98,21.4,0.34,32.8,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,2026-12-01,False,False,6,,"EMA, near21, RVOL",8,https://www.tradingview.com/chart/?symbol=NASDAQ:CRWD&interval=D,False,False,False
RBRK,"Rubrik, Inc.",NYSE,Information Technology Services,106.71,97.3,96.03,96.95,89.3,79.6,70.3,70.24,99.98,96.63,109.0,103.13,5.04,5.68,6.06,3427301.2,3831333.966666667,408841648.0,371450382.0,1.55,0.67,22121456284.530464,5.33,95,54.23,41,109.69,42,56.42,3.44,11.12,1.84,0.97,59.1,0.286,25.35,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,2026-12-03,False,False,6,,"EMA, RVOL",7,https://www.tradingview.com/chart/?symbol=NYSE:RBRK&interval=D,False,False,False
U,Unity Software Inc.,NYSE,Packaged Software,41.4,42.48,43.0,43.74,38.94,33.43,29.27,32.15,42.38,42.27,42.19,40.79,4.07,4.16,1.72,8003947.9,9876657.333333334,408893614.0,432041206.0,1.87,0.36,18219681694.875717,-11.12,270,56.82,37,118.01,34,54.57,1.52,-3.71,0.5,0.81,35.4,0.149,33.15,False,False,False,True,False,True,True,False,False,True,False,True,True,True,True,False,2026-11-11,False,False,6,,"near21, RVOL",5,https://www.tradingview.com/chart/?symbol=NYSE:U&interval=D,False,False,False
AYA,Aya Gold & Silver Inc.,NASDAQ,Precious Metals,28.46,28.2,28.02,27.67,24.76,21.8,20.14,19.07,27.99,27.54,29.37,27.89,5.07,6.07,1.73,1485029.8,1237746.1333333333,35226255.0,34248023.0,3.23,1.42,4099269782.4911933,8.17,74,42.02,56,113.34,40,54.51,2.46,1.57,0.55,0.85,32.8,0.153,32.09,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,2026-11-17,False,False,6,,"EMA, near21, RVOL",9,https://www.tradingview.com/chart/?symbol=NASDAQ:AYA&interval=D,False,False,False
XMTR,"Xometry, Inc.",NASDAQ,Information Technology Services,97.18,89.97,90.16,90.19,90.88,87.22,72.93,70.23,91.42,90.56,98.68,95.1,4.22,4.75,4.62,800027.0,585610.2666666667,56909606.0,52813457.0,2.49,2.52,5570705025.13101,12.24,56,6.77,159,143.99,23,54.33,1.46,7.78,1.54,0.77,45.0,0.186,21.25,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,2026-11-05,False,True,5,large gap,"EMA, RVOL",7,https://www.tradingview.com/chart/?symbol=NASDAQ:XMTR&interval=D,False,False,True
HNGE,"Hinge Health, Inc.",NYSE,Packaged Software,94.9,92.37,91.4,90.34,86.63,74.88,63.85,58.85,92.73,90.99,96.26,92.6,4.43,4.54,4.31,2138565.8,1919394.9666666666,182150582.0,173400700.0,2.73,0.71,7657900489.660051,6.21,86,40.72,60,114.17,38,53.7,2.1,3.83,0.95,0.85,53.4,0.097,35.32,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,2026-11-03,False,False,6,,"EMA, near21, BB, RVOL",9,https://www.tradingview.com/chart/?symbol=NYSE:HNGE&interval=D,False,False,False
OSCR,"Oscar Health, Inc.",NYSE,Managed Health Care,32.13,32.51,31.7,31.25,30.73,27.9,23.19,21.25,32.21,31.77,33.18,31.28,5.53,5.83,1.87,5562272.9,5434569.066666666,174612704.0,169804922.0,1.85,0.81,8786558655.531895,4.08,106,12.46,138,142.49,25,53.01,0.78,1.36,0.19,1.01,45.4,0.137,35.05,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,2026-11-10,False,False,6,,"near21, RVOL",5,https://www.tradingview.com/chart/?symbol=NYSE:OSCR&interval=D,False,False,False
HTFL,"Heartflow, Inc.",NASDAQ,Packaged Software,50.75,48.52,49.02,45.02,37.31,33.75,31.04,30.76,48.9,46.77,52.22,49.28,5.02,4.9,2.49,2447394.4,2379249.1666666665,120746895.0,107108246.0,3.42,1.17,4412896621.040952,10.28,62,51.63,44,95.87,52,52.59,7.35,3.53,1.74,1.18,59.1,0.108,35.98,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,False,2026-11-18,False,False,5,>4x 50-MA,"EMA, RVOL",6,https://www.tradingview.com/chart/?symbol=NASDAQ:HTFL&interval=D,False,False,False
INSP,"Inspire Medical Systems, Inc.",NYSE,Medical Specialties,76.78,70.4,66.13,63.76,59.27,52.02,53.74,64.56,71.1,67.05,78.8,71.43,4.72,4.49,3.44,1032726.4,660761.4666666667,50733265.0,42131032.0,2.47,-0.62,2219738572.9725046,32.84,18,83.2,16,40.39,137,52.14,6.59,16.1,3.24,2.14,155.3,0.332,23.94,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-11-09,False,False,4,"LoD>60% ATR, >4x 50-MA","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NYSE:INSP&interval=D,True,True,False
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,244.25,230.23,227.48,226.3,215.95,222.88,183.04,158.42,231.05,227.27,244.44,235.96,4.02,5.94,14.51,19166869.0,22649842.133333333,5532223941.0,5125659275.0,1.24,0.54,214182826076.38,1.72,135,-20.04,306,174.75,13,52.14,2.21,7.37,1.26,0.58,57.1,0.213,29.4,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,2026-11-26,False,False,6,,"EMA, near21, RVOL",8,https://www.tradingview.com/chart/?symbol=NASDAQ:MRVL&interval=D,False,False,True
TEM,"Tempus AI, Inc.",NASDAQ,Packaged Software,77.84,66.72,66.49,62.75,57.06,54.14,53.09,56.15,69.25,65.35,81.83,75.99,5.84,6.35,4.94,7233292.4,7627568.033333333,593729896.0,478652777.0,1.37,1.29,14045042210.857143,39.05,15,56.15,40,60.83,99,52.01,5.73,17.06,3.01,1.18,37.4,0.339,17.51,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,2026-11-10,False,False,5,>4x 50-MA,"EMA, RVOL",6,https://www.tradingview.com/chart/?symbol=NASDAQ:TEM&interval=D,True,False,False
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,94.96,93.67,95.17,99.3,96.29,83.08,71.01,61.11,94.51,95.46,98.29,94.52,5.04,5.22,4.96,860917.1,824934.5666666667,78335786.0,81912703.0,2.63,0.46,6287272749.572086,-17.79,377,29.73,82,144.05,22,51.99,-0.26,-0.22,0.1,0.76,8.9,0.189,37.04,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,2026-11-18,False,False,6,,"near21, RVOL",6,https://www.tradingview.com/chart/?symbol=NASDAQ:ORKA&interval=D,False,False,True
VRNS,"Varonis Systems, Inc.",NASDAQ,Packaged Software,47.56,46.53,44.9,44.29,44.41,38.86,33.7,33.24,46.55,45.47,48.07,46.48,4.17,4.21,2.0,2071336.8999999978,1712447.133333334,81443986.0,75847708.0,1.28,0.54,5462764645.859025,9.01,68,43.82,51,100.57,47,51.13,1.69,5.93,1.09,0.79,54.0,0.207,27.96,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,2026-11-02,False,False,5,thin RVOL,"EMA, near21, RVOL",8,https://www.tradingview.com/chart/?symbol=NASDAQ:VRNS&interval=D,False,False,False
HPQ,HP Inc.,NYSE,Information Technology Services,34.4,33.4,31.89,31.2,29.14,26.16,23.78,23.31,33.37,32.13,35.15,33.76,4.73,4.73,1.63,18242216.699999996,16210227.900000103,557631840.0,505829355.0,2.21,0.23,31021610800.969418,15.24,46,49.57,48,86.65,65,50.49,3.82,7.88,1.49,0.85,39.4,0.238,29.35,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,2026-12-01,False,False,6,,"EMA, near21, RVOL",8,https://www.tradingview.com/chart/?symbol=NYSE:HPQ&interval=D,False,False,False
DFTX,"Definium Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,38.81,38.33,40.0,41.47,42.44,35.3,29.96,26.13,38.74,39.82,39.04,38.1,5.0,5.81,2.26,2589168.9999999986,2340570.4999999977,90837541.0,97071261.0,1.33,-0.03,5214781704.756982,-17.43,372,56.49,39,107.98,44,49.02,-1.47,-2.98,0.44,0.42,31.5,0.255,42.02,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True,False,2026-11-05,False,False,5,thin RVOL,"near21, ADR, RVOL",7,https://www.tradingview.com/chart/?symbol=NASDAQ:DFTX&interval=D,False,False,False
