name,description,exchange,industry,close,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,earnings_date,earnings_soon,tradingview_url,is_top_1m,is_top_3m,is_top_6m
MDB,"MongoDB, Inc.",NASDAQ,Packaged Software,427.69,409.68,380.94,4.7,5.28,1545928.8,1836442.2666666666,785427993.0,752358565.0,0.41,183,34.49,78,77.27,84,37.39,2.32,2026-12-07,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MDB&interval=D,False,False,False
HPQ,HP Inc.,NYSE,Information Technology Services,32.04,31.38,29.46,5.25,5.19,18464926.499999993,16213629.5000001,519484689.0,508713435.0,8.76,107,36.57,74,65.67,101,37.0,1.69,2026-12-01,False,https://www.tradingview.com/chart/?symbol=NYSE:HPQ&interval=D,False,False,False
DFTX,"Definium Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,40.32,41.08,42.22,4.68,5.38,2706457.3999999985,2305166.2666666643,92944304.0,94704683.0,-12.14,342,2.73,205,119.07,47,36.55,-0.84,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:DFTX&interval=D,False,False,False
DOCU,"DocuSign, Inc.",NASDAQ,Packaged Software,66.76,64.62,60.34,4.35,4.34,3721759.7,3525414.0,235356639.0,227827529.0,8.03,114,55.73,48,45.86,147,36.54,2.45,2026-12-03,False,https://www.tradingview.com/chart/?symbol=NASDAQ:DOCU&interval=D,False,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,276.53,237.44,226.85,5.73,6.71,18920378.8,14917947.9,4125260133.0,3542087713.0,34.09,15,-15.58,311,90.71,66,36.41,3.27,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:BE&interval=D,True,False,False
FROG,JFrog Ltd.,NASDAQ,Packaged Software,89.95,91.96,88.75,5.66,6.05,1723465.2,1971109.9333333333,177301339.0,181261955.0,0.39,184,14.29,151,93.77,63,36.15,0.22,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FROG&interval=D,False,False,False
NTAP,"NetApp, Inc.",NASDAQ,Computer Peripherals,192.91,192.64,185.5,4.53,4.19,2370413.7,2463812.966666667,475294159.0,474634268.0,-1.17,197,23.34,111,84.48,73,35.55,0.95,2026-12-01,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NTAP&interval=D,False,False,False
MANE,"Veradermics, Incorporated",NYSE,Pharmaceuticals: Major,118.14,104.32,106.52,4.65,5.1,930220.8,714173.1,84372410.0,74502300.0,12.32,82,13.18,156,80.75,78,35.42,2.14,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NYSE:MANE&interval=D,False,False,False
HUT,Hut 8 Corp.,NASDAQ,Data Processing Services,106.61,88.53,93.38,7.01,7.77,5005865.400000008,4985578.633333332,531512538.0,441374107.0,15.37,63,-11.16,288,99.27,61,34.49,1.82,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NASDAQ:HUT&interval=D,False,False,False
WGS,GeneDx Holdings Corp.,NASDAQ,Medical/Nursing Services,90.8,87.02,78.5,5.88,6.09,771311.5,581560.2,52805666.0,50607078.0,8.47,109,55.19,50,39.01,154,34.22,2.57,2026-11-03,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WGS&interval=D,False,False,False
SPSC,"SPS Commerce, Inc.",NASDAQ,Packaged Software,81.48,80.7,75.46,4.4,4.18,661236.2,546329.4666666667,44514925.0,44087604.0,2.63,169,48.74,57,48.55,142,33.31,1.91,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SPSC&interval=D,False,False,False
NBIS,Nebius Group N.V.,NASDAQ,Packaged Software,236.12,225.44,212.73,6.13,7.23,15885360.0,20221594.733333334,4774722948.0,4558810241.0,4.31,144,-14.17,306,108.49,51,32.88,1.52,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NBIS&interval=D,False,False,False
SYRE,"Spyre Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,91.97,95.92,97.8,4.07,4.8,1347977.2999999996,1201737.3,110523779.0,115267037.0,-15.51,373,10.51,169,102.62,58,32.54,-1.24,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SYRE&interval=D,False,False,False
AUGO,Aura Minerals Inc.,NASDAQ,Other Metals/Minerals,92.77,84.66,73.92,4.11,4.84,1228722.2000000014,1033131.1999999986,95843581.0,87466781.0,4.12,149,56.55,46,35.95,161,32.2,5.27,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AUGO&interval=D,False,False,False
OUST,"Ouster, Inc.",NASDAQ,Semiconductors,40.25,37.98,38.38,4.59,6.38,2117889.7,2348992.433333333,94546945.0,89210035.0,1.87,171,-10.6,283,105.04,56,32.11,0.76,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:OUST&interval=D,False,False,False
PARR,"Par Pacific Holdings, Inc. Common Stock",NYSE,Oil Refining/Marketing,79.11,80.19,79.01,5.47,5.63,1049219.6000000013,935470.2333333339,74005050.0,75016605.0,8.73,108,59.18,40,27.99,178,31.96,0.02,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NYSE:PARR&interval=D,False,False,False
WT,"WisdomTree, Inc.",NYSE,Investment Managers,23.73,23.52,22.23,4.65,4.18,3731604.3,2726040.966666667,64688952.0,64124662.0,3.49,160,30.24,91,61.21,112,31.65,1.62,2026-10-23,False,https://www.tradingview.com/chart/?symbol=NYSE:WT&interval=D,False,False,False
MRX,Marex Group Limited,NASDAQ,Internet Software/Services,72.65,72.2,68.85,4.76,4.67,786692.8,781683.2333333333,56789287.0,56441177.0,3.39,161,9.63,172,81.63,76,31.55,1.18,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MRX&interval=D,False,False,False
VSXY,Victorias Secret & Co.,NYSE,Apparel/Footwear Retail,83.82,82.92,84.94,4.38,4.92,2038832.5,1951587.7666666666,163582087.0,161830862.0,-4.81,240,5.95,189,92.91,64,31.35,-0.27,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NYSE:VSXY&interval=D,False,False,False
BETA,"Beta Technologies, Inc.",NYSE,Aerospace & Defense,23.28,22.44,21.26,6.56,6.87,5675693.1,3467248.7,80717550.0,77818930.0,-8.92,292,47.44,58,55.2,126,31.24,1.38,2026-12-03,False,https://www.tradingview.com/chart/?symbol=NYSE:BETA&interval=D,False,False,False
NUAI,"New Era Energy & Digital, Inc.",NASDAQ,Engineering & Construction,6.98,5.5,5.25,8.09,9.5,9055030.6,7163433.533333333,49964949.0,39395303.0,24.33,31,10.54,168,58.52,118,31.13,3.45,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NUAI&interval=D,False,False,False
DOCN,"DigitalOcean Holdings, Inc.",NYSE,Packaged Software,146.0,122.41,122.82,6.64,6.84,3530877.3,2657969.9,388063605.0,325372727.0,26.1,27,-5.81,251,70.36,93,30.22,2.76,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NYSE:DOCN&interval=D,False,False,False
QRVO,"Qorvo, Inc.",NASDAQ,Semiconductors,118.44,103.15,97.81,4.43,3.76,1801199.1,1228135.6,145460380.0,126688123.0,22.99,35,18.72,124,48.92,140,30.21,5.62,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:QRVO&interval=D,False,False,False
ERO,Ero Copper Corp.,NYSE,Other Metals/Minerals,37.29,35.88,32.55,4.15,5.3,1374652.4,1547143.9666666666,57692999.0,55503790.0,-0.93,192,38.88,70,52.39,132,30.11,2.75,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NYSE:ERO&interval=D,False,False,False
MMED,"MiniMed Group, Inc.",NASDAQ,Medical Specialties,21.2,21.18,19.72,4.84,4.81,2599465.4,2113747.433333333,44811446.0,44773046.0,4.23,147,51.75,54,31.6,171,29.19,1.56,2026-12-30,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MMED&interval=D,False,False,False
GCT,GigaCloud Technology Inc,NASDAQ,Wholesale Distributors,53.12,51.49,47.63,4.78,4.76,742129.0,591796.1666666666,31436212.0,30469119.0,6.22,130,60.68,37,20.1,209,29.0,2.42,2026-11-26,False,https://www.tradingview.com/chart/?symbol=NASDAQ:GCT&interval=D,False,False,False
BHVN,Biohaven Ltd.,NYSE,Pharmaceuticals: Major,14.85,14.38,14.37,6.86,7.4,3897922.6,3423082.1,50832769.0,49233049.0,9.19,104,0.47,216,76.79,85,28.82,0.45,2026-11-17,False,https://www.tradingview.com/chart/?symbol=NYSE:BHVN&interval=D,False,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,80.1,79.9,70.4,6.17,6.26,1064593.2,1548814.6333333333,124060052.0,123757001.0,-2.89,211,99.2,11,-10.12,318,28.73,2.2,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WIX&interval=D,False,True,False
BRKR,Bruker Corporation,NASDAQ,Medical Specialties,61.21,57.96,58.27,4.37,4.6,2630999.7,2077384.3,127156693.0,120410041.0,2.7,168,9.52,173,73.2,89,28.47,1.1,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BRKR&interval=D,False,False,False
AMRX,"Amneal Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,19.5,17.84,17.94,4.01,4.1,3000584.7,2183729.566666667,42582727.0,38961375.0,8.39,110,16.0,142,60.63,114,28.34,2.12,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AMRX&interval=D,False,False,False
BLLN,"BillionToOne, Inc.",NASDAQ,Medical/Nursing Services,116.07,98.23,109.75,5.14,5.61,691202.3,623078.9666666667,72320776.0,61203074.0,21.36,40,9.71,171,53.8,131,28.29,1.03,2026-12-15,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BLLN&interval=D,False,False,False
CNH,CNH Industrial N.V.,NYSE,Trucks/Construction/Farm Machinery,13.67,12.33,11.68,4.35,3.92,18118431.6,22372611.566666666,305833600.0,275846843.0,23.82,32,36.7,73,23.38,193,27.97,4.34,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NYSE:CNH&interval=D,False,False,False
ASAN,"Asana, Inc.",NYSE,Packaged Software,9.08,9.44,8.86,5.93,6.81,10023500.9,6913116.4,62771097.0,65232166.0,-3.81,228,36.13,76,51.33,134,27.88,0.37,2026-12-08,False,https://www.tradingview.com/chart/?symbol=NYSE:ASAN&interval=D,False,False,False
CLF,Cleveland-Cliffs Inc.,NYSE,Steel,12.53,11.93,11.58,4.34,4.84,13862182.2,14017665.633333333,175641350.0,167230751.0,12.88,81,14.64,148,48.64,141,25.39,1.7,2026-10-26,False,https://www.tradingview.com/chart/?symbol=NYSE:CLF&interval=D,False,False,False
SITM,SiTime Corporation,NASDAQ,Semiconductors,633.72,612.73,598.46,5.11,6.21,576018.7,420226.8333333333,266306149.0,257486218.0,3.04,165,-11.04,286,83.96,74,25.32,0.95,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SITM&interval=D,False,False,False
NWL,Newell Brands Inc.,NASDAQ,Industrial Machinery,5.77,5.96,5.77,4.52,4.89,6252846.4,6614981.733333333,38168445.0,39405446.0,-0.69,190,11.82,163,64.39,103,25.17,0.01,2026-10-23,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NWL&interval=D,False,False,False
QCOM,QUALCOMM Incorporated,NASDAQ,Semiconductors,198.27,171.31,168.91,4.57,4.46,17608828.2,12497769.333333334,2477932726.0,2140992864.0,21.7,39,-2.12,236,53.95,129,24.51,3.9,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:QCOM&interval=D,False,False,False
OMDA,"Omada Health, Inc.",NASDAQ,Internet Software/Services,21.37,22.62,22.23,4.93,5.2,1810767.7,1332340.2,28472110.0,30134871.0,-9.87,303,16.14,139,66.95,99,24.41,-0.75,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:OMDA&interval=D,False,False,False
VSAT,"ViaSat, Inc.",NASDAQ,Telecommunications Equipment,74.99,74.66,75.06,5.34,5.42,1852608.8,1695822.2,127169707.0,126612629.0,-0.2,189,18.47,125,54.62,127,24.3,-0.02,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VSAT&interval=D,False,False,False
KEEL,Keel Infrastructure Corp.,NASDAQ,Data Processing Services,4.15,3.46,3.71,6.1,7.55,35574887.0,38456737.6,159595461.0,133239777.0,18.57,47,-39.33,412,92.13,65,23.79,1.55,2026-11-16,False,https://www.tradingview.com/chart/?symbol=NASDAQ:KEEL&interval=D,False,False,False
RIOT,"Riot Platforms, Inc.",NASDAQ,Information Technology Services,24.93,20.69,20.77,5.6,6.45,16082063.0,19568694.433333334,487847552.0,404781706.0,15.07,68,-12.8,296,68.11,95,23.46,3.11,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NASDAQ:RIOT&interval=D,False,False,False
CNXC,Concentrix Corporation,NASDAQ,Information Technology Services,30.51,27.78,26.56,5.98,6.21,1836487.1,1433788.4666666666,43744886.0,39829688.0,20.17,42,25.35,106,24.43,188,23.31,2.39,2026-09-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CNXC&interval=D,False,False,False
PAY,"Paymentus Holdings, Inc.",NYSE,Miscellaneous Commercial Services,32.3,37.45,35.89,4.76,5.34,930492.4,1069010.4666666666,34529038.0,40034798.0,-15.62,376,56.27,47,29.05,177,23.23,-1.87,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NYSE:PAY&interval=D,False,False,False
BULL,Webull Corporation,NASDAQ,Packaged Software,8.09,8.71,8.21,5.96,6.36,14799176.8,17717247.666666668,143332534.0,154334944.0,-10.01,306,21.65,115,57.7,120,23.11,-0.23,2026-11-19,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BULL&interval=D,False,False,False
UMAC,"Unusual Machines, Inc.",AMEX,Electronic Equipment/Instruments,24.03,25.26,23.57,6.48,8.19,2422584.7,3959718.6,95152038.0,100021172.0,-8.77,290,11.66,164,65.72,100,22.87,0.24,2026-11-12,False,https://www.tradingview.com/chart/?symbol=AMEX:UMAC&interval=D,False,False,False
MARA,"MARA Holdings, Inc.",NASDAQ,Data Processing Services,13.63,11.08,11.23,6.1,6.85,52126187.6,50564101.3,689188701.0,560157542.0,16.5,58,-8.95,269,58.95,116,22.16,3.12,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MARA&interval=D,False,False,False
NCNO,"nCino, Inc.",NASDAQ,Packaged Software,19.67,21.36,20.07,4.28,4.66,2499867.4,2654814.8333333335,52220208.0,56708615.0,-4.47,237,34.27,79,36.5,159,22.1,-0.43,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NCNO&interval=D,False,False,False
SMCIP,"Super Micro Computer, Inc. - Depositary Shares Each Representing a 1/20th Interest in a Share of 7% Series A Mandatory Convertible Preferred Stock",NASDAQ,Computer Processing Hardware,69.32,64.05,58.53,4.07,4.78,693592.9,701011.2666666667,48594101.0,44899071.0,10.17,93,19.07,123,36.59,158,21.94,3.86,2026-11-03,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SMCIP&interval=D,False,False,False
DUOL,"Duolingo, Inc.",NASDAQ,Packaged Software,147.71,145.72,139.93,4.79,5.16,1153118.0,1172494.5,173189163.0,170859025.0,0.85,182,11.1,167,51.11,135,21.02,1.08,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:DUOL&interval=D,False,False,False
GEO,Geo Group Inc (The) REIT,NYSE,Miscellaneous Commercial Services,29.74,31.45,31.12,4.03,4.09,2387805.6,2282928.6666666665,67894299.0,71794302.0,-7.06,271,-0.83,225,70.53,92,20.88,-1.08,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:GEO&interval=D,False,False,False
IBRX,"ImmunityBio, Inc.",NASDAQ,Pharmaceuticals: Major,9.29,8.05,7.78,5.46,5.6,12900852.8,9206317.733333332,85526692.0,74126202.0,18.34,48,26.57,102,17.59,218,20.84,3.46,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:IBRX&interval=D,False,False,False
FDS,FactSet Research Systems Inc.,NYSE,Financial Publishing/Services,276.42,289.55,279.63,4.12,4.34,906427.7,862486.0666666667,238408399.0,249734566.0,-7.42,277,25.99,105,42.68,150,20.42,-0.26,2026-09-30,False,https://www.tradingview.com/chart/?symbol=NYSE:FDS&interval=D,False,False,False
SNAP,Snap Inc.,NYSE,Packaged Software,5.62,5.48,5.22,4.92,5.07,35744802.8,35696901.13333333,200616584.0,195761806.0,7.05,123,26.58,101,27.16,180,20.26,1.51,2026-10-15,False,https://www.tradingview.com/chart/?symbol=NYSE:SNAP&interval=D,False,False,False
VOYG,"Voyager Technologies, Inc.",NYSE,Information Technology Services,37.53,36.7,33.61,5.63,6.14,1637443.9,1416721.8,53169569.0,51996051.0,-3.37,222,13.21,155,49.58,139,19.81,1.9,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NYSE:VOYG&interval=D,False,False,False
FSLY,"Fastly, Inc.",NASDAQ,Information Technology Services,26.08,24.38,23.36,8.26,8.62,7861511.8,5764199.4,150330320.0,140554238.0,13.34,79,57.2,45,-11.59,323,19.65,1.35,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FSLY&interval=D,False,False,False
GRML,Greenland Mines Ltd,NASDAQ,Miscellaneous Commercial Services,14.15,6.68,7.93,7.79,13.8,32716948.7,11377849.719333332,160996574.0,76038170.0,70.48,3,8.85,177,-20.51,364,19.61,5.68,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:GRML&interval=D,True,False,False
SANM,Sanmina Corporation,NASDAQ,Electronic Production Equipment,215.77,199.73,199.79,4.43,4.97,554353.8,581459.9,125461603.0,116136924.0,11.69,87,-12.36,293,58.85,117,19.39,1.61,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SANM&interval=D,False,False,False
PTRN,Pattern Group Inc. - Series A,NASDAQ,Advertising/Marketing Services,20.41,20.63,22.22,4.09,4.84,1878061.1,1575117.6,32148150.0,32496251.0,0.34,185,-4.76,247,62.5,108,19.36,-1.69,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PTRN&interval=D,False,False,False
AUR,"Aurora Innovation, Inc.",NASDAQ,Packaged Software,6.46,6.28,6.32,4.94,5.26,32787524.3,31392206.333333332,202793653.0,197211072.0,4.87,139,1.02,213,51.64,133,19.18,0.41,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AUR&interval=D,False,False,False
VKTX,"Viking Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,40.85,33.09,33.83,4.26,5.5,6464679.2,3329214.9,135998429.0,110150404.0,17.42,53,14.65,147,25.4,185,19.16,3.77,2026-10-28,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VKTX&interval=D,False,False,False
VICR,Vicor Corporation,NASDAQ,Electronic Components,268.34,204.76,210.88,5.05,6.58,1022968.4,883236.7,237007736.0,180849486.0,27.14,25,-19.87,334,49.91,137,19.06,4.14,2026-10-27,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VICR&interval=D,False,False,False
CLSK,"CleanSpark, Inc.",NASDAQ,Data Processing Services,15.14,12.6,13.07,5.94,6.48,18521650.3,18853823.166666668,285446883.0,237602164.0,15.18,67,-13.98,304,55.76,122,18.99,2.44,2026-12-16,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CLSK&interval=D,False,False,False
NAVN,"Navan, Inc.",NASDAQ,Packaged Software,20.96,26.45,26.4,5.72,6.73,7023369.8,3838176.3333333335,80467367.0,101510808.0,-27.1,433,-2.44,237,86.19,71,18.88,-3.06,2026-12-15,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NAVN&interval=D,False,False,False
CXW,"CoreCivic, Inc.",NYSE,Miscellaneous Commercial Services,31.47,33.7,32.68,4.77,4.78,2278634.5,1876821.8,59063582.0,63240762.0,-6.62,262,4.83,195,58.22,119,18.81,-0.78,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NYSE:CXW&interval=D,False,False,False
EAT,"Brinker International, Inc.",NYSE,Restaurants,206.81,226.31,216.95,4.25,4.7,2033205.4,1338859.0666666667,276889444.0,302991394.0,-11.36,332,25.09,108,42.25,151,18.66,-1.0,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NYSE:EAT&interval=D,False,False,False
INOD,Innodata Inc.,NASDAQ,Data Processing Services,69.97,58.5,60.01,4.47,5.59,1441830.1,1222214.0,85518314.0,71504204.0,9.79,98,-19.45,329,64.64,102,18.32,2.97,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:INOD&interval=D,False,False,False
HIVE,HIVE Digital Technologies Ltd,NASDAQ,Information Technology Services,3.54,2.97,2.95,4.95,5.92,12818587.899999995,20680005.0,73207218.0,61326555.0,9.26,101,-24.03,352,69.38,94,18.2,3.35,2026-11-16,False,https://www.tradingview.com/chart/?symbol=NASDAQ:HIVE&interval=D,False,False,False
AFRM,"Affirm Holdings, Inc.",NASDAQ,Finance/Rental/Leasing,71.77,73.9,74.49,4.28,4.86,4196537.4,5008231.033333333,359440741.0,370099926.0,-5.33,243,-1.36,232,61.06,113,18.12,-0.75,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AFRM&interval=D,False,False,False
GKOS,Glaukos Corporation,NYSE,Medical Specialties,159.86,177.67,171.27,4.33,4.21,838890.4,710213.7333333333,113534767.0,126182017.0,-13.59,355,20.13,120,47.32,145,17.96,-1.58,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NYSE:GKOS&interval=D,False,False,False
SG,"Sweetgreen, Inc.",NYSE,Restaurants,7.67,6.7,6.52,5.55,5.74,5392456.5,5082820.233333333,38985231.0,34034564.0,16.04,59,-9.98,276,47.5,144,17.85,3.06,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:SG&interval=D,False,False,False
SIG,Signet Jewelers Limited,NYSE,Specialty Stores,100.42,90.18,91.35,4.22,4.28,1532164.3,980558.3333333334,98467668.0,88426097.0,22.67,37,17.89,131,12.88,228,17.82,2.32,2026-12-08,False,https://www.tradingview.com/chart/?symbol=NYSE:SIG&interval=D,False,False,False
KSS,Kohl's Corporation,NYSE,Department Stores,18.27,18.02,18.24,4.53,5.1,3708992.1,4382543.1,80069062.0,78977809.0,4.34,143,3.57,200,45.12,148,17.68,0.04,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NYSE:KSS&interval=D,False,False,False
IT,"Gartner, Inc.",NYSE,Internet Software/Services,178.75,187.68,174.45,4.52,4.85,1203224.6,1216942.0,217528382.0,228394458.0,-7.45,278,40.85,66,19.06,215,17.48,0.51,2026-11-03,False,https://www.tradingview.com/chart/?symbol=NYSE:IT&interval=D,False,False,False
COIN,"Coinbase Global, Inc.",NASDAQ,Investment Banks/Brokers,201.07,175.01,168.37,4.89,6.06,11815507.9,10557408.6,2122778147.0,1847701347.0,11.67,88,27.02,99,13.6,227,17.43,3.2,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:COIN&interval=D,False,False,False
SGRY,"Surgery Partners, Inc.",NASDAQ,Hospital/Nursing Management,15.8,14.2,14.8,4.72,5.04,2878423.2,2685594.0,42432385.0,38137225.0,12.06,83,8.52,180,31.34,172,17.3,1.34,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SGRY&interval=D,False,False,False
GDDY,GoDaddy Inc.,NYSE,Data Processing Services,98.24,97.98,95.97,4.44,4.76,2449290.1,2032784.6,199700759.0,199178333.0,0.87,180,29.86,95,20.84,203,17.19,0.5,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:GDDY&interval=D,False,False,False
FIGR,"Figure Technology Solutions, Inc.",NASDAQ,Finance/Rental/Leasing,37.11,35.45,32.69,6.85,6.9,5115570.9,4973201.766666667,184555518.0,176290056.0,0.27,186,33.18,81,17.36,219,16.94,1.96,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FIGR&interval=D,False,False,False
WAY,Waystar Holding Corp.,NASDAQ,Packaged Software,25.63,25.09,24.14,4.06,4.37,2472636.2,2261397.966666667,57959630.0,56739983.0,3.77,157,39.75,67,7.15,248,16.89,1.41,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WAY&interval=D,False,False,False
PBLS,"Parabilis Medicines, Inc.",NASDAQ,Pharmaceuticals: Major,38.17,38.56,36.03,7.37,7.46,1619698.1,795496.3666666667,30364096.0,30672484.0,-3.15,214,39.0,69,14.45,225,16.77,0.8,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PBLS&interval=D,False,False,False
ACHC,"Acadia Healthcare Company, Inc.",NASDAQ,Medical/Nursing Services,29.37,28.75,30.13,4.18,4.67,1474214.1,1519171.5,44618067.0,43675674.0,8.1,113,19.24,122,21.87,198,16.4,-0.54,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ACHC&interval=D,False,False,False
CCC,CCC Intelligent Solutions Holdings Inc.,NASDAQ,Packaged Software,6.57,7.05,6.71,4.81,4.76,14384594.4,10901772.4,71624645.0,76890201.0,-11.34,331,50.34,55,10.05,241,16.35,-0.43,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CCC&interval=D,False,False,False
AI,"C3.ai, Inc.",NYSE,Packaged Software,10.85,10.41,9.9,4.6,4.57,4951195.4,5235852.166666667,56808996.0,54496495.0,4.03,152,11.63,165,32.8,167,16.15,2.1,2026-12-09,False,https://www.tradingview.com/chart/?symbol=NYSE:AI&interval=D,False,False,False
EXK,Endeavour Silver Corporation,NYSE,Precious Metals,10.51,10.56,9.6,4.52,5.48,7604755.6,8709857.933333334,91540607.0,92008036.0,-7.32,274,36.49,75,18.76,217,15.98,1.74,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NYSE:EXK&interval=D,False,False,False
LITE,Lumentum Holdings Inc.,NASDAQ,Electrical Products,945.67,900.42,848.37,6.0,7.01,4943299.9,4772730.1,4513427674.0,4297452887.0,5.24,138,14.63,149,26.96,181,15.61,1.64,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LITE&interval=D,False,False,False
BTDR,Bitdeer Technologies Group,NASDAQ,Data Processing Services,13.1,10.96,11.03,6.03,7.22,9773335.1,13000804.366666667,170310537.0,142449813.0,18.07,49,-27.9,372,55.4,124,15.19,2.6,2026-11-16,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BTDR&interval=D,False,False,False
VSH,"Vishay Intertechnology, Inc.",NYSE,Electronic Production Equipment,33.14,31.96,33.76,4.3,5.56,2990210.7,3499170.433333333,115962508.0,111822990.0,3.77,156,-43.36,426,84.83,72,15.08,-0.33,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:VSH&interval=D,False,False,False
CDE,"Coeur Mining, Inc.",NYSE,Precious Metals,20.49,20.3,18.43,4.22,5.11,33231924.5,35760964.03333333,732742153.0,726078693.0,-5.78,248,31.6,85,19.27,213,15.03,2.19,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:CDE&interval=D,False,False,False
FLEX,Flex Ltd.,NASDAQ,Electronic Production Equipment,114.45,113.1,116.06,4.03,4.8,3544728.0000000014,3103806.9333333247,355230704.0,351041599.0,1.79,172,-24.6,357,67.06,98,14.75,-0.29,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FLEX&interval=D,False,False,False
