name,description,exchange,industry,close,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,earnings_date,earnings_soon,tradingview_url,is_top_1m,is_top_3m,is_top_6m
MRCY,Mercury Systems Inc,NASDAQ,Aerospace & Defense,83.88,91.15,95.4,4.29,5.02,750472.0,816448.1666666666,68483672.0,74415712.0,-11.92,337,-24.34,354,8.88,243,-9.13,-2.4,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MRCY&interval=D,False,False,False
PRMB,Primo Brands Corporation,NYSE,Beverages: Non-Alcoholic,19.64,22.34,22.87,4.31,4.1,4295635.4,4340275.4,85243009.0,96944391.0,-15.31,371,-19.74,333,7.03,249,-9.34,-3.44,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:PRMB&interval=D,False,False,False
GT,The Goodyear Tire & Rubber Company,NASDAQ,Automotive Aftermarket,5.49,5.83,6.3,4.61,4.96,12073349.2,9387427.866666667,51536979.0,54741221.0,-6.47,259,-8.35,264,-13.54,334,-9.45,-2.6,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NASDAQ:GT&interval=D,False,False,False
EQPT,EquipmentShare.com Inc,NASDAQ,Internet Software/Services,18.58,18.7,18.69,5.27,5.71,3597416.0,2788271.1333333333,51806078.0,52149035.0,1.2,176,-19.71,332,-10.02,316,-9.51,-0.1,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:EQPT&interval=D,False,False,False
RH,RH,NYSE,Specialty Stores,130.64,148.7,161.46,5.22,5.78,1084877.0,776406.2666666667,101429715.0,115451612.0,-15.92,379,-10.82,284,-2.42,284,-9.72,-3.3,2026-12-03,False,https://www.tradingview.com/chart/?symbol=NYSE:RH&interval=D,False,False,False
TNDM,"Tandem Diabetes Care, Inc.",NASDAQ,Medical Specialties,17.5,20.45,19.6,5.96,6.29,2268805.6,1734593.3,30355383.0,35472144.0,-24.73,429,21.36,117,-26.5,389,-9.96,-1.71,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:TNDM&interval=D,False,False,False
FLY,Firefly Aerospace Inc.,NASDAQ,Aerospace & Defense,23.34,22.91,22.24,5.74,6.59,3161077.6,2858100.4,66722354.0,65488607.0,-3.29,218,-13.51,299,-13.22,331,-10.0,0.76,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FLY&interval=D,False,False,False
STNE,StoneCo Ltd.,NASDAQ,Miscellaneous Commercial Services,9.86,9.77,10.3,4.1,3.93,4817544.5,6239766.0,61524093.0,60942755.0,6.83,125,-8.39,265,-29.67,397,-10.41,-1.09,2026-11-17,False,https://www.tradingview.com/chart/?symbol=NASDAQ:STNE&interval=D,False,False,False
BL,"BlackLine, Inc.",NASDAQ,Packaged Software,27.85,30.52,30.41,4.44,5.18,913012.7,999853.1,27845909.0,30518183.0,-12.53,349,5.21,193,-24.3,381,-10.54,-1.63,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BL&interval=D,False,False,False
WULF,TeraWulf Inc.,NASDAQ,Data Processing Services,17.33,16.23,17.02,5.67,6.8,29057939.7,29707423.6,514829651.0,482121778.0,3.15,162,-39.71,413,4.9,256,-10.55,0.27,2026-11-16,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WULF&interval=D,False,False,False
PLUG,"Plug Power, Inc.",NASDAQ,Electronic Production Equipment,2.11,2.17,2.15,4.5,5.4,45083637.8,56090671.4,118351317.0,121828938.0,-4.52,238,-22.14,343,-5.08,297,-10.58,-0.37,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PLUG&interval=D,False,False,False
VIAV,Viavi Solutions Inc.,NASDAQ,Information Technology Services,36.4,37.77,38.15,4.97,6.18,5459169.799999999,4510106.866666659,164167890.0,170364777.0,-6.45,257,-26.3,365,0.38,273,-10.79,-0.74,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VIAV&interval=D,False,False,False
GRAB,Grab Holdings Limited,NASDAQ,Air Freight/Couriers,3.17,3.35,3.43,4.12,4.45,92232683.1,52825386.53333333,167456475.0,176744939.0,-10.45,315,-8.25,262,-13.74,336,-10.81,-1.71,2026-11-17,False,https://www.tradingview.com/chart/?symbol=NASDAQ:GRAB&interval=D,False,False,False
NXST,"Nexstar Media Group, Inc.",NASDAQ,Broadcasting,167.53,177.36,181.49,4.27,4.21,482408.0,373841.5,62629666.0,66303656.0,-10.56,319,0.82,214,-23.15,375,-10.96,-1.83,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NXST&interval=D,False,False,False
DNN,Denison Mines Corp,AMEX,Other Metals/Minerals,2.93,3.23,3.13,4.63,5.5,21965396.8,25112861.666666668,73580685.0,81173140.0,-9.29,297,-8.15,260,-15.8,343,-11.08,-1.15,2026-11-03,False,https://www.tradingview.com/chart/?symbol=AMEX:DNN&interval=D,False,False,False
ALGM,"Allegro MicroSystems, Inc.",NASDAQ,Semiconductors,35.51,37.16,40.47,4.05,5.4,2363919.8,2132383.8333333335,75720950.0,79237251.0,-5.62,247,-36.28,406,8.1,247,-11.27,-2.27,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ALGM&interval=D,False,False,False
FLUT,Flutter Entertainment plc,NYSE,Casinos/Gaming,88.62,98.12,100.03,4.47,4.91,3044038.4,2696087.3333333335,238927259.0,264529305.0,-11.02,326,-9.54,274,-13.3,332,-11.29,-2.32,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NYSE:FLUT&interval=D,False,False,False
CHWY,"Chewy, Inc.",NYSE,Internet Retail,19.66,22.5,22.39,5.24,5.17,11884653.9,8484472.233333332,166804724.0,190892141.0,-17.6,399,9.4,174,-26.34,388,-11.51,-2.36,2026-12-03,False,https://www.tradingview.com/chart/?symbol=NYSE:CHWY&interval=D,False,False,False
VRT,"Vertiv Holdings, LLC",NYSE,Electronic Production Equipment,253.46,263.03,269.04,4.73,5.41,6797841.0,4992744.833333333,1265461105.0,1313223367.0,-5.5,245,-21.71,341,-7.43,304,-11.54,-1.07,2026-10-28,False,https://www.tradingview.com/chart/?symbol=NYSE:VRT&interval=D,False,False,False
BBWI,"Bath & Body Works, Inc.",NYSE,Specialty Stores,17.18,18.46,19.2,4.73,5.3,6778329.4,6887641.6,118329683.0,127127497.0,-12.08,339,-19.08,325,-4.71,295,-11.96,-1.98,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NYSE:BBWI&interval=D,False,False,False
APLD,Applied Digital Corporation,NASDAQ,Data Processing Services,28.54,27.33,27.68,4.83,6.21,16064063.0,15826046.633333342,451675371.0,432573333.0,-2.36,207,-36.83,407,3.31,262,-11.96,0.5,2026-10-14,False,https://www.tradingview.com/chart/?symbol=NASDAQ:APLD&interval=D,False,False,False
CBRS,Cerebras Systems Inc.,NASDAQ,Packaged Software,212.41,201.6,201.71,5.47,6.63,5402481.8,7643345.966666667,1623523117.0,1540884534.0,1.3,174,2.12,209,-39.31,418,-11.96,0.8,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CBRS&interval=D,False,False,False
IBP,"Installed Building Products, Inc.",NYSE,Engineering & Construction,211.94,229.01,229.71,4.53,4.61,584938.7,377060.3333333333,79914167.0,86350210.0,-13.84,357,-1.13,229,-20.93,368,-11.96,-1.68,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:IBP&interval=D,False,False,False
MWH,"SOLV Energy, Inc.",NASDAQ,Engineering & Construction,26.47,27.38,27.69,4.74,5.42,1423692.7,1724612.2666666666,45650487.0,47217010.0,-8.91,291,-18.73,324,-9.47,315,-12.37,-0.81,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MWH&interval=D,False,False,False
CELC,Celcuity Inc.,NASDAQ,Medical Specialties,84.1,89.53,89.56,4.32,4.86,922672.8,839847.0333333333,70631136.0,75190945.0,-7.98,280,-6.18,254,-23.02,374,-12.39,-1.25,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CELC&interval=D,False,False,False
FMC,FMC Corporation,NYSE,Chemicals: Agricultural,10.57,11.16,11.09,6.57,5.83,3750045.2,3208028.2666666666,33908859.0,35815497.0,-4.0,231,-3.03,238,-30.23,400,-12.42,-0.8,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:FMC&interval=D,False,False,False
LAZ,"Lazard, Inc.",NYSE,Investment Banks/Brokers,36.6,42.07,42.51,5.6,5.24,2501381.9,1627606.5333333334,59570399.0,68469067.0,-15.4,372,-12.79,295,-9.25,313,-12.48,-2.65,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NYSE:LAZ&interval=D,False,False,False
LEU,Centrus Energy Corp.,NYSE,Other Metals/Minerals,157.83,172.22,172.03,5.94,7.06,925679.5,698451.8666666655,110236658.0,120290174.0,-11.53,333,-9.03,272,-16.93,347,-12.5,-1.17,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:LEU&interval=D,False,False,False
INTU,Intuit Inc.,NASDAQ,Packaged Software,292.35,337.42,324.99,4.26,4.93,3606606.2,3959639.1,1157600491.0,1336046906.0,-19.89,411,13.26,154,-31.02,402,-12.55,-2.04,2026-12-01,False,https://www.tradingview.com/chart/?symbol=NASDAQ:INTU&interval=D,False,False,False
FOUR,"Shift4 Payments, Inc.",NYSE,Miscellaneous Commercial Services,39.07,44.01,46.49,6.66,6.85,2253573.1,1986844.7333333334,77626024.0,87434414.0,-19.01,404,-0.46,222,-18.26,352,-12.58,-2.33,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:FOUR&interval=D,False,False,False
ZG,"Zillow Group, Inc.",NASDAQ,Internet Software/Services,31.59,34.47,34.08,4.27,4.75,977234.9,949557.1333333333,29996510.0,32729652.0,-14.34,361,2.53,206,-26.24,387,-12.69,-1.54,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ZG&interval=D,False,False,False
TTAN,"ServiceTitan, Inc.",NASDAQ,Packaged Software,61.56,80.88,80.26,7.03,8.0,6900974.7,3194961.7333333334,196681844.0,258409037.0,-33.72,439,-3.81,242,-0.87,278,-12.8,-2.91,2027-01-19,False,https://www.tradingview.com/chart/?symbol=NASDAQ:TTAN&interval=D,False,False,False
UEC,Uranium Energy Corp.,AMEX,Other Metals/Minerals,10.33,11.4,10.83,5.19,6.02,9085991.5,8354804.033333333,86305126.0,95283755.0,-10.49,317,-7.35,258,-20.66,366,-12.83,-0.77,2026-09-25,True,https://www.tradingview.com/chart/?symbol=AMEX:UEC&interval=D,False,False,False
CIEN,Ciena Corporation,NYSE,Telecommunications Equipment,368.56,373.09,380.53,5.82,6.75,2924031.0,2598812.466666667,957818323.0,969591809.0,-6.93,268,-17.98,320,-13.98,338,-12.96,-0.47,2026-12-10,False,https://www.tradingview.com/chart/?symbol=NYSE:CIEN&interval=D,False,False,False
KGS,"Kodiak Gas Services, Inc.",NYSE,Oilfield Services/Equipment,54.69,60.59,60.96,4.61,5.08,2175012.1,1800480.6333333333,98468286.0,109088121.0,-10.18,309,-22.01,342,-7.18,301,-13.12,-2.03,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:KGS&interval=D,False,False,False
AN,"AutoNation, Inc.",NYSE,Specialty Stores,169.61,199.01,203.31,4.83,4.62,751874.5,491676.93333333335,83393325.0,97850102.0,-15.89,378,-12.29,292,-11.5,322,-13.23,-3.59,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NYSE:AN&interval=D,False,False,False
WEN,Wendy's Company (The),NASDAQ,Restaurants,6.81,8.02,7.82,4.3,4.99,6526113.8,8486686.066666666,57794332.0,68090097.0,-22.96,424,-12.8,297,-4.22,292,-13.33,-2.59,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WEN&interval=D,False,False,False
ONDS,Ondas Inc,NASDAQ,Telecommunications Equipment,7.72,8.05,7.97,4.41,5.61,62824646.5,66674553.46666667,514727553.0,536852392.0,-7.99,281,-8.96,270,-23.18,376,-13.38,-0.56,2026-11-16,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ONDS&interval=D,False,False,False
APP,Applovin Corporation,NASDAQ,Packaged Software,328.73,315.2,351.37,4.9,5.12,5257905.9,5203599.633333334,1710579307.0,1640188481.0,8.12,112,-28.41,376,-20.28,363,-13.52,-1.26,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:APP&interval=D,False,False,False
Z,"Zillow Group, Inc.",NASDAQ,Internet Software/Services,30.95,33.78,33.59,4.25,4.78,3554815.9,3412660.433333333,105621840.0,115284220.0,-13.64,356,1.08,212,-28.27,393,-13.61,-1.64,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:Z&interval=D,False,False,False
NN,NextNav Inc.,NASDAQ,Packaged Software,15.33,16.3,15.29,5.78,6.79,2513645.5,2728950.9,41834817.0,44491451.0,-10.64,322,-10.51,281,-19.95,361,-13.7,0.03,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NN&interval=D,False,False,False
SMR,NuScale Power Corporation,NYSE,Electrical Products,8.89,9.33,9.05,7.42,8.07,43483917.1,37294451.1,331547670.0,348081544.0,-3.26,216,-16.56,313,-21.95,371,-13.93,-0.21,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:SMR&interval=D,False,False,False
SFM,"Sprouts Farmers Market, Inc.",NASDAQ,Food Retail,68.68,78.3,78.9,4.42,4.66,2004635.7,1707179.8333333333,117249111.0,133671612.0,-13.06,352,-19.53,330,-9.21,312,-13.94,-2.78,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SFM&interval=D,False,False,False
EOSE,"Eos Energy Enterprises, Inc.",NASDAQ,Electrical Products,4.06,3.79,3.82,7.85,7.94,23848851.4,24946077.533333335,101281075.0,94649576.0,14.69,70,-37.68,411,-18.88,356,-13.96,0.78,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:EOSE&interval=D,False,False,False
NKTR,Nektar Therapeutics,NASDAQ,Pharmaceuticals: Major,60.97,72.08,71.44,5.36,5.4,1399199.0999999996,837301.6000000001,51050279.0,60349629.0,-18.81,402,-9.0,271,-14.15,339,-13.99,-2.72,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NKTR&interval=D,False,False,False
POWI,"Power Integrations, Inc.",NASDAQ,Semiconductors,51.46,53.59,58.31,4.14,5.28,771240.0,759658.4,39092021.0,40710853.0,-6.91,265,-37.15,409,0.78,271,-14.43,-2.23,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:POWI&interval=D,False,False,False
PII,Polaris Inc.,NYSE,Recreational Products,53.97,62.18,65.9,4.37,4.57,901411.9,810736.6,43755454.0,50410251.0,-17.26,393,-22.21,345,-4.24,293,-14.57,-3.96,2026-10-27,False,https://www.tradingview.com/chart/?symbol=NYSE:PII&interval=D,False,False,False
BKV,BKV Corporation,NYSE,Integrated Oil,22.9,24.85,24.87,4.47,4.54,3844476.7,1898522.8333333333,43476173.0,47183355.0,-12.06,338,-8.55,267,-23.26,377,-14.62,-1.74,2026-11-17,False,https://www.tradingview.com/chart/?symbol=NYSE:BKV&interval=D,False,False,False
HYMC,Hycroft Mining Holding Corporation,NASDAQ,Precious Metals,22.69,23.91,22.88,5.99,7.29,2433296.6,2085346.7333333285,47316517.0,49863073.0,-17.19,392,3.37,202,-30.06,398,-14.62,-0.11,2026-11-03,False,https://www.tradingview.com/chart/?symbol=NASDAQ:HYMC&interval=D,False,False,False
AESI,Atlas Energy Solutions Inc.,NYSE,Oilfield Services/Equipment,12.0,12.95,12.67,6.16,6.68,2899634.1,2939704.3333333335,35276452.0,38068191.0,-8.4,288,-25.05,358,-11.18,321,-14.87,-0.79,2026-11-02,False,https://www.tradingview.com/chart/?symbol=NYSE:AESI&interval=D,False,False,False
CRK,"Comstock Resources, Inc.",NYSE,Oil & Gas Production,13.32,14.22,13.82,4.96,5.15,2703776.2,2609361.6,34756697.0,37108601.0,-3.62,226,-1.26,231,-40.3,423,-15.06,-0.71,2026-11-03,False,https://www.tradingview.com/chart/?symbol=NYSE:CRK&interval=D,False,False,False
CENX,Century Aluminum Company,NASDAQ,Aluminum,39.4,44.63,44.96,4.64,5.69,1822208.6,1879889.9666666666,74067665.0,83906695.0,-12.27,346,-13.67,302,-19.38,359,-15.11,-2.17,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CENX&interval=D,False,False,False
ALM,Almonty Industries Inc.,NASDAQ,Other Metals/Minerals,14.35,16.35,15.15,8.04,8.42,6444036.1,6655533.0,95506899.0,108830166.0,-20.28,413,-18.0,321,-8.31,309,-15.53,-0.63,2026-11-17,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ALM&interval=D,False,False,False
SEDG,"SolarEdge Technologies, Inc.",NASDAQ,Electrical Products,36.08,33.34,37.6,7.39,7.5,3700718.3,3045382.2333333334,109877391.0,101535074.0,15.05,69,-33.11,399,-28.7,394,-15.59,-0.54,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SEDG&interval=D,False,False,False
LGN,Legence Corp.,NASDAQ,Engineering & Construction,54.25,57.52,61.11,4.71,5.75,938057.7,998051.7333333333,54144307.0,57402945.0,-10.96,325,-33.69,400,-2.41,283,-15.69,-1.95,2026-11-13,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LGN&interval=D,False,False,False
MOD,Modine Manufacturing Company,NYSE,Industrial Machinery,195.96,190.53,200.64,4.21,5.41,1199350.9,1264924.9333333333,247874690.0,241004461.0,-4.41,235,-29.39,383,-13.83,337,-15.88,-0.43,2026-11-03,False,https://www.tradingview.com/chart/?symbol=NYSE:MOD&interval=D,False,False,False
BBAI,"BigBear.ai, Inc.",NYSE,Packaged Software,2.89,3.02,2.99,4.04,4.86,15726202.3,16410947.8,47427639.0,49599355.0,-8.25,286,-22.93,347,-17.19,350,-16.13,-0.66,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:BBAI&interval=D,False,False,False
RSI,"Rush Street Interactive, Inc.",NYSE,Casinos/Gaming,21.22,25.51,27.26,5.79,5.92,3208136.2,2424812.2,51454515.0,61864234.0,-16.95,387,-28.31,375,-3.19,287,-16.15,-3.75,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NYSE:RSI&interval=D,False,False,False
ASTS,"AST SpaceMobile, Inc.",NASDAQ,Specialty Telecommunications,63.69,63.51,62.94,5.87,6.65,9652432.6,9866845.366666667,628419381.0,626682817.0,-5.12,242,-11.42,289,-31.92,404,-16.15,0.18,2026-11-16,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ASTS&interval=D,False,False,False
FICO,Fair Isaac Corporation,NYSE,Financial Publishing/Services,914.48,1055.04,1105.63,4.46,5.25,420622.4,361544.6,330625306.0,381444015.0,-20.46,414,-16.84,315,-11.72,325,-16.34,-3.29,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:FICO&interval=D,False,False,False
SHAK,"Shake Shack, Inc.",NYSE,Restaurants,58.09,67.57,65.58,4.93,4.77,1440748.1,1163243.7666666666,67572830.0,78605034.0,-21.9,422,6.88,185,-34.23,407,-16.42,-2.39,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:SHAK&interval=D,False,False,False
AAOI,"Applied Optoelectronics, Inc.",NASDAQ,Semiconductors,107.0,114.14,112.33,5.54,8.16,7025540.1,8611248.8,921403622.0,982879327.0,-17.29,394,-28.43,378,-3.6,289,-16.44,-0.58,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AAOI&interval=D,False,False,False
UAA,"Under Armour, Inc.",NYSE,Apparel/Footwear,4.74,5.11,5.81,4.17,4.56,10095948.5,8521421.1,40391536.0,43555824.0,-10.57,321,-19.25,326,-20.07,362,-16.63,-4.05,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:UAA&interval=D,False,False,False
EYE,"National Vision Holdings, Inc.",NASDAQ,Specialty Stores,16.6,17.75,19.19,4.63,5.2,2836430.3,2516056.933333333,41766545.0,44665462.0,-10.46,316,-0.9,226,-40.09,421,-17.15,-2.59,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:EYE&interval=D,False,False,False
LMND,"Lemonade, Inc.",NYSE,Multi-Line Insurance,47.69,51.26,54.22,4.32,4.75,1050088.1,969084.0,46215616.0,49677507.0,-7.58,279,-16.66,314,-27.65,392,-17.3,-2.53,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NYSE:LMND&interval=D,False,False,False
NNE,Nano Nuclear Energy Inc.,NASDAQ,Electrical Products,17.32,18.01,17.62,5.52,6.84,2214558.5,1891907.5333333334,32767838.0,34073255.0,-6.53,260,-27.53,370,-19.22,358,-17.76,-0.25,2026-12-17,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NNE&interval=D,False,False,False
TRIP,"TripAdvisor, Inc.",NASDAQ,Other Consumer Services,8.55,9.64,11.27,4.36,4.8,5156254.0,3710794.7,31727295.0,35781956.0,-14.76,366,-30.88,388,-8.46,310,-18.03,-5.03,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NASDAQ:TRIP&interval=D,False,False,False
CRI,"Carter's, Inc.",NYSE,Apparel/Footwear Retail,30.86,33.62,35.74,4.26,4.42,1860441.7,1434231.8666666667,44260395.0,48224134.0,-15.22,370,-28.31,374,-10.73,320,-18.09,-3.09,2026-10-23,False,https://www.tradingview.com/chart/?symbol=NYSE:CRI&interval=D,False,False,False
LUNR,"Intuitive Machines, Inc.",NASDAQ,Aerospace & Defense,16.24,16.06,15.15,5.32,6.65,7981810.6,8642529.833333334,140354684.0,138773102.0,-13.34,354,-22.64,346,-18.68,355,-18.22,1.08,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LUNR&interval=D,False,False,False
HUBG,"Hub Group, Inc.",NASDAQ,Air Freight/Couriers,32.06,37.36,41.75,5.14,5.35,1577510.2,1491367.9333333333,47813256.0,55720986.0,-21.0,417,-25.65,360,-8.11,308,-18.25,-4.34,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NASDAQ:HUBG&interval=D,False,False,False
FTAI,FTAI Aviation Ltd.,NASDAQ,Aerospace & Defense,189.74,198.56,204.08,4.33,5.08,1478914.3000000014,1297108.2666666687,246113323.0,257552520.0,-6.94,269,-26.75,368,-21.4,369,-18.37,-1.38,2026-11-03,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FTAI&interval=D,False,False,False
OKLO,Oklo Inc.,NYSE,Industrial Machinery,40.45,41.03,41.62,5.53,6.93,11882542.4,10053303.233333332,406656116.0,412497085.0,-3.78,227,-28.65,379,-24.55,383,-18.99,-0.4,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NYSE:OKLO&interval=D,False,False,False
ENPH,"Enphase Energy, Inc.",NASDAQ,Electrical Products,34.42,37.47,38.34,5.35,5.55,4369973.8,4002649.4,137771192.0,149971935.0,-11.33,330,-28.85,380,-16.92,346,-19.04,-1.84,2026-10-27,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ENPH&interval=D,False,False,False
LPTH,"LightPath Technologies, Inc.",NASDAQ,Electronic Components,10.15,11.54,11.47,6.19,8.68,3426270.7,3495915.3333333335,35483541.0,40358012.0,-22.52,423,-25.48,359,-12.2,327,-20.06,-1.32,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LPTH&interval=D,False,False,False
ENOV,Enovis Corporation,NYSE,Medical Specialties,18.39,22.1,24.36,6.2,6.79,2334255.0999999996,1638624.1333333335,30134298.0,36211955.0,-29.78,438,-13.54,301,-17.57,351,-20.3,-3.61,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:ENOV&interval=D,False,False,False
MAIR,Madison Air Solutions Corporation,NYSE,Industrial Machinery,25.05,26.59,29.08,4.47,5.47,2707352.4,2875823.5,72039379.0,76459519.0,-4.93,241,-34.54,403,-21.72,370,-20.4,-2.53,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NYSE:MAIR&interval=D,False,False,False
BLDR,"Builders FirstSource, Inc.",NYSE,Home Improvement Chains,60.87,65.62,68.37,4.19,4.68,5379502.4,3090370.533333333,188110854.0,202780843.0,-13.19,353,-23.11,348,-27.12,391,-21.14,-2.34,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:BLDR&interval=D,False,False,False
BOOT,"Boot Barn Holdings, Inc.",NYSE,Apparel/Footwear Retail,129.28,149.5,151.89,4.46,4.85,867247.0,664493.3666666667,85905702.0,99340429.0,-20.62,415,-25.99,362,-16.83,345,-21.15,-3.07,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NYSE:BOOT&interval=D,False,False,False
EROC,"ERock, Inc.",NYSE,Electrical Products,12.83,13.08,12.25,8.05,9.28,3243359.1,3253260.8666666667,41739337.0,42543977.0,-3.9,229,-23.4,350,-36.17,411,-21.16,0.51,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NYSE:EROC&interval=D,False,False,False
KTOS,"Kratos Defense & Security Solutions, Inc.",NASDAQ,Aerospace & Defense,46.97,52.82,51.76,4.65,5.42,4242692.9,3500239.533333333,164406251.0,184875652.0,-17.04,390,-6.4,255,-40.07,420,-21.17,-1.71,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:KTOS&interval=D,False,False,False
WHR,Whirlpool Corporation,NYSE,Electronics/Appliances,33.56,38.13,38.61,4.46,4.99,3344441.3,2462843.8,82653038.0,93916444.0,-17.85,401,-8.43,266,-38.51,416,-21.6,-2.62,2026-10-15,False,https://www.tradingview.com/chart/?symbol=NYSE:WHR&interval=D,False,False,False
QNT,Quantinuum Inc.,NASDAQ,Computer Processing Hardware,51.39,53.85,54.65,5.55,6.78,1945903.6,1786973.7333333334,91832580.0,96235386.0,-6.9,264,-33.78,401,-24.43,382,-21.7,-0.88,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:QNT&interval=D,False,False,False
TTD,"The Trade Desk, Inc.",NASDAQ,Packaged Software,13.18,13.89,15.5,4.98,5.24,31301055.299999993,23664962.533333343,311904206.0,328651111.0,-1.13,196,-26.66,367,-39.43,419,-22.4,-2.85,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:TTD&interval=D,False,False,False
NAMS,NewAmsterdam Pharma Company N.V.,NASDAQ,Pharmaceuticals: Major,23.32,25.23,26.94,6.35,6.07,2148108.4,1520605.9666666666,35460531.0,38365395.0,-16.68,386,-26.09,364,-24.68,384,-22.48,-2.22,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NAMS&interval=D,False,False,False
QS,QuantumScape Corporation,NASDAQ,Electrical Products,5.05,5.59,5.6,4.24,5.33,11234243.5,14152183.366666667,71468526.0,79065890.0,-12.93,351,-31.66,394,-24.96,385,-23.19,-1.85,2026-10-28,False,https://www.tradingview.com/chart/?symbol=NASDAQ:QS&interval=D,False,False,False
UUUU,Energy Fuels Inc,AMEX,Other Metals/Minerals,12.14,14.02,13.3,5.08,6.34,7770705.3,6805541.266666667,82619271.0,95400077.0,-17.02,389,-19.34,327,-33.26,406,-23.21,-1.38,2026-10-30,False,https://www.tradingview.com/chart/?symbol=AMEX:UUUU&interval=D,False,False,False
ALB,Albemarle Corporation,NYSE,Chemicals: Specialty,116.8,128.02,124.9,4.16,4.59,2731891.6,2348121.8666666667,274260634.0,300600300.0,-16.48,385,-21.08,338,-34.38,408,-23.98,-1.41,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NYSE:ALB&interval=D,False,False,False
