name,description,exchange,industry,close,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.W,perf_1w_rank,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,earnings_date,earnings_soon,tradingview_url,is_top_1w,is_top_1m,is_top_3m,is_top_6m
CRWD,"CrowdStrike Holdings, Inc.",NASDAQ,Packaged Software,252.13,220.89,212.63,4.52,4.8,13773725.6,11514900.833333334,2903251947.0,2543468871.0,2.09,132,37.96,20,46.97,57,171.95,21,85.63,3.87,2026-12-01,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CRWD&interval=D,False,True,False,True
ALAB,"Astera Labs, Inc.",NASDAQ,Semiconductors,364.62,300.95,305.03,5.31,6.33,4573036.1,3803731.8666666667,1386916713.0,1144734373.0,21.53,15,29.01,28,-4.66,241,228.49,9,84.28,3.08,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ALAB&interval=D,True,False,False,True
RNG,"RingCentral, Inc.",NYSE,Packaged Software,76.16,70.89,64.25,4.29,4.38,1827049.9,1522441.2333333334,115949124.0,107921799.0,1.48,150,19.65,54,118.41,8,109.03,55,82.37,4.23,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NYSE:RNG&interval=D,False,False,True,False
PURR,Hyperliquid Strategies Inc,NASDAQ,Financial Conglomerates,12.85,11.53,9.55,8.32,8.97,27194267.1,27740348.033333335,356463472.0,319786109.0,-7.02,350,10.92,91,61.64,34,171.96,20,81.5,3.85,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PURR&interval=D,False,False,False,True
SECZ,Securitize Corp.,NYSE,Packaged Software,15.96,8.4,7.89,8.02,7.74,7215087.0,3708847.933333333,59193213.0,31167922.0,71.24,6,142.19,5,53.61,49,46.29,144,80.69,13.19,2026-11-13,False,https://www.tradingview.com/chart/?symbol=NYSE:SECZ&interval=D,True,True,False,False
CORT,Corcept Therapeutics Incorporated,NASDAQ,Pharmaceuticals: Major,116.1,115.56,110.79,4.94,4.71,2622659.8,1421632.0,165051475.0,164285926.0,-0.6,197,-5.28,230,38.68,76,204.8,12,79.4,1.02,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CORT&interval=D,False,False,False,True
FIVN,"Five9, Inc.",NASDAQ,Packaged Software,35.77,33.48,31.33,5.85,5.76,3078092.6,2041547.7,73026161.0,68352038.0,3.86,108,13.7,76,80.66,19,142.02,35,78.79,2.46,2026-11-09,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FIVN&interval=D,False,False,True,False
PLSE,"Pulse Biosciences, Inc",NASDAQ,Medical Specialties,51.63,50.74,44.91,8.96,7.25,609077.4,604027.2,31185924.0,30649750.0,2.02,133,5.37,135,91.79,13,139.03,37,78.73,2.06,2026-11-16,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PLSE&interval=D,False,False,True,False
NTSK,"Netskope, Inc.",NASDAQ,Packaged Software,17.67,15.66,14.75,5.49,5.36,8966962.1,6370640.7,112569221.0,99787592.0,1.14,159,33.86,24,82.16,17,112.89,54,76.31,3.7,2026-12-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NTSK&interval=D,False,True,True,False
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,56.22,52.22,53.42,4.27,5.9,1517527.4,1481435.9,83286326.0,77354163.0,5.64,90,11.99,84,-11.04,284,223.1,10,74.68,0.89,2026-10-06,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PENG&interval=D,False,False,False,True
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,104.39,95.88,94.82,6.94,8.43,2320566.2,2670493.8333333335,278772851.0,256049619.0,13.44,33,10.33,96,9.31,163,204.17,13,74.6,1.2,2026-10-06,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AEHR&interval=D,False,False,False,True
INTC,Intel Corporation,NASDAQ,Semiconductors,123.0,100.79,99.05,4.2,5.09,122859123.9,102090761.06666666,12557163611.0,10289370490.0,12.03,43,41.7,16,-4.43,238,181.98,18,73.08,4.75,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NASDAQ:INTC&interval=D,False,True,False,True
HPE,Hewlett Packard Enterprise Company,NYSE,Computer Processing Hardware,62.94,56.48,53.94,5.21,5.57,22011522.1,22972920.100000024,1445915591.0,1297403320.0,2.01,134,17.87,59,39.2,75,153.08,24,70.05,2.99,2026-12-03,False,https://www.tradingview.com/chart/?symbol=NYSE:HPE&interval=D,False,False,False,True
P,"Everpure, Inc.",NYSE,Computer Peripherals,126.0,104.45,96.03,4.74,5.57,12041384.3,6157358.266666667,775827142.0,643115546.0,19.6,21,22.14,41,80.0,20,105.51,56,69.22,5.61,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NYSE:P&interval=D,True,False,True,False
GRML,Greenland Mines Ltd,NASDAQ,Miscellaneous Commercial Services,14.66,7.01,8.21,13.79,17.52,44460105.2,15335321.095333334,224815807.0,107526160.0,390.3,1,171.48,3,33.27,82,-0.34,277,68.14,4.48,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:GRML&interval=D,True,True,False,False
SMTC,Semtech Corporation,NASDAQ,Semiconductors,182.3,150.29,140.95,5.65,6.22,3820712.5,3593270.1333333333,655053145.0,540042749.0,-0.02,186,39.27,18,17.61,133,144.99,32,67.29,4.72,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SMTC&interval=D,False,True,False,False
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1777.8,1635.11,1516.76,5.06,6.28,9680804.6,11567307.433333334,20564359155.0,18913818129.0,9.39,60,22.14,42,-18.07,328,196.42,15,66.83,2.74,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SNDK&interval=D,False,False,False,True
PANW,"Palo Alto Networks, Inc.",NASDAQ,Packaged Software,374.74,361.09,356.52,4.44,4.74,7248533.50000001,6457382.366666675,2419839468.0,2331683284.0,-0.09,187,13.4,78,26.97,95,153.97,23,64.78,1.08,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PANW&interval=D,False,False,False,True
AMBQ,"Ambiq Micro, Inc.",NYSE,Semiconductors,69.79,61.86,64.05,5.12,5.47,682877.0,517947.1,36147528.0,32040553.0,9.29,61,14.41,70,-13.25,299,188.75,17,63.3,1.64,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:AMBQ&interval=D,False,False,False,True
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,9.63,8.45,7.56,5.82,6.15,9967902.5,9799029.333333356,94364652.0,82814863.0,11.46,47,18.01,58,115.68,10,51.65,131,61.78,4.47,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SBET&interval=D,False,False,True,False
CVI,CVR Energy Inc.,NYSE,Oil Refining/Marketing,51.52,44.91,40.56,5.36,4.87,1250747.7,1100533.7333333334,56699498.0,49423869.0,-4.77,300,38.05,19,91.17,14,48.94,138,59.39,5.54,2026-11-02,False,https://www.tradingview.com/chart/?symbol=NYSE:CVI&interval=D,False,True,True,False
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,27.56,24.22,21.54,5.27,6.06,44126080.9,45412991.3,1251582040.0,1099781548.0,10.99,49,13.7,77,112.0,11,44.37,151,56.69,4.61,2026-11-20,False,https://www.tradingview.com/chart/?symbol=NYSE:BMNR&interval=D,False,False,True,False
COHU,"Cohu, Inc.",NASDAQ,Semiconductors,67.0,54.53,53.08,4.7,5.55,1064597.9,976233.5666666667,65407649.0,53234830.0,20.07,20,32.75,26,2.38,200,125.67,43,53.6,4.73,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:COHU&interval=D,True,False,False,False
OUST,"Ouster, Inc.",NASDAQ,Semiconductors,43.72,37.58,38.57,4.86,6.06,2390851.4,2304740.7333333334,100763265.0,86614461.0,23.29,14,20.86,46,9.3,164,130.11,41,53.42,2.21,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:OUST&interval=D,True,False,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,288.7,242.3,229.68,5.52,6.65,19553395.9,15172992.466666667,4380442925.0,3676461594.0,1.54,149,34.94,23,-1.98,224,117.08,51,50.02,3.86,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:BE&interval=D,False,True,False,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,158.61,131.7,117.66,4.61,5.59,25975893.7,27708351.233333334,4394821589.0,3649199094.0,16.13,26,28.68,29,90.57,15,22.12,209,47.12,6.22,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MSTR&interval=D,False,False,True,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,73.69,73.4,70.26,6.41,6.31,5146917.0,3467671.2666666666,255532696.0,254516668.0,-3.77,278,13.16,80,75.87,22,46.28,145,45.1,0.77,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:PBF&interval=D,False,False,True,False
NUAI,"New Era Energy & Digital, Inc.",NASDAQ,Engineering & Construction,7.06,5.67,5.42,8.52,9.18,10092626.4,7605650.6,53695893.0,43154462.0,13.41,34,40.64,17,24.96,103,66.12,110,43.9,3.29,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NUAI&interval=D,False,True,False,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,89.34,76.63,71.76,6.15,5.09,8424021.3,7007875.3,626083579.0,536992461.0,-2.94,261,35.88,21,31.34,83,59.22,118,42.15,4.81,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SWKS&interval=D,False,True,False,False
VICR,Vicor Corporation,NASDAQ,Electronic Components,281.96,210.68,212.6,5.43,6.33,1166421.5,893518.9,251936589.0,188242690.0,28.39,10,44.08,12,-11.76,291,81.12,81,37.81,5.16,2026-10-27,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VICR&interval=D,True,True,False,False
BLSH,Bullish,NYSE,Packaged Software,37.58,33.65,29.62,6.31,6.44,1858178.3,1723893.1,64783903.0,58002107.0,4.39,102,20.06,51,72.7,24,6.04,257,32.93,4.17,2026-11-25,False,https://www.tradingview.com/chart/?symbol=NYSE:BLSH&interval=D,False,False,True,False
CRDO,Credo Technology Group Holding Ltd,NASDAQ,Information Technology Services,210.97,200.42,209.96,4.09,6.44,9311178.6,7880655.966666667,1662581989.0,1579412173.0,23.29,13,-5.39,233,-19.25,336,122.07,46,32.48,0.07,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CRDO&interval=D,True,False,False,False
INOD,Innodata Inc.,NASDAQ,Data Processing Services,69.21,59.4,60.4,5.79,6.17,2067653.6,1354226.9666666666,93726048.0,80435439.0,21.48,16,21.98,43,-3.86,235,72.77,93,30.29,2.36,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:INOD&interval=D,True,False,False,False
CBRL,"Cracker Barrel Old Country Store, Inc.",NASDAQ,Restaurants,51.81,52.49,53.79,5.01,5.09,1459938.5,997049.6,51657140.0,52332309.0,18.56,23,-11.45,306,7.76,174,87.85,74,28.05,-0.72,2026-11-27,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CBRL&interval=D,True,False,False,False
SG,"Sweetgreen, Inc.",NYSE,Restaurants,8.24,6.93,6.61,5.27,5.39,4948582.9,4928302.366666666,40609212.0,34139993.0,18.56,22,18.56,57,-6.79,250,68.16,103,26.65,4.59,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:SG&interval=D,True,False,False,False
SEI,"Solaris Energy Infrastructure, Inc.",NYSE,Oilfield Services/Equipment,70.97,60.42,58.9,5.19,5.93,2734668.5,2701646.0,191735817.0,163226247.0,2.86,123,35.78,22,-8.05,261,18.88,224,15.54,3.46,2026-11-02,False,https://www.tradingview.com/chart/?symbol=NYSE:SEI&interval=D,False,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,73.79,80.32,71.79,6.77,7.25,1259601.6,1448697.0666666667,106899357.0,116365626.0,-7.95,375,-12.18,313,74.24,23,-16.58,344,15.16,0.38,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WIX&interval=D,False,False,True,False
RMBS,"Rambus, Inc.",NASDAQ,Semiconductors,105.16,90.65,93.2,4.34,5.12,3649768.6,2455655.966666667,258236781.0,222602758.0,20.21,19,17.37,61,-11.02,283,16.75,232,7.7,2.51,2026-11-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:RMBS&interval=D,True,False,False,False
VKTX,"Viking Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,35.56,33.53,33.87,6.36,8.01,11674214.1,5058109.333333333,179866368.0,169578174.0,20.26,18,4.31,147,-2.19,226,4.62,263,2.25,0.62,2026-10-28,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VKTX&interval=D,True,False,False,False
DAIC,"CID HoldCo, Inc.",NASDAQ,Miscellaneous,3.2,2.8,2.06,20.8,27.63,13392156.3,16157376.233333332,51703604.0,45314547.0,-22.14,453,-48.47,456,81.82,18,-35.35,417,-0.67,2.01,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:DAIC&interval=D,False,False,True,False
BIAF,"bioAffinity Technologies, Inc.",NASDAQ,Medical Specialties,7.93,7.56,8.09,20.46,25.57,3900380.4999999986,6589966.424444444,52258434.0,49792139.0,-25.61,459,52.79,9,-37.5,424,-87.98,459,-24.23,-0.08,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BIAF&interval=D,False,True,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,4.38,3.42,3.71,37.11,28.92,16389438.9,11031588.2,48318356.0,37764289.0,-22.48,454,58.28,7,-58.88,453,-77.65,456,-26.08,0.63,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FTFT&interval=D,False,True,False,False
BENF,Beneficient,NASDAQ,Investment Managers,1.46,1.72,2.27,39.03,40.34,58600805.4,20028641.133333333,29241816.0,34528910.0,92.82,3,-34.23,450,-59.67,454,-55.49,446,-49.8,-0.89,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BENF&interval=D,True,False,False,False
LHSW,Lianhe Sowell International Group Ltd,NASDAQ,Computer Processing Hardware,0.72,2.13,2.32,67.79,69.48,47999990.4,17355885.133333333,12496237.0,36887331.0,44.0,8,-81.05,460,-53.25,448,-73.39,455,-69.23,-0.99,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LHSW&interval=D,True,False,False,False
WHLR,"Wheeler Real Estate Investment Trust, Inc.",NASDAQ,Real Estate Investment Trusts,5.2,7.07,17.24,17.8,67.21,12642580.866666667,4475056.973148149,23270296.0,31627361.0,74.56,5,-60.79,458,-98.43,464,-99.77,463,-86.33,-1.04,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WHLR&interval=D,True,False,False,False
