name,description,exchange,industry,close,SMA10,SMA20,SMA30,SMA50,SMA100,SMA150,SMA200,EMA10,EMA21,high,low,ADRP,ATRP,atr_abs,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,rvol,gap_pct,market_cap_basic,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,sma20_distance_pct,ema21_atr_dist,day_range_atr,lod_atr_pct,bb_width,ma_spread_pct,above_all_mas,ma_aligned,ema_aligned,above_sma200,near_sma20,near_ema,range_tight,adr_tight,bb_tight,plan_tight,wide_day,lod_ok,rvol_ok,rvol_pass,rvol_expand,ma_coiled,earnings_date,earnings_soon,large_gap,hard_rule_passes,hard_rule_fails,tightness_flags,focus_score,tradingview_url,is_top_1m,is_top_3m,is_top_6m
HPE,Hewlett Packard Enterprise Company,NYSE,Computer Processing Hardware,60.76,57.4,55.23,55.45,52.47,46.6,38.88,34.92,57.63,55.96,61.78,59.64,5.82,5.97,3.63,27692542.5,22948578.00000002,1394355599.0,1272559846.0,0.8,1.08,80656757699.35321,9.1,66,23.56,97,170.89,14,67.85,2.65,10.01,1.44,0.59,30.7,0.23,37.0,True,True,True,True,False,True,True,True,False,True,False,True,False,True,False,False,2026-12-03,False,False,6,,"EMA, near21, ADR",9,https://www.tradingview.com/chart/?symbol=NYSE:HPE&interval=D,False,False,True
NTSK,"Netskope, Inc.",NASDAQ,Packaged Software,17.49,15.9,15.13,15.18,14.24,12.45,11.61,12.93,16.3,15.5,17.62,16.88,6.18,5.91,1.03,8338319.2,6224399.733333333,108864751.0,94457341.0,2.11,1.51,7146198905.520625,14.16,50,98.98,9,87.26,64,66.8,3.87,15.58,2.17,0.72,59.1,0.353,24.54,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,2026-12-11,False,False,6,,"EMA, ADR, RVOL",8,https://www.tradingview.com/chart/?symbol=NASDAQ:NTSK&interval=D,False,True,False
DK,"Delek US Holdings, Inc.",NYSE,Oil Refining/Marketing,78.12,76.52,73.86,70.91,67.81,57.22,51.78,46.69,76.79,73.83,82.27,77.32,5.41,5.36,4.19,3074321.3,2098678.3333333335,163948751.0,148814482.0,5.48,0.33,4783457605.596568,15.44,44,87.34,14,75.71,75,59.5,2.84,5.76,1.08,1.18,19.1,0.192,38.19,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,False,2026-11-11,False,False,6,,"EMA, near21, RVOL",7,https://www.tradingview.com/chart/?symbol=NYSE:DK&interval=D,False,True,False
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,53.3,50.21,50.12,52.75,55.37,55.61,44.03,38.02,50.42,51.22,53.5,51.69,4.24,6.47,3.45,1311632.0,1495641.6666666667,79717701.0,78888617.0,1.86,1.27,2731235799.4443393,-8.4,232,-15.98,274,201.81,11,59.14,-0.58,6.34,0.63,0.53,46.7,0.158,33.01,False,False,False,True,False,True,True,False,False,True,False,True,True,True,True,False,2026-10-06,False,False,6,,"near21, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:PENG&interval=D,False,False,True
FIVN,"Five9, Inc.",NASDAQ,Packaged Software,32.47,32.16,32.82,32.82,30.15,26.01,22.73,21.85,32.75,32.36,34.75,32.14,5.22,5.56,1.8,2204666.6,2120097.3,68839559.0,69591841.0,2.37,-0.17,2426273136.7449274,0.43,146,68.94,22,108.01,43,59.13,1.38,-1.05,0.06,1.45,18.3,0.168,33.78,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,2026-11-09,False,False,6,,"near21, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:FIVN&interval=D,False,True,False
AMC,"AMC Entertainment Holdings, Inc.",NYSE,Movies/Entertainment,2.7,2.56,2.59,2.56,2.48,2.15,1.85,1.81,2.6,2.57,2.77,2.65,5.27,5.89,0.16,29642716.900000036,21481323.933333334,57999575.0,54891943.0,2.65,1.48,2410032492.7306275,12.97,53,1.89,178,162.14,17,59.0,1.47,4.29,0.86,0.74,31.4,0.14,28.93,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,2026-11-11,False,False,6,,"EMA, near21, RVOL",8,https://www.tradingview.com/chart/?symbol=NYSE:AMC&interval=D,False,False,True
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,77.19,75.84,73.82,72.8,68.89,55.75,51.11,46.11,75.57,73.83,78.48,75.81,5.32,5.54,4.28,4519545.5,3318191.7666666666,256131222.0,241562148.0,2.35,-0.75,9149859555.540436,3.1,113,108.45,7,63.92,90,58.49,2.17,4.57,0.82,0.62,32.2,0.178,38.52,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,2026-10-29,False,False,6,,"EMA, near21, ADR, RVOL",9,https://www.tradingview.com/chart/?symbol=NYSE:PBF&interval=D,False,True,False
XMTR,"Xometry, Inc.",NASDAQ,Information Technology Services,97.18,89.97,90.16,90.19,90.88,87.22,72.93,70.23,91.42,90.56,98.68,95.1,4.22,4.75,4.62,800027.0,585610.2666666667,56909606.0,52813457.0,2.49,2.52,5570705025.13101,12.24,56,6.77,159,143.99,23,54.33,1.46,7.78,1.54,0.77,45.0,0.186,21.25,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,2026-11-05,False,True,5,large gap,"EMA, RVOL",7,https://www.tradingview.com/chart/?symbol=NASDAQ:XMTR&interval=D,False,False,True
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,244.25,230.23,227.48,226.3,215.95,222.88,183.04,158.42,231.05,227.27,244.44,235.96,4.02,5.94,14.51,19166869.0,22649842.133333333,5532223941.0,5125659275.0,1.24,0.54,214182826076.38,1.72,135,-20.04,306,174.75,13,52.14,2.21,7.37,1.26,0.58,57.1,0.213,29.4,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,2026-11-26,False,False,6,,"EMA, near21, RVOL",8,https://www.tradingview.com/chart/?symbol=NASDAQ:MRVL&interval=D,False,False,True
ORKA,"Oruka Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,94.96,93.67,95.17,99.3,96.29,83.08,71.01,61.11,94.51,95.46,98.29,94.52,5.04,5.22,4.96,860917.1,824934.5666666667,78335786.0,81912703.0,2.63,0.46,6287272749.572086,-17.79,377,29.73,82,144.05,22,51.99,-0.26,-0.22,0.1,0.76,8.9,0.189,37.04,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,False,2026-11-18,False,False,6,,"near21, RVOL",6,https://www.tradingview.com/chart/?symbol=NASDAQ:ORKA&interval=D,False,False,True
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,17.87,18.26,18.6,17.75,15.02,13.25,12.73,12.55,18.09,17.78,18.69,17.68,4.49,5.04,0.9,1585973.0,2171112.7666666666,38797785.0,38527843.0,1.45,1.3,1293579211.5691059,4.32,104,77.11,18,61.43,95,47.62,3.77,-3.95,0.1,1.13,21.6,0.144,33.89,False,False,False,True,False,True,False,False,False,True,True,True,False,False,True,False,2026-11-11,False,False,5,thin RVOL,"near21, RVOL",4,https://www.tradingview.com/chart/?symbol=NASDAQ:OMER&interval=D,False,True,False
FCEL,"FuelCell Energy, Inc.",NASDAQ,Electronic Equipment/Instruments,18.11,16.26,16.99,18.21,19.24,19.84,15.78,13.88,16.64,17.27,18.38,17.17,7.05,9.74,1.76,6891235.299999997,7816983.199999995,141565566.0,142342053.0,1.16,0.51,1447970362.5957086,-15.67,345,-12.43,255,170.3,15,47.4,-0.6,6.62,0.5,0.69,53.3,0.392,32.94,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,2026-12-17,False,False,5,thin RVOL,near21,5,https://www.tradingview.com/chart/?symbol=NASDAQ:FCEL&interval=D,False,False,True
ANF,Abercrombie & Fitch Company,NYSE,Apparel/Footwear Retail,135.76,143.14,138.37,128.83,116.86,99.46,96.99,99.83,139.56,135.02,138.2,133.9,4.22,4.82,6.55,1492815.9,2036522.2666666666,276478263.0,262357018.0,1.09,-1.25,5760891624.701877,30.18,21,58.6,33,52.18,114,46.98,3.35,-1.89,0.11,0.66,28.4,0.371,33.99,False,False,False,True,True,True,True,False,False,True,False,True,False,False,False,False,2026-11-24,False,False,5,thin RVOL,near21,6,https://www.tradingview.com/chart/?symbol=NYSE:ANF&interval=D,True,False,False
CHYM,"Chime Financial, Inc.",NASDAQ,Packaged Software,30.33,32.62,32.81,32.41,28.56,23.69,22.76,23.36,32.12,31.93,30.9,30.04,4.72,5.0,1.52,9637823.5,8721594.066666666,264525948.0,282623256.0,2.42,-0.26,11482485688.078125,-5.22,194,81.62,17,58.63,103,45.01,1.24,-7.57,1.0,0.57,19.1,0.129,33.15,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,False,2026-11-11,False,False,6,,"near21, ADR, RVOL",6,https://www.tradingview.com/chart/?symbol=NASDAQ:CHYM&interval=D,False,True,False
AMBQ,"Ambiq Micro, Inc.",NYSE,Semiconductors,65.46,61.32,59.67,61.08,65.22,68.66,55.54,49.31,61.5,61.37,66.0,62.92,4.64,5.89,3.85,682378.0,521755.6,34154122.0,31870049.0,6.44,2.42,1583119686.034643,1.66,136,-22.46,321,151.77,19,43.66,0.06,9.7,1.13,0.8,65.9,0.169,29.56,False,True,True,True,False,True,True,False,False,True,False,False,True,True,True,False,2026-11-05,False,True,4,"LoD>60% ATR, large gap","EMA, near21, RVOL",6,https://www.tradingview.com/chart/?symbol=NYSE:AMBQ&interval=D,False,False,True
APPN,Appian Corporation,NASDAQ,Packaged Software,37.52,36.54,38.44,37.6,33.07,27.8,26.58,28.17,37.43,37.02,37.97,36.8,5.24,5.51,2.07,1068957.3,884715.6,33194529.0,33264127.0,1.4,-0.6,2687493698.842299,2.99,115,75.08,20,47.31,121,41.79,2.44,-2.4,0.24,0.56,34.8,0.262,31.61,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,2026-10-29,False,False,5,thin RVOL,"EMA, near21, ADR, RVOL",8,https://www.tradingview.com/chart/?symbol=NASDAQ:APPN&interval=D,False,True,False
NAVN,"Navan, Inc.",NASDAQ,Packaged Software,21.36,23.14,25.93,26.96,26.6,23.67,19.59,18.29,23.16,24.85,22.21,21.0,5.84,6.93,1.48,6610498.7,3658339.566666667,78142133.0,98616031.0,1.79,0.18,5567173882.335291,-27.45,432,0.05,189,147.8,21,40.13,-2.84,-17.62,2.02,0.82,24.3,0.522,38.9,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,2026-12-15,False,False,6,,RVOL,4,https://www.tradingview.com/chart/?symbol=NASDAQ:NAVN&interval=D,False,False,True
PARR,"Par Pacific Holdings, Inc. Common Stock",NYSE,Oil Refining/Marketing,84.37,83.58,80.84,79.42,78.52,68.61,64.11,57.76,83.48,81.51,87.72,83.38,5.2,5.27,4.45,966617.7000000015,942299.2666666671,79501789.0,74837094.0,2.45,-0.38,4226905547.324431,5.11,98,68.44,23,44.44,130,39.33,1.41,4.37,0.67,0.98,22.3,0.172,30.6,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,2026-11-09,False,False,6,,"EMA, near21, RVOL",8,https://www.tradingview.com/chart/?symbol=NYSE:PARR&interval=D,False,True,False
HOOD,"Robinhood Markets, Inc.",NASDAQ,Investment Banks/Brokers,119.82,113.95,111.29,105.89,103.18,96.06,89.5,94.9,112.44,109.79,120.57,111.06,5.4,5.77,6.91,24532697.0,21736434.166666668,2604459542.0,2301576823.0,1.52,3.21,107728037356.03734,28.98,23,11.12,142,63.91,91,34.67,2.8,7.66,1.58,1.38,126.8,0.218,20.4,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-11-04,False,True,4,"LoD>60% ATR, large gap","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:HOOD&interval=D,True,False,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,93.49,89.43,88.14,98.62,92.58,93.98,79.4,65.83,88.91,90.83,93.9,87.15,7.03,9.82,9.18,3095083.3,2739411.4,256107572.0,270168971.0,0.6,1.62,3053341049.18487,-24.39,421,-21.73,315,147.85,20,33.91,0.1,6.07,0.3,0.74,69.1,0.329,30.12,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,2026-10-06,False,False,4,"LoD>60% ATR, thin RVOL",near21,5,https://www.tradingview.com/chart/?symbol=NASDAQ:AEHR&interval=D,False,False,True
CNH,CNH Industrial N.V.,NYSE,Trucks/Construction/Farm Machinery,13.45,13.72,12.95,12.14,11.56,11.05,11.12,10.93,13.46,12.91,13.72,13.4,4.76,4.15,0.56,19198375.1,22151761.366666667,297941190.0,268870696.0,1.25,-0.22,16647414291.04059,32.91,17,28.59,87,33.17,151,31.55,3.94,3.87,1.01,0.56,9.0,0.307,20.76,False,False,False,True,False,True,True,True,False,True,False,True,False,True,True,False,2026-11-10,False,False,6,,"near21, ADR, RVOL",6,https://www.tradingview.com/chart/?symbol=NYSE:CNH&interval=D,True,False,False
MARA,"MARA Holdings, Inc.",NASDAQ,Data Processing Services,13.24,11.71,11.41,10.84,11.19,12.24,11.22,10.95,11.72,11.42,13.32,12.05,5.77,7.08,0.94,51647363.6,50664723.166666664,670800935.0,549011384.0,1.68,4.08,5114603100.536082,48.68,10,-7.67,228,45.65,126,28.89,2.59,16.02,2.25,1.35,126.9,0.223,9.75,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-11-11,False,True,4,"LoD>60% ATR, large gap","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:MARA&interval=D,True,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,78.49,78.0,81.63,78.54,69.18,62.54,67.97,74.26,79.69,78.48,81.92,77.84,6.23,6.05,4.75,1221832.2,1527045.1333333333,119857773.0,119930307.0,1.23,0.33,3284768117.505882,2.47,123,89.41,12,-11.84,310,26.68,2.23,-3.85,0.0,0.86,13.7,0.23,24.33,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,2026-11-05,False,False,5,thin RVOL,"near21, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:WIX&interval=D,False,True,False
BTDR,Bitdeer Technologies Group,NASDAQ,Data Processing Services,12.97,11.87,11.42,10.73,11.01,13.2,11.92,12.01,11.67,11.4,12.99,11.43,6.27,7.74,1.0,9554812.0,13589932.833333334,176261429.0,145885664.0,2.0,2.67,3525015661.3389683,44.27,13,-28.79,358,52.41,113,22.63,2.3,13.56,1.78,1.55,153.4,0.257,16.89,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-11-16,False,True,4,"LoD>60% ATR, large gap","EMA, RVOL",4,https://www.tradingview.com/chart/?symbol=NASDAQ:BTDR&interval=D,True,False,False
COIN,"Coinbase Global, Inc.",NASDAQ,Investment Banks/Brokers,194.25,178.21,180.95,171.69,166.66,171.25,176.05,189.22,179.07,176.25,196.21,177.67,5.38,6.47,12.58,11048538.8,10322260.433333334,2005099089.0,1772194486.0,2.13,2.41,51250337250.0,31.69,19,15.8,123,-4.07,276,14.47,2.56,7.35,1.58,1.47,131.8,0.176,11.61,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,2026-10-29,False,True,4,"LoD>60% ATR, large gap","EMA, RVOL",5,https://www.tradingview.com/chart/?symbol=NASDAQ:COIN&interval=D,True,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,5.5,4.25,3.24,3.24,3.95,10.28,14.31,23.08,4.8,4.03,6.08,5.17,24.96,24.92,1.37,30428171.3,10778732.316666666,59283028.0,34903188.0,0.04,-9.67,44426205.59552359,76.26,5,-53.64,440,-71.35,450,-16.25,1.58,69.77,1.47,0.66,24.0,2.447,360.69,False,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,,False,True,3,"thin RVOL, below 200-MA, large gap","EMA, near21, ADR",7,https://www.tradingview.com/chart/?symbol=NASDAQ:FTFT&interval=D,True,False,False
