industry,rank,ticker,1w,1m,3m,6m
Uranium,11,JAGU,-3.13,-1.27,-9.36,-3.73
Uranium,12,URG,-3.33,-18.88,-14.07,-22.67
Uranium,13,ISOU,-4.95,-16.67,-3.73,-2.49
Utilities - Independent Power Producers,1,DGXX,15.3,5.5,-27.99,80.34
Utilities - Independent Power Producers,2,OKLO,8.98,-2.19,-28.19,-29.37
Utilities - Independent Power Producers,3,KEN,4.64,-0.38,-1.5,-17.97
Utilities - Independent Power Producers,4,TLN,4.43,-1.7,-26.0,-4.89
Utilities - Independent Power Producers,5,CEG,1.68,-3.49,-1.53,-10.5
Utilities - Independent Power Producers,6,TAC,0.0,-1.24,-12.71,-6.35
Utilities - Independent Power Producers,7,HNRG,-1.23,-9.09,-18.02,-12.75
Utilities - Independent Power Producers,8,VST,-1.72,1.7,-15.29,-9.66
Utilities - Independent Power Producers,9,NRG,-6.2,-9.89,-29.18,-33.36
Software - Application,1,SECZ,84.81,126.14,34.84,30.07
Software - Application,2,BTTC,55.88,-2.93,-31.2,-56.77
Software - Application,3,PDC,43.37,30.72,-28.06,-20.48
Software - Application,4,TONX,37.41,33.33,57.2,43.77
Software - Application,5,AUUD,31.0,29.7,1.55,-77.03
Software - Application,6,MSTR,28.55,32.27,72.31,19.05
Software - Application,7,SVCO,27.27,20.58,-30.12,19.36
Software - Application,8,EGHT,27.22,15.66,33.14,30.11
Software - Application,9,FSLY,25.96,29.25,81.01,5.14
Software - Application,10,JTAI,25.58,2.53,145.52,-14.56
Software - Application,11,AIFF,23.64,10.58,-3.36,-36.81
Software - Application,12,GLOO,17.94,44.14,5.96,-1.23
Software - Application,13,RMSG,16.72,-12.19,-36.47,-8.7
Software - Application,14,PDFS,15.39,9.92,-23.8,40.25
Software - Application,15,FRMM,15.25,-14.76,1.38,74.83
Software - Application,16,FUSE,13.9,-23.91,-44.52,-55.87
Software - Application,17,RSKD,13.88,20.0,46.31,77.17
Software - Application,18,RYDE,12.59,-2.28,6.97,92.45
Software - Application,19,NICE,11.72,17.5,34.76,7.1
Software - Application,20,BTDR,11.6,12.83,-29.74,49.57
Other Industrial Metals & Mining,1,CRML,19.14,15.74,-17.43,-3.38
Other Industrial Metals & Mining,2,IMC,17.8,-31.06,,
Other Industrial Metals & Mining,3,TII,13.93,11.93,47.0,14.75
Other Industrial Metals & Mining,4,NAK,13.71,-20.79,-22.1,11.02
Other Industrial Metals & Mining,5,SGML,12.67,-16.95,-18.75,-5.06
Other Industrial Metals & Mining,6,TMC,11.98,-14.15,-10.86,-13.14
Other Industrial Metals & Mining,7,LGO,9.85,-2.37,8.21,-39.08
Other Industrial Metals & Mining,8,VZLA,9.49,2.8,29.9,29.07
Other Industrial Metals & Mining,9,FNUC,8.63,-12.72,-11.18,-30.41
Other Industrial Metals & Mining,10,LZM,8.2,-7.91,-1.74,23.75
Other Industrial Metals & Mining,11,XPL,7.22,-19.27,-14.14,-17.71
Other Industrial Metals & Mining,12,SCZM,6.86,-7.21,40.28,12.26
Other Industrial Metals & Mining,13,ALOY,6.38,-21.82,-47.99,-19.65
Other Industrial Metals & Mining,14,WRN,6.22,-6.27,14.35,-0.83
Other Industrial Metals & Mining,15,TMQ,6.09,-11.97,-0.6,-1.49
Other Industrial Metals & Mining,16,SBMT,6.05,-10.04,33.12,
Other Industrial Metals & Mining,17,USAS,5.9,-10.02,6.36,-16.52
Other Industrial Metals & Mining,18,NEXA,5.79,-16.03,4.64,34.22
Other Industrial Metals & Mining,19,SKE,5.7,-9.99,23.55,14.61
Other Industrial Metals & Mining,20,USAR,4.83,-13.45,-26.1,-4.64
Auto Parts,1,INVZ,32.63,20.49,-28.42,-39.09
Auto Parts,2,MVST,19.02,-10.18,-40.93,-56.44
Auto Parts,3,MNRO,15.11,9.02,-10.76,-8.96
Auto Parts,4,FRSX,13.46,0.85,-34.44,-52.42
Auto Parts,5,GTEC,7.27,24.21,109.89,51.28
Auto Parts,6,MOD,6.58,2.52,-30.21,-15.52
Auto Parts,7,APTV,4.22,-4.58,-25.24,-24.81
Auto Parts,8,SYPR,4.12,-1.67,-23.71,-45.37
Auto Parts,9,WKSP,3.76,-18.97,-56.86,-64.74
Auto Parts,10,GT,3.49,-11.0,-15.1,-16.3
Auto Parts,11,ECX,2.91,-2.75,-10.92,20.24
Auto Parts,12,ORLY,2.65,-5.27,-2.19,-2.38
Auto Parts,13,LKQ,1.87,-8.97,-10.67,-19.71
Auto Parts,14,VGNT,1.72,-1.62,9.43,
Auto Parts,15,ATMU,1.51,-6.63,-11.34,-24.19
Auto Parts,16,CPS,0.39,-13.2,-18.0,-24.83
Auto Parts,17,PLOW,0.23,-5.26,-21.59,-7.57
Auto Parts,18,MGA,-0.02,-6.0,-0.53,16.34
Auto Parts,19,CAAS,-0.2,6.83,16.25,20.38
Auto Parts,20,AZO,-0.2,-5.52,-7.92,-15.02
Biotechnology,1,JAGX,155.05,-34.87,-77.84,-95.73
Biotechnology,2,ARTL,94.93,17.88,-29.98,-85.97
Biotechnology,3,VTGN,59.76,51.11,-44.58,-40.22
Biotechnology,4,CYPH,47.95,114.88,491.71,388.76
Biotechnology,5,VKTX,41.09,25.34,9.98,29.47
Biotechnology,6,ONCO,37.17,38.72,-9.0,-96.83
Biotechnology,7,TLSA,36.35,-8.7,-6.25,-20.45
Biotechnology,8,DCOY,33.22,23.79,-36.99,-47.04
Biotechnology,9,GRDX,31.29,5.75,-12.67,90.15
Biotechnology,10,VBIO,31.25,-34.22,-79.78,-89.29
Biotechnology,11,SCNI,30.26,-36.74,-27.26,-70.61
Biotechnology,12,MREO,27.93,17.55,11.87,1.28
Biotechnology,13,FLNA,27.17,-6.44,-26.26,-52.97
Biotechnology,14,NNVC,25.83,18.9,11.03,58.95
Biotechnology,15,SXTP,25.54,7.41,-31.36,-18.31
Biotechnology,16,MRNA,25.06,31.12,201.41,254.71
Biotechnology,17,HYFT,23.01,0.72,-10.32,15.83
Biotechnology,18,CVKD,22.22,-15.92,-55.7,-76.96
Biotechnology,19,ANVS,22.12,-27.43,-25.29,-46.41
Biotechnology,20,DNA,21.53,26.55,-11.82,19.67
Apparel Manufacturing,1,VNCE,28.89,76.35,49.33,414.35
Apparel Manufacturing,2,JL,9.86,-1.47,-16.43,-13.33
Apparel Manufacturing,3,NCI,9.57,-1.68,34.07,-67.58
Apparel Manufacturing,4,PLCE,9.41,-15.33,-25.84,-36.86
Apparel Manufacturing,5,VFC,6.21,-5.52,-21.49,-21.85
Apparel Manufacturing,6,ZGN,5.42,-10.25,-5.11,21.6
Apparel Manufacturing,7,PVH,5.15,-2.13,3.69,14.54
Apparel Manufacturing,8,JRSH,2.67,2.49,24.41,92.0
Apparel Manufacturing,9,GOOS,1.35,-9.18,-20.59,-31.14
Apparel Manufacturing,10,SGC,1.05,-1.57,-6.28,21.3
Apparel Manufacturing,11,LEVI,-0.1,-9.62,-16.68,6.51
Apparel Manufacturing,12,RL,-0.26,-8.99,-18.53,-1.76
Apparel Manufacturing,13,GIL,-0.28,-15.94,-14.59,-19.33
Apparel Manufacturing,14,COLM,-0.54,-5.49,-11.98,2.25
Apparel Manufacturing,15,PLBY,-1.82,-13.6,-22.86,-37.21
Apparel Manufacturing,16,LAKE,-2.02,-10.37,-7.02,33.16
Apparel Manufacturing,17,KTB,-3.92,-21.07,-15.78,-7.7
Apparel Manufacturing,18,XELB,-3.98,4.32,-55.76,-43.67
Apparel Manufacturing,19,GIII,-4.37,-20.3,-21.69,-0.07
Apparel Manufacturing,20,FIGS,-7.21,-21.3,1.61,-21.51
Household & Personal Products,1,BYAH,11.39,-8.33,-73.6,-69.16
Household & Personal Products,2,HELE,8.49,3.32,5.77,98.72
Household & Personal Products,3,ELF,7.89,-4.88,56.15,49.17
Household & Personal Products,4,DSY,7.02,-10.51,26.64,29.33
Household & Personal Products,5,YSG,5.75,-8.0,-17.37,-16.36
Household & Personal Products,6,BIOT,5.73,-0.44,-94.86,-96.65
Household & Personal Products,7,IPAR,4.23,0.51,12.61,30.26
Household & Personal Products,8,GROV,3.96,14.13,-14.63,-23.36
Household & Personal Products,9,EL,3.38,-5.09,18.69,38.26
Household & Personal Products,10,ATTT,3.32,0.36,-2.1,-28.57
Household & Personal Products,11,MAGN,1.55,-4.91,-5.44,30.75
Household & Personal Products,12,ACU,1.29,1.87,34.27,41.0
Household & Personal Products,13,EPC,1.12,-4.51,1.88,38.09
Household & Personal Products,14,NUS,0.66,-3.35,-9.78,-35.61
Household & Personal Products,15,CHD,0.53,-6.35,-2.69,2.29
Household & Personal Products,16,COTY,0.38,-5.38,35.38,28.16
Household & Personal Products,17,SKIN,0.25,-0.49,2.53,-38.48
Household & Personal Products,18,PG,0.25,0.54,-3.06,2.95
Household & Personal Products,19,SPB,-0.09,-2.11,0.31,16.52
Household & Personal Products,20,UG,-0.14,-0.28,-0.97,14.47
Drug Manufacturers - Specialty & Generic,1,IMCC,78.53,-11.42,-39.49,-83.82
Drug Manufacturers - Specialty & Generic,2,APUS,43.12,-51.79,-74.27,-86.61
Drug Manufacturers - Specialty & Generic,3,TKNO,25.6,21.66,71.73,199.66
Drug Manufacturers - Specialty & Generic,4,ADCT,24.76,35.74,22.43,-66.75
Drug Manufacturers - Specialty & Generic,5,AYTU,15.74,-1.3,4.11,-13.96
Drug Manufacturers - Specialty & Generic,6,SHPH,14.7,1.99,-2.71,-61.74
Drug Manufacturers - Specialty & Generic,7,SXTC,14.61,-33.95,-98.76,-97.77
Drug Manufacturers - Specialty & Generic,8,AKAN,14.34,-16.06,-80.57,-13.83
Drug Manufacturers - Specialty & Generic,9,ALVO,13.92,10.67,57.03,85.62
Drug Manufacturers - Specialty & Generic,10,CPIX,13.75,1.28,69.24,227.13
Drug Manufacturers - Specialty & Generic,11,SCYX,12.77,-11.88,19.77,-35.62
Drug Manufacturers - Specialty & Generic,12,XERS,11.31,-0.92,17.03,63.71
Drug Manufacturers - Specialty & Generic,13,ACB,10.18,7.11,49.12,27.11
Drug Manufacturers - Specialty & Generic,14,RMTI,9.87,8.48,26.16,-16.8
Drug Manufacturers - Specialty & Generic,15,TRLV,8.57,12.57,47.53,103.24
Drug Manufacturers - Specialty & Generic,16,INM,7.81,-3.5,-10.97,99.57
Drug Manufacturers - Specialty & Generic,17,KMDA,7.08,4.03,22.92,6.95
Drug Manufacturers - Specialty & Generic,18,AMRX,6.91,8.72,11.93,60.15
Drug Manufacturers - Specialty & Generic,19,HCM,6.76,17.98,39.92,1.77
Drug Manufacturers - Specialty & Generic,20,RDY,6.08,1.39,-15.48,-7.88
Education & Training Services,1,VSA,40.54,5.51,-12.92,-36.94
Education & Training Services,2,XXI,27.82,7.77,26.16,-3.27
Education & Training Services,3,MYND,14.53,-14.52,-14.34,-7.28
Education & Training Services,4,COE,13.32,-31.13,-22.87,-33.89
Education & Training Services,5,RYET,11.99,-15.47,-19.69,-13.42
Education & Training Services,6,EDTK,11.7,16.3,9.09,2.94
Education & Training Services,7,GOTU,11.0,37.28,31.82,16.58
Education & Training Services,8,EEIQ,9.27,51.92,20.43,77.13
Education & Training Services,9,WAFU,8.11,15.94,-0.62,0.0
Education & Training Services,10,MH,3.23,-0.15,41.75,0.59
Education & Training Services,11,FEDU,2.12,4.31,-2.64,-3.29
Education & Training Services,12,GNS,1.97,-10.35,-20.92,-52.31
Education & Training Services,13,LAUR,1.44,-1.58,-0.35,5.61
Education & Training Services,14,IH,0.85,-3.28,-15.71,-28.98
Education & Training Services,15,EDU,0.47,-0.53,24.71,1.43
Education & Training Services,16,STG,0.34,-2.35,-28.85,-28.68
Education & Training Services,17,TAL,0.34,4.36,30.79,8.42
Education & Training Services,18,CHGG,-0.19,-8.43,-30.87,36.08
Education & Training Services,19,DAO,-0.2,-12.56,36.25,44.18
Education & Training Services,20,AMBO,-0.23,2.89,-9.7,10.89
Other Precious Metals & Mining,1,GRML,273.62,30.88,-1.93,-39.37
Other Precious Metals & Mining,2,LODE,7.63,-24.08,-34.79,-3.6
Other Precious Metals & Mining,3,MTA,4.8,-11.15,52.35,45.3
Other Precious Metals & Mining,4,ITRG,4.49,-2.45,16.74,2.57
Other Precious Metals & Mining,5,SLSR,3.88,-16.44,-8.95,-9.75
Other Precious Metals & Mining,6,PPTA,3.6,-10.07,10.42,-7.39
Other Precious Metals & Mining,7,MUX,3.52,-10.42,10.45,-0.63
Other Precious Metals & Mining,8,GMTL,3.03,-12.27,-26.05,-30.05
Other Precious Metals & Mining,9,VMET,2.22,-13.91,-17.38,-8.89
Other Precious Metals & Mining,10,TFPM,1.78,-6.28,15.85,1.78
Other Precious Metals & Mining,11,HL,1.56,-10.44,25.83,1.9
Other Precious Metals & Mining,12,ASM,1.17,-17.93,7.09,1.17
Other Precious Metals & Mining,13,VOXR,1.09,-4.62,17.26,15.56
Other Precious Metals & Mining,14,BVN,1.06,-5.06,12.34,3.95
Other Precious Metals & Mining,15,PLG,0.74,-16.05,3.03,-20.0
Other Precious Metals & Mining,16,SIND,0.35,-17.81,,
Other Precious Metals & Mining,17,ATCX,-3.28,-16.22,-22.6,-39.92
Other Precious Metals & Mining,18,SBSW,-9.05,-15.4,22.82,-8.02
Real Estate - Development,1,MRNO,24.74,11.18,9.47,-51.54
Real Estate - Development,2,RENX,11.73,-8.12,9.04,-4.84
Real Estate - Development,3,AXR,1.91,-0.17,-11.44,-18.67
Real Estate - Development,4,FOR,1.4,-7.47,-13.55,6.36
Real Estate - Development,5,CCS,0.9,-11.54,-11.28,6.63
Real Estate - Development,6,SKYH,0.1,-5.6,4.85,-1.29
Real Estate - Development,7,SDHC,-0.1,-16.91,-28.03,-16.71
Real Estate - Development,8,LPA,-1.31,-5.92,-24.88,1.68
Real Estate - Development,9,OZ,-5.24,-7.75,-4.75,-15.7
Real Estate - Development,10,LRE,-6.84,-16.79,-12.8,-24.31
Real Estate - Development,11,FPH,-7.27,-8.53,-8.88,-4.65
Real Estate - Development,12,AEI,-19.42,-50.73,-40.03,-59.07
Broadcasting,1,XHLD,25.18,57.91,882.11,762.86
Broadcasting,2,NMAX,4.41,3.02,55.27,71.38
Broadcasting,3,CURI,3.23,1.41,16.13,-7.99
Broadcasting,4,MDIA,1.85,3.77,39.24,73.23
Broadcasting,5,UONE,1.17,-10.21,-21.06,-34.2
Broadcasting,6,NXST,1.16,-11.1,-1.43,-25.33
Broadcasting,7,BBGI,-1.78,-15.82,-30.66,379.77
Broadcasting,8,SGA,-2.91,-4.71,3.08,-27.34
Broadcasting,9,GTN,-3.78,-6.91,15.95,-4.78
Broadcasting,10,SSP,-3.82,-9.04,7.47,-12.72
Broadcasting,11,CAST,-5.07,-10.88,-84.73,-60.9
Broadcasting,12,IHRT,-7.84,-12.31,-41.18,-13.92
Broadcasting,13,SBGI,-8.27,-11.3,-8.27,-2.94
Broadcasting,14,FUBO,-9.15,-8.02,10.06,-19.88
Financial Conglomerates,1,TMS,23.55,39.12,-20.19,-17.95
Financial Conglomerates,2,FRHC,5.41,9.73,27.52,20.96
Financial Conglomerates,3,IX,-1.24,-0.03,1.96,31.12
Financial Conglomerates,4,HTH,-1.37,-1.29,-2.58,8.01
Financial Conglomerates,5,VOYA,-2.9,-1.79,8.01,43.49
Financial Conglomerates,6,RILY,-3.99,-17.9,-22.98,-18.01
Asset Management,1,BENF,254.0,28.7,-17.14,-21.41
Asset Management,2,AVAT,136.87,310.78,209.18,-79.05
Asset Management,3,CWD,55.37,39.6,16.54,-39.68
Asset Management,4,AMBR,45.45,77.78,23.87,-19.67
Asset Management,5,SDEV,33.97,0.0,0.9,-25.33
Asset Management,6,TWAV,28.23,16.91,22.31,1.27
Asset Management,7,FGNX,27.21,8.82,51.66,24.7
Asset Management,8,DFDV,27.09,41.08,120.23,42.12
Asset Management,9,HSDT,25.22,32.11,90.73,43.28
Asset Management,10,PS,21.9,22.08,61.78,
Asset Management,11,INV,16.19,-39.45,-84.05,-80.2
Asset Management,12,ALP,10.73,-40.46,-63.95,-73.56
Asset Management,13,CFND,9.31,28.86,-2.46,-19.13
Asset Management,14,AMG,6.81,2.01,7.98,32.89
Asset Management,15,WT,6.56,-0.5,33.03,70.52
Asset Management,16,ASST,5.76,46.93,131.0,191.94
Asset Management,17,CNS,5.0,-9.28,0.6,19.58
Asset Management,18,TCPC,4.94,-0.98,27.44,11.91
Asset Management,19,NSLR,4.15,-16.01,-31.71,-16.18
Asset Management,20,MLCI,4.06,6.73,15.62,-13.73
Shell Companies,1,RIBB,7.63,-24.75,-24.54,-22.1
Shell Companies,2,TCGX,6.35,5.21,,
Shell Companies,3,CCXI,5.21,-9.72,6.09,25.07
Shell Companies,4,IBAC,4.3,4.68,5.65,3.64
Shell Companies,5,SBXD,3.86,0.8,4.44,5.42
Shell Companies,6,BKHA,2.5,3.36,3.19,6.04
Shell Companies,7,RACD,2.13,-2.44,,
Shell Companies,8,QETA,1.81,0.6,0.94,2.7
Shell Companies,9,LCCC,0.85,1.33,2.11,3.4
Shell Companies,10,VLOS,0.84,0.56,-0.37,0.75
Shell Companies,11,GUAC,0.81,0.55,,
Shell Companies,12,KRSP,0.76,-0.09,1.15,3.12
Shell Companies,13,TRGS,0.7,0.9,1.41,
Shell Companies,14,BCSS,0.68,-0.1,0.29,2.08
Shell Companies,15,LWAC,0.68,0.48,1.76,1.86
Shell Companies,16,APAC,0.63,0.63,1.37,2.38
Shell Companies,17,MACI,0.62,1.26,1.91,3.05
Shell Companies,18,WLII,0.59,0.19,0.98,
Shell Companies,19,WLCO,0.56,1.18,,
Shell Companies,20,JTTT,0.55,,,
Railroads,1,RVSN,6.84,-28.44,-16.29,-54.82
Railroads,2,WAB,5.74,-1.81,7.24,18.97
Railroads,3,RAIL,2.92,3.5,-20.09,-8.19
Railroads,4,GBX,0.96,-6.6,-13.71,-17.5
Railroads,5,CP,0.68,-6.76,4.13,11.41
Railroads,6,CNI,0.0,-6.21,3.09,18.34
Railroads,7,FSTR,-0.21,-0.61,-13.95,32.87
Railroads,8,NSC,-0.63,-10.76,3.68,11.06
Railroads,9,TRN,-0.99,-5.52,-20.58,-10.35
Railroads,10,CSX,-1.48,-8.26,2.45,21.4
Railroads,11,UNP,-1.92,-11.08,5.99,14.96
Railroads,12,SWVL,-9.46,160.54,167.83,162.33
Electronic Gaming & Multimedia,1,FIRY,27.18,41.93,56.7,411.72
Electronic Gaming & Multimedia,2,GDC,18.94,4.67,-70.93,-99.78
Electronic Gaming & Multimedia,3,GCL,12.98,-17.17,56.02,26.97
Electronic Gaming & Multimedia,4,SNAL,5.98,-9.83,-13.97,-5.0
Electronic Gaming & Multimedia,5,GMHS,4.08,7.46,-23.68,-27.24
Electronic Gaming & Multimedia,6,TRUG,3.74,-29.98,-66.3,-92.16
Electronic Gaming & Multimedia,7,RBLX,3.29,26.39,2.19,-10.93
Electronic Gaming & Multimedia,8,DDI,2.12,1.64,18.18,55.32
Electronic Gaming & Multimedia,9,MSGM,1.16,7.41,7.67,5.33
Electronic Gaming & Multimedia,10,NTES,-0.65,-4.83,-0.53,4.35
Electronic Gaming & Multimedia,11,DKI,-1.9,-33.16,-45.57,-56.32
Electronic Gaming & Multimedia,12,TTWO,-2.59,-11.64,-12.49,7.81
Electronic Gaming & Multimedia,13,GXAI,-3.2,-31.36,-49.03,-56.31
Electronic Gaming & Multimedia,14,SOHU,-3.71,-9.77,8.17,-17.23
Electronic Gaming & Multimedia,15,GRVY,-4.33,-6.67,-0.98,7.64
Electronic Gaming & Multimedia,16,GAME,-5.26,-3.32,-2.17,41.67
Electronic Gaming & Multimedia,17,PLTK,-5.58,-9.09,-42.86,-23.34
Electronic Gaming & Multimedia,18,CTW,-5.75,-24.47,-10.1,-0.93
Electronic Gaming & Multimedia,19,GDEV,-7.52,3.61,-11.26,-16.05
Electronic Gaming & Multimedia,20,GIGM,-8.22,-6.94,-3.27,-7.59
Beverages - Wineries & Distilleries,1,AMSS,10.69,-28.13,-64.59,
Beverages - Wineries & Distilleries,2,EPSM,8.33,-7.74,6.72,-8.33
Beverages - Wineries & Distilleries,3,AGCC,6.28,-3.99,-5.52,-5.2
Beverages - Wineries & Distilleries,4,YHC,5.69,-24.86,-98.41,-98.65
Beverages - Wineries & Distilleries,5,BF-B,2.14,-8.56,-5.43,15.31
Beverages - Wineries & Distilleries,6,SNDL,1.45,2.94,0.72,2.19
Beverages - Wineries & Distilleries,7,BF-A,1.33,-9.3,-5.17,14.74
Beverages - Wineries & Distilleries,8,WVVI,0.53,-13.3,-24.7,-24.7
Beverages - Wineries & Distilleries,9,DEO,-0.97,-10.37,3.78,18.82
Beverages - Wineries & Distilleries,10,IBG,-9.51,0.02,-16.66,-21.48
Beverages - Wineries & Distilleries,11,MGPI,-9.89,-27.91,-22.79,-28.23
Insurance - Reinsurance,1,SPNT,3.88,5.83,8.45,20.13
Insurance - Reinsurance,2,RNR,0.11,-0.19,6.04,11.77
Insurance - Reinsurance,3,RGA,-0.54,0.48,18.75,21.31
Insurance - Reinsurance,4,GLRE,-0.73,-3.29,-9.14,-11.13
Insurance - Reinsurance,5,EG,-1.43,-1.18,7.7,15.01
Insurance - Reinsurance,6,OXBR,-2.11,8.59,37.62,54.44
Insurance - Reinsurance,7,HG,-4.83,-4.86,2.64,13.61
Insurance - Reinsurance,8,KG,-11.84,-33.82,-52.3,-53.0
REIT - Specialty,1,IRM,2.62,-5.03,-11.87,14.28
REIT - Specialty,2,EQIX,2.12,-1.66,-5.24,7.58
REIT - Specialty,3,LAND,1.65,7.93,10.81,-8.37
REIT - Specialty,4,FRMI,1.05,-14.23,-39.67,-35.39
REIT - Specialty,5,DLR,0.21,-3.77,-5.99,3.86
REIT - Specialty,6,OUT,0.11,-7.26,-12.12,2.81
REIT - Specialty,7,FPI,0.0,4.15,11.01,-2.71
REIT - Specialty,8,EPR,-0.16,-6.01,-3.43,13.05
REIT - Specialty,9,RYN,-0.9,-6.41,-8.39,-1.93
REIT - Specialty,10,BXDC,-0.92,-7.87,-10.31,
REIT - Specialty,11,SELF,-1.76,-11.64,-2.53,-1.76
REIT - Specialty,12,LAMR,-2.24,-5.54,-6.19,13.1
REIT - Specialty,13,GLPI,-2.73,-10.65,-13.49,-14.66
REIT - Specialty,14,WY,-2.93,-13.2,-16.32,-10.07
REIT - Specialty,15,AMT,-3.18,-4.27,-2.11,0.25
REIT - Specialty,16,PW,-3.52,-16.14,-30.69,-9.02
REIT - Specialty,17,UNIT,-3.98,-7.01,-19.08,16.1
REIT - Specialty,18,CCI,-4.08,-8.08,-14.5,-10.64
REIT - Specialty,19,SBAC,-5.27,-7.86,-8.05,2.26
Tobacco,1,XXII,36.05,-36.48,-51.05,-96.59
Tobacco,2,RYM,10.23,0.22,-7.22,41.95
Tobacco,3,GNLN,5.45,-3.9,12.92,-52.38
Tobacco,4,ISPR,1.92,-3.28,-27.2,-22.97
Tobacco,5,BTI,-0.43,-1.52,-9.02,-3.31
Tobacco,6,PM,-0.45,-0.32,6.75,16.46
Tobacco,7,RLX,-0.58,-4.97,-3.91,-20.37
Tobacco,8,MO,-1.64,0.7,-4.33,7.2
Tobacco,9,UVV,-3.99,-6.16,-18.98,-16.68
Tobacco,10,AIIR,-4.47,-5.26,2.5,-33.4
Tobacco,11,TPB,-13.72,-27.51,-28.61,-30.32
Oil & Gas Equipment & Services,1,RCON,11.38,-52.26,-98.23,-99.19
Oil & Gas Equipment & Services,2,FTK,8.18,27.22,39.97,79.0
Oil & Gas Equipment & Services,3,SEI,4.38,25.97,-11.25,10.54
Oil & Gas Equipment & Services,4,NESR,4.19,-1.83,30.35,48.13
Oil & Gas Equipment & Services,5,VTOL,3.58,-6.83,4.03,-5.87
Oil & Gas Equipment & Services,6,EFXT,3.35,17.19,-4.15,8.24
Oil & Gas Equipment & Services,7,BKR,3.04,-6.38,2.93,-8.6
Oil & Gas Equipment & Services,8,WFRD,2.87,-4.59,0.2,-9.18
Oil & Gas Equipment & Services,9,GEOS,2.59,-4.28,-23.28,-55.42
Oil & Gas Equipment & Services,10,FET,1.3,8.72,70.26,36.37
Oil & Gas Equipment & Services,11,XPRO,0.43,-7.82,26.13,-10.22
Oil & Gas Equipment & Services,12,LSE,0.0,-1.79,41.03,19.05
Oil & Gas Equipment & Services,13,AROC,-0.68,0.46,-20.49,-16.69
Oil & Gas Equipment & Services,14,OII,-0.79,-8.36,27.42,24.3
Oil & Gas Equipment & Services,15,SLB,-0.82,-3.94,11.29,2.69
Oil & Gas Equipment & Services,16,TS,-0.94,4.4,-1.33,-2.55
Oil & Gas Equipment & Services,17,USAC,-1.19,-2.31,4.11,-9.21
Oil & Gas Equipment & Services,18,NOV,-1.31,2.63,10.52,4.42
Oil & Gas Equipment & Services,19,KLXE,-1.34,-1.48,-30.29,-47.03
Oil & Gas Equipment & Services,20,OIS,-1.54,0.0,8.34,-30.11
Aerospace & Defense,1,BETA,20.14,2.1,55.23,65.58
Aerospace & Defense,2,YSS,16.77,-1.54,-60.84,-55.07
Aerospace & Defense,3,EVTL,13.13,-13.12,-63.31,-76.3
Aerospace & Defense,4,RGR,13.0,8.94,8.69,2.85
Aerospace & Defense,5,SATL,11.31,4.36,9.33,2.42
Aerospace & Defense,6,RKLB,10.38,2.97,-17.68,6.42
Aerospace & Defense,7,LUNR,9.88,-8.52,-20.33,-14.96
Aerospace & Defense,8,ACHR,9.39,-5.93,13.07,3.63
Aerospace & Defense,9,POWW,9.0,2.68,-1.71,15.0
Aerospace & Defense,10,MDA,8.59,6.4,-15.98,8.07
Aerospace & Defense,11,FLY,7.99,-5.19,-12.33,-7.71
Aerospace & Defense,12,SWBI,7.04,2.42,-13.28,-5.67
Aerospace & Defense,13,SPCE,6.48,4.0,14.29,31.09
Aerospace & Defense,14,FBDT,6.35,-55.39,,
Aerospace & Defense,15,DPC,6.1,-2.1,,
Aerospace & Defense,16,MOB,6.09,-14.26,-5.25,-9.01
Aerospace & Defense,17,EVEX,4.52,-16.13,-20.91,-16.47
Aerospace & Defense,18,RDW,4.45,-0.97,-0.97,24.53
Aerospace & Defense,19,ATRO,4.32,-7.51,-18.52,27.69
Aerospace & Defense,20,MOG-A,4.25,-1.27,-7.39,24.06
REIT - Industrial,1,EGP,2.39,0.12,-0.47,10.77
REIT - Industrial,2,TRNO,0.62,-4.19,0.89,8.23
REIT - Industrial,3,PLD,0.16,-6.56,-4.91,2.77
REIT - Industrial,4,LXP,0.05,-0.39,13.16,30.36
REIT - Industrial,5,FR,-0.55,-3.72,-3.69,5.71
REIT - Industrial,6,STAG,-0.67,-0.59,-5.83,1.46
REIT - Industrial,7,COLD,-1.03,-4.9,1.63,26.83
REIT - Industrial,8,IIPR,-1.13,-2.68,-9.5,5.2
REIT - Industrial,9,REXR,-1.78,1.27,13.34,12.21
REIT - Industrial,10,SMA,-1.8,-6.44,-3.56,3.19
REIT - Industrial,11,EXR,-1.9,-8.49,-8.24,3.12
REIT - Industrial,12,PSA,-2.7,-11.77,-9.81,7.01
REIT - Industrial,13,ILPT,-2.86,-11.28,-14.14,27.26
REIT - Industrial,14,CUBE,-3.91,-6.77,-6.04,5.16
REIT - Industrial,15,LINE,-4.27,-10.98,-11.31,2.74
Food Distribution,1,DIT,4.29,0.76,-7.33,-22.34
Food Distribution,2,AVO,1.84,-3.27,4.27,-2.23
Food Distribution,3,USFD,1.53,-14.12,-1.49,3.07
Food Distribution,4,MTEX,0.0,18.76,50.49,9.59
Food Distribution,5,PFGC,-0.3,-14.17,-14.7,8.34
Food Distribution,6,CHEF,-0.72,-4.02,13.87,82.79
Food Distribution,7,SYY,-1.99,-8.01,-4.28,-6.32
Food Distribution,8,HFFG,-5.52,-14.92,-12.99,-10.98
Food Distribution,9,UNFI,-5.53,-9.89,-14.54,6.01
Food Distribution,10,ANDE,-5.66,2.48,-4.62,-5.79
