name,description,exchange,industry,close,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.W,perf_1w_rank,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,earnings_date,earnings_soon,tradingview_url,is_top_1w,is_top_1m,is_top_3m,is_top_6m
CORT,Corcept Therapeutics Incorporated,NASDAQ,Pharmaceuticals: Major,112.94,115.16,109.68,4.74,4.67,2640762.2,1408932.4666666666,159124833.0,162258533.0,1.91,203,-6.32,240,37.92,68,196.51,12,76.03,0.64,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CORT&interval=D,False,False,False,True
GRAL,"GRAIL, Inc.",NASDAQ,Medical Specialties,108.52,78.96,75.41,4.88,5.99,1744716.6,989100.2,107337154.0,78100671.0,43.85,8,37.58,15,75.49,19,114.04,48,75.7,7.33,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NASDAQ:GRAL&interval=D,True,True,True,False
PANW,"Palo Alto Networks, Inc.",NASDAQ,Packaged Software,393.3,361.7,355.39,4.23,4.74,7298059.800000009,6498259.300000008,2555765383.0,2350418223.0,7.02,131,10.46,90,36.09,71,166.55,22,71.03,2.25,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PANW&interval=D,False,False,False,True
INTC,Intel Corporation,NASDAQ,Semiconductors,122.6,99.29,98.04,4.02,5.12,119527277.5,104160373.13333334,12770061746.0,10342135529.0,20.95,29,37.97,14,-12.26,259,181.06,20,68.92,4.89,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NASDAQ:INTC&interval=D,False,True,False,True
SNDK,Sandisk Corporation,NASDAQ,Computer Peripherals,1816.57,1613.14,1506.65,5.25,6.41,9933167.5,12186113.766666668,22136928685.0,19657938027.0,17.22,42,21.58,46,-18.84,308,202.89,11,68.54,3.21,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SNDK&interval=D,False,False,False,True
OMER,Omeros Corporation,NASDAQ,Pharmaceuticals: Major,20.74,18.41,15.61,4.09,4.78,1878498.7,2233039.7333333334,46313244.0,41101329.0,20.86,31,8.59,100,95.48,7,99.42,63,67.83,6.88,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:OMER&interval=D,False,False,True,False
PENG,"Penguin Solutions, Inc.",NASDAQ,Semiconductors,53.88,52.56,54.01,4.46,6.18,1444105.0,1478929.3666666667,79684714.0,77732528.0,9.53,106,6.31,119,-21.3,325,209.66,10,64.89,-0.04,2026-10-06,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PENG&interval=D,False,False,False,True
AMBQ,"Ambiq Micro, Inc.",NYSE,Semiconductors,69.13,61.57,64.41,4.98,5.75,699391.2,523560.0,36193703.0,32234542.0,10.48,93,18.9,55,-18.09,303,186.02,17,62.28,1.27,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:AMBQ&interval=D,False,False,False,True
SBET,"Sharplink, Inc.",NASDAQ,Advertising/Marketing Services,9.81,8.22,7.4,5.83,6.25,10881559.1,9824199.76666669,96375400.0,80709076.0,17.34,41,21.71,45,106.53,5,54.49,127,60.91,5.21,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SBET&interval=D,False,False,True,False
AMLX,"Amylyx Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,30.6,32.91,27.73,5.17,6.02,1646519.8,3015228.7,92281074.0,99240725.0,-7.4,375,-20.79,401,75.19,20,127.72,39,60.7,1.72,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AMLX&interval=D,False,False,True,False
AEHR,Aehr Test Systems,NASDAQ,Electronic Production Equipment,97.38,97.57,94.22,7.25,9.07,2497500.4,2724866.933333333,265347542.0,265869808.0,15.52,47,1.69,158,-5.09,216,183.74,18,60.12,0.37,2026-10-06,False,https://www.tradingview.com/chart/?symbol=NASDAQ:AEHR&interval=D,False,False,False,True
CVI,CVR Energy Inc.,NYSE,Oil Refining/Marketing,51.8,43.84,39.82,5.23,4.93,1340347.3,1079868.2666666666,55937176.0,47337465.0,1.47,215,32.51,20,94.15,8,49.75,140,58.81,6.1,2026-11-02,False,https://www.tradingview.com/chart/?symbol=NYSE:CVI&interval=D,False,True,True,False
SMTC,Semtech Corporation,NASDAQ,Semiconductors,169.33,147.52,139.07,6.09,6.7,3779461.2,3574499.6333333333,605270023.0,527306016.0,10.09,100,41.54,12,-0.1,192,127.56,40,56.34,3.25,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SMTC&interval=D,False,True,False,False
MRVL,"Marvell Technology, Inc.",NASDAQ,Semiconductors,260.9,231.0,218.04,4.14,5.4,18473459.0,22627809.866666667,5903595594.0,5227061792.0,15.07,51,13.82,75,-10.4,248,164.12,23,55.85,3.64,2026-11-26,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MRVL&interval=D,False,False,False,True
BMNR,"BitMine Immersion Technologies, Inc.",NYSE,Financial Conglomerates,27.46,23.57,21.05,5.59,6.28,46533161.8,44777736.13333333,1229596634.0,1055426167.0,17.1,43,16.36,63,92.7,10,43.84,150,50.97,4.84,2026-11-20,False,https://www.tradingview.com/chart/?symbol=NYSE:BMNR&interval=D,False,False,True,False
APPN,Appian Corporation,NASDAQ,Packaged Software,37.96,37.86,33.81,5.11,5.52,905395.0,864666.5666666667,32822743.0,32733682.0,3.99,168,-0.89,184,85.17,14,58.86,117,47.71,2.22,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:APPN&interval=D,False,False,True,False
COHU,"Cohu, Inc.",NASDAQ,Semiconductors,64.48,53.99,52.6,4.95,5.9,1080033.9,1031486.5333333333,66510252.0,55690130.0,25.72,15,22.66,38,-3.6,209,117.18,45,45.41,3.83,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:COHU&interval=D,True,False,False,False
BE,Bloom Energy Corporation,NYSE,Electronic Production Equipment,275.19,239.57,227.49,5.72,6.56,18524545.3,14900469.133333333,4100460101.0,3569715324.0,2.59,190,43.34,11,-20.53,321,106.93,55,43.25,3.2,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:BE&interval=D,False,True,False,False
MSTR,Strategy Inc,NASDAQ,Internet Software/Services,162.2,127.42,115.09,5.02,5.71,25826809.6,27518740.733333334,4463539747.0,3506548019.0,24.75,18,33.13,17,71.3,24,24.88,198,43.1,7.17,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:MSTR&interval=D,True,True,False,False
USDE,StablecoinX Inc.,NASDAQ,Packaged Software,12.87,6.94,4.91,10.15,12.07,6094942.2,8402862.5,108144840.0,58339674.0,112.38,3,65.11,4,36.91,69,25.56,196,42.53,13.45,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:USDE&interval=D,True,True,False,False
NUAI,"New Era Energy & Digital, Inc.",NASDAQ,Engineering & Construction,6.99,5.56,5.31,8.01,9.3,9227850.7,7371434.966666667,51526330.0,40971664.0,23.94,21,45.63,9,16.11,127,64.47,104,42.07,3.4,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NUAI&interval=D,True,True,False,False
SWKS,"Skyworks Solutions, Inc.",NASDAQ,Semiconductors,91.45,75.37,70.52,5.82,5.03,9817943.1,7012438.4,641287492.0,528527482.0,2.32,195,37.29,16,24.85,100,62.98,108,41.71,5.9,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:SWKS&interval=D,False,True,False,False
HUT,Hut 8 Corp.,NASDAQ,Data Processing Services,102.46,88.99,93.46,7.24,7.84,5039578.000000009,4977065.699999998,509950152.0,442889998.0,15.9,46,28.87,23,-14.69,285,106.07,56,40.09,1.23,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NASDAQ:HUT&interval=D,False,True,False,False
BLSH,Bullish,NYSE,Packaged Software,40.11,32.81,29.05,6.02,6.08,1914514.3,1819657.5,72986462.0,59698110.0,12.83,69,32.9,18,69.38,25,13.18,231,38.49,6.27,2026-11-25,False,https://www.tradingview.com/chart/?symbol=NYSE:BLSH&interval=D,False,True,False,False
PBF,PBF Energy Inc.,NYSE,Oil Refining/Marketing,70.47,73.37,69.75,6.35,6.52,5215866.8,3422466.7333333334,241181231.0,251097258.0,-3.49,305,-2.68,200,76.66,18,39.89,155,37.96,0.16,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:PBF&interval=D,False,False,True,False
VICR,Vicor Corporation,NASDAQ,Electronic Components,283.16,207.17,211.25,5.14,6.39,1122644.8,923290.2666666667,261438872.0,191275275.0,50.62,6,45.15,10,-15.93,292,81.89,75,37.04,5.33,2026-10-27,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VICR&interval=D,True,True,False,False
FSLY,"Fastly, Inc.",NASDAQ,Information Technology Services,29.65,24.41,23.53,8.85,8.8,9791489.7,6508971.233333333,192990997.0,158903515.0,24.37,19,22.72,37,82.35,15,5.5,258,36.86,2.95,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FSLY&interval=D,True,False,True,False
RIOT,"Riot Platforms, Inc.",NASDAQ,Information Technology Services,24.69,20.83,20.86,5.47,6.29,16284423.1,17583286.866666667,434131353.0,366321407.0,23.45,22,23.33,36,-12.54,262,80.75,76,30.51,2.92,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NASDAQ:RIOT&interval=D,True,False,False,False
INOD,Innodata Inc.,NASDAQ,Data Processing Services,71.99,58.81,60.11,4.89,5.8,1850105.9,1342159.1333333333,96622036.0,78936629.0,32.14,11,14.6,71,-12.21,258,79.71,78,27.37,3.41,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:INOD&interval=D,True,False,False,False
WIX,Wix.com Ltd.,NASDAQ,Packaged Software,76.8,80.24,70.89,6.5,6.62,1082583.8,1542712.8333333333,118480346.0,123788306.0,-5.22,338,-6.19,238,81.6,16,-13.18,330,20.74,1.26,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WIX&interval=D,False,False,True,False
CRDO,Credo Technology Group Holding Ltd,NASDAQ,Information Technology Services,193.87,204.66,210.51,4.16,6.94,8836256.9,7614812.266666667,1476283654.0,1558422096.0,26.63,14,-12.98,321,-32.81,389,104.07,57,19.43,-1.14,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CRDO&interval=D,True,False,False,False
VKTX,"Viking Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,41.65,33.35,33.91,4.76,5.94,7825324.3,3817088.1666666665,158981722.0,127290984.0,38.74,10,23.41,34,9.61,157,22.54,204,18.52,3.85,2026-10-28,False,https://www.tradingview.com/chart/?symbol=NASDAQ:VKTX&interval=D,True,False,False,False
FORM,"FormFactor, Inc.",NASDAQ,Semiconductors,131.26,113.18,111.3,4.28,5.7,1208999.6,1122315.2,147315093.0,127020454.0,25.01,17,18.65,57,-13.07,270,33.25,177,12.94,3.15,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FORM&interval=D,True,False,False,False
BENF,Beneficient,NASDAQ,Investment Managers,2.9,1.79,2.35,16.6,16.8,54625737.1,18221161.566666666,52841369.0,32591159.0,251.56,2,26.64,28,-17.5,301,-11.59,322,-0.81,1.41,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BENF&interval=D,True,False,False,False
GRML,Greenland Mines Ltd,NASDAQ,Miscellaneous Commercial Services,11.19,6.71,7.98,14.45,21.12,37904553.1,13112376.916000001,146727498.0,87953454.0,258.65,1,18.66,56,-2.7,206,-23.93,377,-2.65,1.91,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:GRML&interval=D,True,False,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,4.44,3.35,3.77,36.17,31.66,23139889.3,11012660.6,48896213.0,36851226.0,-36.53,455,66.14,3,-59.01,444,-77.35,450,-23.4,0.56,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FTFT&interval=D,False,True,False,False
BIAF,"bioAffinity Technologies, Inc.",NASDAQ,Medical Specialties,7.94,7.46,8.21,30.49,28.83,4027352.4999999986,6580230.648888888,52247031.0,49077115.0,32.11,12,31.89,22,-37.65,408,-87.97,452,-31.24,-0.11,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NASDAQ:BIAF&interval=D,True,True,False,False
LHSW,Lianhe Sowell International Group Ltd,NASDAQ,Computer Processing Hardware,0.77,2.27,2.39,72.79,73.83,48455457.6,17267871.2,13225463.0,39282911.0,44.51,7,-69.36,453,-60.52,445,-71.69,448,-67.19,-0.92,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LHSW&interval=D,True,False,False,False
WHLR,"Wheeler Real Estate Investment Trust, Inc.",NASDAQ,Real Estate Investment Trusts,5.44,7.77,19.85,14.91,68.33,10961707.411111113,3910565.791666667,21273478.0,30378670.0,72.7,4,-55.66,451,-98.71,457,-99.76,456,-84.71,-1.06,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WHLR&interval=D,True,False,False,False
